,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600176.SH,X600010.SH,X600801.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X002466.SZ,X600803.SH,X600529.SH,X002075.SZ,X600219.SH,X600315.SH,X000027.SZ,X002353.SZ,X300037.SZ,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X002409.SZ,X000898.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413237677875152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047840138838615,0,-0.0185583832707416,0.00464438413500763,0.0835743203006068,0,0.110026718138054,0.0297944370021866,0,0,0.0181135859178887,0,0,0,0,0,0,-0.0196908090714007,-0.00349307634332672,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0199930148044941,0,0,0,0,0.00459140631944738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176467297235785,0,0,0,0,0,0,0.0107458839385817,0,-0.0319389947151598,0,0,0,0.107923049075809,0.065393421550479,0,0,0,0,0,0,0,0,0,-0.0342162937576602,0.0117567976432457,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0355110800135714,0.0878564176530942,0,0,0,0,0,0,0,0,0,0,0.298861663621477,0.0808289150491569,0,0,0,-0.01270579916164,-0.011260138494367,0,0,0,0,0,0,0,-0.0448261186966833,-0.0162686692303493,0,0.00981148150144035,0,0,0,0,0,0,0,0,0,0,0,0.0304742017207665,0.00314882316989761,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.120720736906281,0,0,0,0,0,0,0,0,0,0,0.10028627052318,0,0,0,0,0,0,0,0.0286834945296755,0,0.0414719414617834,0,0,0,0,0,0,0,0,0.0731290129848449,0,0,0.0186978623382682,0,0,0,0,0,0,0,0,0,0,0,0.0812584362466139,0,-0.038570998241199,-0.00479380569320664,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.325876167815848,0,0,0,0,0,0,0,0,-0.0805376597704534,0,0,0,0,0.0356909518692231,0,0,0,0.54331799933057,0,0,0,0,0,0,0,0,0,0.0972046519471915,0,0,0,0,0,0,0,0.0553525308561959,0,0,0,0,-0.0262716997077798,0,0,0,0,-0.0221886144940188,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0840765888455274,0.00778614964758363,2.16840434497101e-19,0,0,0,0,0,0,0.000701702018820399,0,0,0.0373332068024721,0,0,0,0,0,0,0,0.140306507303177,0,0,0,0,0,0,-0.00755231652166914,0.00135671159067791,0.00306673200130867,0,0,0,0,0,0.113075011669899,0,0,0.132950941751817,0.0302060192434324,0,0,-0.00884863186454583,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0580012178267029,0,0,0.0329304687954602,0,0,0,0,0,0,0,0,0,0.502001040145235,0,0,0,0.0822271783857861,0.0772543785698738,0,0.00486151643207778,0,0,0,0,0,0,0,0,0.0335368214258518,0,0,0.0455630716573244,0,0,0,0,0,0,0,0,0,0.121327052845915,0,0,-0.0345503396928769,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.17705771727899,0,-0.0403579003511998,0,0,0,0,0.0877560862789781,0,0,0,0.335203525513105,0,0,0,0,0,0,0,0,0.113280705711279,0,0,0,0,0,0,0,0,0.203039806520914,0,0.125824015907543,0,0,0,0.0250664656768276,0,0,0.0946564886716078,0,0,0,0,0.045389764577838,0,0,0,0.0915639991474841,-0.00810569378470883,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0954668053547146,0,0.036244385542907,0,0,0.153073147213409,0,0,0,0,0,0,0,0,0,0,0.106780150959015,0,0,0,-0.0474117569512153,0.221652766562176,0,0,0,0,0,0,0.0775070424779502,0,0,0.0158876456048721,0,0,0,0.140929903823406,0,0,0,0,0.0923266023845226,0,0,0,0,0,0,-0.0637374283968731,0.0607682521760506,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0874253034696382,0,0,0,0,0,0,0.162339148356073,0,0,0,0,0,0.0894531932310092,0,0,0,0.741917745446481,0.153759212302024,0,0,-0.0849748164853811,0.114967760449758,0,0,0,0,0,0,-0.0455123645088243,-0.203012275858718,0,0,0,0,0,0,0,0,0.0577849563159567,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.195931350973259,0,0,0,0,0,0,0,0,0,0,0,0.136120896370243,0,0,0,0,0.0487390459452268,0,0,0,0,0,0,0,0,0,0.3432501222999,0,0,0,0.069268712660841,0.02553797700147,0,0,0.288937177621402,0,0,0,0,0,0,0,0,-0.0766638334756691,0.0295611841706969,0,0,0,0,0,0
X600660.SH,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788499123205401,0,0,-0.0502816201623455,0.0517403202431386,0.0580634632682812,0,0,0,0,0,0,0,0,0,0,0,0.111082459536,0,0,0,0,0.224758018206436,0,0,0,0,0,0,0.114672139729429,0,0.0601678022041395,0.0173208497943115,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.240259798637129,0,0.0767525639760685,0,0,0,0.267911723340225,-0.263327198858757,0,0,0.0697574769400179,0,0,0,0,0.270466911927586,0,0,0.171674127358412,0,0,0,0,0,0,0,0,0.0550656485387678,0,0,0,0,0,-0.0989927239649686,0,0,0,0,0,0,0,0,0,-0.00103317207074973,0,0,0,0,0,0
