,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X601600.SH,X600188.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X601158.SH,X000959.SZ,X000898.SZ,X002075.SZ,X000709.SZ,X000983.SZ,X000408.SZ,X600583.SH,X000883.SZ,X000012.SZ,X000630.SZ,X600352.SH,X600549.SH,X000937.SZ,X601699.SH,X000539.SZ,X000060.SZ,X000027.SZ,X600176.SH,X000935.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0703234588944367,0,0,0,0,0.0175413801750388,0,0,0,0,0,0,0,0,0.0100516720242426,0.018521611218155,0.0126306649052818,0,0.090144456667653,0,0,0,0,0,0,0,0,0.114624411850694,0,0,0,0,0,0,0,0,0.000975438834079183,0,0,-0.00512751218875431,0.0251915570344458,0,-0.00483644557279563,-0.00461442103572843,0,0,0,0,0,0
X600028.SH,0,0,0.00290159223437308,0,0,0,0.0181409680803154,0,-0.0195399041720211,0,0,0,0,0,0.0368169622465808,0,0,0,-0.0155196773169609,0,0,0,0,0,0,0,0,0,0,-0.0105288219154317,0,0,0,0,0.0525089360946051,0,0.202369215911629,0,0,0,0,-0.0386866342950771,0,0,0,0,0,0,0.0182426359667138,0.0737113428416531,0,-0.0117560942044905,-0.0167371898491542,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.170949219484543,0,0.0082311272144139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301309768304566,-0.0715664929812093,0,0,0,0,-0.0200919616820083,0,0,0,0,0,0,0,0,0,0,0.0371313756382492,0.108448460332889,0,0,0.0753579250635262,0,0,0.0701309181092706,0,0,-1.0842021724855e-19,-0.0818157483835964,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0381067493919522,0.0297956849215836,-0.0323203058388798,0,0,0,0,0,0.0667902007515833,0,0,0,0,0,0.114736931261753,0,0,-0.0637271842148203,0,0.0560743979544995,0,0,0,0,-0.0398970637992295,0,0,0,0.0528454662978023,0,0.0108725652743176,0,0,0,0,0,0,0,0,0,0,0,0.00385765183692658,0.0378867944622347,0,-0.0289899082291093,0.0370066895353992,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.32719907946188,0,-0.0390018964093156,0.0299098384619422,0,0,0,-0.00559829320171933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207402190098572,0,0,0,0,0,0,0,-0.0219583873559999,0.0468654049597226,0,0,0,0.085337235526925,0,0,0,0,0.00702541958886075,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.064236677851469,0,0,0,0,0,0,0.0403275315284378,0.191132905921166,0.00688013419460306,0,0.00772387443663711,0.014765007208523,0,0,0,0,0,0.0345190509216455,0,0,0,0,0,0,0,0,0.124571199980474,0,0.0374695776122224,0,0.059140812060158,0,0.131399223481753,0,0,0.0244165034574071,0,0,-0.0139709838539474,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00688580428424245,0,0,0,-0.0402381258428463,0,0,0,0,0,0.0770426792749421,0,0,0,0,0,0,0,0.0965222880887932,0.217713279081872,0,0,0,0,0,0,0,0.179181754022835,0,0,0,0,0,0,0.0937831412349813,0,0.0785247099937579,0,0.0490071418749777,0.0718661780909371,0,0,0,0,0.0625538530701215,-0.0948115902681093,0,0.0130508846757575,0.0121588511059253,0,0,0,0,0,0
X601898.SH,0,0,0.348935437532147,0,0,0,0,0,0,0.0130630391575117,0,0,0.208024084696171,0,0,0.0361557631304662,0,0,0,0,0,0,0,0,0,0.119772333452953,0,0,0,0.0297045699927795,0,0,0,0,0.166370001138235,0,0,0,0,0,0.255430507082904,-0.119582691579726,0.0437982934258831,0,0,0,0,0,0.0224951809570521,0,0,1.73472347597681e-18,-0.0565972367148613,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947951936992219,0,0,0,0,0,0,0,0.00526057645296223,0,0,0,0,0,0,0,0,0.0702352133678748,0,0,-0.0469559202765405,-0.0213513433654057,0,0,0,0,0,0.0794687575613312,0.107633011740195,0,-0.0250345629733575,0.00721709908192289,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0884971024810901,0,0,0.0337466149146878,-0.0463293504170837,0,0,0,0.228668048140593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424486484503566,0,0,0.11693589595518,0,0,0,0,0,0,0,0,0.558985363210117,0,0.0723288467123426,0,3.46944695195361e-18,0,0,0,0,0.0123448917706533,0.0546237544863404,0,-0.0914593198849097,0,0,0,0,0,0,0
