,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X000709.SZ,X002075.SZ,X601158.SH,X000723.SZ,X000898.SZ,X600583.SH,X000883.SZ,X000983.SZ,X000408.SZ,X600352.SH,X600549.SH,X000959.SZ,X000027.SZ,X000539.SZ,X600176.SH,X002470.SZ,X000060.SZ,X600021.SH,X000630.SZ,X000012.SZ,X601699.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.062532863645126,-0.0179882700581046,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0276172514510554,0.00419524869562754,0,0.035081705304268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333506015396036,0,0,0,0,0.0038944283090392,0,0,0,0,0.0464555047025876,0,0,0.000193170923478833,0.0195543947002995,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0551223334086169,-3.46944695195361e-18,0.0272602979208045,0,0,0.0360617460643858,0,0,0,0,0,0,-0.0450986931829339,0,0,0,0,0.00686909083187464,0,0,0,0.0272146017001835,0,0,0,0,0,0.0608467035528538,0.0233683467944075,0,0.0508944862852867,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.00594831344256505,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.103596840557153,-0.0161227443954751,0.127984980141048,0,0,0,0,0,0,0,0,0,0,0.0850761772920687,0,0,0,0.0289746690691855,0,0.0192351917536544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919359342166218,0.00994473893104674,0,0,0.0811431019155744,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0130898116096021,0,0,0.13719168356462,0,0,0.0497509994678145,0,0,0,0,0,0,0,0,0,0,0,-0.0424511771761841,0.0723826928290566,0.0390832374706902,0,0,0,0,0,0,0,0,0.136587070519753,0,0.0877455516619852,0,0,0,-0.0493258959636611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0378905434527185,0,0,0,-0.0281766136791111,0,0,0,0,0,0,0,0,0.164272720156114,0,0,0,0,0,0,0,0,0.0444409529483967,0.0402730874403869,0,0,0,0,0,0,0,0,0,0.0961400094664192,0,0,0,-0.00267332930343532,0,0,0,0,0.00327399641070231,0.0974254190158141,0,0,0.00347463815749224,-0.0200699682041521,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0776262649147339,-0.0201045838309892,0.134450972685014,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-1.35525271560688e-20,0.218433853198555,-0.11021562332443,0.194510066032672,0,0.132766403602313,0,0,0,-0.106522721726621,0,0,0,0,0,0,0,0,0.106450153230869,0,0,0,0,0,0,0,0,-0.106540922245112,0,0,0,0.0424162568654388,0.00211715156565112,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0389441296041856,0,0,0,0,0,0,0,0,0,0,-0.0209054378066403,0,0.0472597548098337,0,0,0.0111212066666242,0,0,0,0,0,0,0,0,-0.00779277113313333,0,0,0,0.0306857047437759,0,0,0,-0.00378817695235197,0,0,0,0,0,-0.00419468092537341,0,0,-0.0825658666646317,0.0369872714593537,-0.00946167242280413,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.150681071335027,0,0,0.011993223770133,0,0,0,0,0,0,0.0786394269444417,0.0183263428985764,0,0,0,0.115802847030683,0,0,0,0.0247091387386231,0,0,0.307588139178212,0,0,0.0122084545131371,0.0850716061606216,0,-0.0605547324597906,0.0539019835905584,0,0,0,0,0,0,0,0.0186016709463445,0.250808064803804,0,0,0.0193131510199048,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685560856663729,0,0,0,0,0.136206877927946,0,0,0,0.0193540124261807,0,0,0,0,0,0.23175272640013,0,0,0,0,0,0,0,0.106778831435715,0,0,0,0,0,0.0813049283102807,0,-0.019661687510589,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0315545387393973,0,0,0,0,0,0,0,0,0,0,0,0.689039695241235,0,0.107115083576613,0,0,0.124771208252443,0,0,0,0,0,0,0,0,0,-0.201255830793342,0,0,0,0,0,0,-0.119757164481416,0.192832850079649,0,0,0,0.0345280283577103,0,-0.10133889906108,0,0.0875927300512844,0.0774412352630556,0,0,0,0.277975501822507,0,0
