,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000883.SZ,X000792.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600352.SH,X002470.SZ,X600660.SH,X000027.SZ,X601699.SH,X600808.SH,X600307.SH,X600549.SH,X600490.SH,X000630.SZ,X600578.SH,X000959.SZ,X000983.SZ,X000937.SZ,X600863.SH,X600098.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.00732027171493725,0,0.158612109997909,0,0,0,0.0244525390477927,0,0,0,0,0,0,0,0,0,0,0,0,0.0523240253215596,0,0,0,0.0291399549833878,0,0,0,0,0,0,0,0,0,0,0,0.0146937227888431,0,0,0,0,0,0,0,0.0216160398261447,0,0,0,-0.00604153343768437,-0.00519628647360051,0,0,0,0,0,0
X600028.SH,0,0,0.0332009064464909,0,0.107225301877199,0.0299670744931049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1722117111749,0,0,0,0,0,0,0,0,0,0,-0.0468776435307479,0.0114775057268634,0,0,0,0,0,0,0,0,0,0,0,0.0295151493907141,0,0.12882004652203,0,-0.0076380075847212,-0.0124629730490965,0.0981082936358016,0,0,-0.0322556638159795,0,0
X601088.SH,0,0,0,0.102230230679723,0.0184273930390388,0.0554631628315247,0.0819185122979781,0,0,0.0372827087930021,0,0,0,0,0.197454119299919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804399328716295,0,0,0,0,0,-0.0616026715375465,0,0.02211582058102,0,0,0.0552369248067232,0,0,0,0,0,0,0,0,0,-0.0017717867772639,-0.0117526507882315,0,0,0,0,0,0
X600585.SH,0,0.0862625861098048,8.67361737988404e-19,0,0,0.12416097945482,0,0,0,0.0720727042069426,0,0,0,0.0948756618211955,0,0.063352785964084,-0.0528434597893639,0,0,0,0,0,0.0542921734708028,0,0,0,0.00124098221283811,0,0,0,0.044948488461772,-0.0119070442685495,0,0,0,0,0,0,0,0,0,0,0,0,0.188599348464169,0,0,0,0,0,-0.00531020274260213,0,0,0,0,-0.0289581743888423,0,0
X600011.SH,0,0,0,0,0,0.119486308710795,0,0,0,0,0,0,0.0502073964853942,0.0547603944017579,0,0.298270577565336,0.0734911407359264,0,0,0,-0.0946484346222153,0,0.0547152051606668,0,0,0,0,0,0,0,0.174894141004432,-0.0323622453086715,0,0,0,0,0,0,0,0,0,0,-0.0619971913796657,0,0,0,0,0,0,0,0.0172970986058177,-0.0288168904029946,0,0,0,0,0,0
X600019.SH,0,0,0.0964904380692407,0.0387018255760129,0,0,0.0574386449419281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107056976326498,0.131918400719901,0.215946136452569,0,0,0.0376389618547962,0,-0.109735091663915,0,-0.00932517732955891,0,0,0,0,0,0,0.0439877046621113,0,0,0.0538445808097785,0,0.131499714472869,0.152636571635512,0,0,0,-0.00649457453045347,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0557635809539175,0,0.132784834094633,0,0,0,0.0223886675895052,0.124390248512602,0.0510251690917974,0,0,0.0824399273226008,0,0,0,0,0,0,0,0,0.255665181754784,0,0,0.140133977530804,0,0,0,0.0278286420771827,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00708626234801376,-0.0234121964821278,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0127203938897209,0,0,0,0,0,0,0,0,0,0,0.091326131228225,0,0,0,0.0253486788892707,0,0,0.055409503989491,0,0,0,0.103895441306542,0,0.0628948195903409,0,0,0,0,0,0,0,0.0600785067860639,0,0,0,0,0,0.175527598112918,0,0,0,0,0,0,0,0.0175290219367683,-0.0396026039761094,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972836135493271,0,0,0,0,0,0,0,0.0569614598892962,0,0,0,0.0994530082046586,0.050880422374554,0,0,0,0,0,0,0.00834370805771458,0.164265005962748,0,0,0,0,0.0585603264596265,0,0,0,0.163071606273412,0,-0.0124186161487664,0.0134599959387941,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.291235259076451,0,0,0.0341575886247047,0,0.0530249203274792,0,0,0,0,0,0,0,0.0591872014475563,0,0.142944252389555,0,0,0,0,0.0202642291706921,0,0,0,0,0,0,0.00984436744164449,0,0.0360326875428778,0,0,0.105787921483517,0.0750142448586445,0,0.0103794166751242,0,0.144836484828118,0,-0.00606787627288066,0,0,0,0,0,0,0
