,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600886.SH,X600010.SH,X600795.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X000629.SZ,X600096.SH,X600985.SH,X000723.SZ,X000786.SZ,X600160.SH,X600157.SH,X600219.SH,X600995.SH,X600141.SH,X600378.SH,X600489.SH,X000933.SZ,X002080.SZ,X300073.SZ,X002353.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.598481059498227,0,0,0,0,0,0.182810304947579,0,0,0,-0.025216259385369,0,0,0,0,0,0,0,0,0.0616042299027543,0,0,0,0,0.0275355663869146,0,0,0,0.0496667940876403,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0320875877281641,-0.0311121562978815,0,0,0,0,0,0,0.0814853023893982,0,0,-0.0375836856727907,0.0325050674008083,0,0,0,0,0,0
X601088.SH,0,0,0,0.0606541161270286,0.415036765143494,0.0666894352071537,0,0,0.180122706651927,0,0,0,0,-0.139979666859743,0,0,0,0,0,0,0,0,0,0,0,0,0.232332185061856,0,0,0,0,0,0,-0.132850835063464,0,0,0,0,0.0815683695088644,0,0,-0.106970977913742,0,0,0,0,0,0,0,0,0,0,-0.0173134044930031,0,0,0,0,0,0
X600028.SH,0.374738042499112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083728309587773,0,0,0,0,0,0.0477062269938695,0,0,0,0,0.0123156907952006,0.00468986223064314,0,0,0,0,0,0.0750186569870363,0,0,0,0,0.06895998892326,0,0,0,0,0,0,0,0.0034568533397474,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831198311374655,0.0439343413798954,0,0,0,0,0.0735494638617624,0,-0.0511256022079092,0,-0.0185911640175612,0,0.108532536052431,0,0.110713836422501,0.0884066040084917,0,-0.0043311433700644,0.0161786984494396,0,0,0,0,0,0,0,0,0.0523455190620696,0,0.00628746047287586,0,0,0,0,0,0
X600188.SH,0,0.561321876616292,0,0,0,0,0,0,0.0929997274317443,0,0,0,0,0,0,-0.0158310396067163,0,0,0,0,0,0,0,0.0821805971481082,-0.0211642782000321,0,0.0987089472341156,0,0,0,-8.67361737988404e-19,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825459829522981,0,0,0,0,0.0726171923813363,-0.083664550574625,-2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.8212829822984,0,0,0,0,0,0.0901872978490313,0,0,0,0,0,0,0,0,0,0,-0.0541509011036539,0,0,0,0.129108756043283,0,0,0,0,0.211190589365876,0,0,0,0,0,0,0,0,0,0.0880950965840231,0,0,-0.117014436210004,0.0210855159588516,0,0.0764269850456492,0,0,0.0527009408325365,0,0,0,0,-0.161910841031066,0,0
X002460.SZ,0,0,0,0,0,0.409238035130833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179372641117899,0,0,0.0511695689016585,0,0,0.0713200790489286,0,0,0.0309826420596658,0,0,0,0,0,0,0,0,0.139415952416138,0,0.0757231618418238,0,0.104474154251941,0,0.123634518272034,-0.0440168740175863,0,0,0,-0.0357411553175721,0,0
X600585.SH,0,0,0,0,0,-0.0366931394158878,0,0,0,0,0.0329829702471988,0,-0.0348531537676815,0,0,0.0116853973662912,0,0,0.132483946514887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074665737573005,0,0,0,0.218199107503865,0,0,-0.00911006765324718,0,0,0,0,0.0746041311143836,0,0,0,0,0,0.0335133485933656,0.0110386786386185,0,0,0,0,0,0
X601898.SH,0.0910575203275415,0,0,0,0,0.0237464258106365,0,0,0,0,0.027003164420158,0,0,0,0,0,0,0,0,0,0,0.145984295950022,0,0,-0.0466216420384098,0,0.311734582433087,0.0627983994391498,0,0,0,0,0,0,0.0129144467853401,0.0838499880530847,0,0,0,0.00441876108258491,0,0,0.0360191644832617,0,0,0,0,0,0.0940488935496612,0,0,0,-0.016504827383257,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.254581813704596,0,0,0,0,0.106805051842246,0,0,0.00404512379273274,0,0,0,0,0,0,0,0,0,0.00368307032938549,0,0.0635126890256383,0,-0.0326882143958007,0,0,0,0,0,0,0,0,0,0.260431887270155,0,0,0,0,0.243668659139471,0,0,0,0,0,0,0,0,0,0.0372086844039777,0,0,0,0,0,0
