,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X002466.SZ,X600111.SH,X600188.SH,X600547.SH,X600362.SH,X600157.SH,X600886.SH,X601992.SH,X600299.SH,X600660.SH,X600309.SH,X000792.SZ,X601158.SH,X600489.SH,X600583.SH,X000883.SZ,X000709.SZ,X300072.SZ,X600352.SH,X000539.SZ,X000898.SZ,X000723.SZ,X002460.SZ,X002407.SZ,X000027.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002075.SZ,X600021.SH,X000012.SZ,X000983.SZ,X600098.SH,X600176.SH,X600612.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0471800054154466,0,0,0,0.0164529905272291,0,0.0160717188335838,0.0343521281272829,0,0,0,0,0,0,0.00800072279945323,0,0.20786998120846,0,0,0,0.0800541690024528,0.0490989382741248,0,0,0,0,0,0,0,0,0,0,0,0.0542022955152214,0,0,0,0,0,0.0142524510885113,0.0196509422965216,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.121784783782025,0,0,0,0,0,0,0.0815737355147938,0,0,0,0,0,0,0,0,0,0,0,-0.00344056866128123,0,0,0,0,0.0710561696381682,0,0,0,0.233304952067767,0,0,0,0,0,0,-0.0514729704353417,0,-0.0116131097742519,0,0.0332664525910148,0,0,0,0,0,0,0,0,0.00375808445614855,0,0,0.00441135389582628,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.328311095931345,0,0,0,0,0.104935360971974,0,0.0474710475925241,0,0,0,0,0,0,0.0959551272965858,0,0,0,0.0366086012608456,0,0,0,0,0,0,0,0,0,0,0.107384022465764,-0.0728495963262701,0,0,0.0145597735347122,0,0,-0.0351477090187094,0,0,0,0,0,0,0,0,-0.0248479189983379,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0316580231586442,0,0,0,0,0,0.0847556329988843,0,0.00660023488261852,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.1071925561473,0,0,0.173205543624795,0,0,0,0.00688002361201181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120804565867068,0,0.235248523165257,0,0,0,0.0623112986738029,0,0,0,0,0,0,0,0.0343551907142937,0.130876039627832,0,0.0734868223683994,0,0,0,0,0.12077639666546,0,0,0,0.125870444968155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0120923789874269,0,0.0519871618805152,0,0,0,0.0600567407131472,0,0,0,0,0,0,0,0,0,0,0,0.0101144730408691,0,0,0,0,0,0,3.46944695195361e-18,0,0.241952359644269,0,0,0,0,0.0253386799079013,0,0,0,0,0.0131646570483912,0,0,0,0.0379740407664738,0.160046169594027,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.13815341516981,0,0,0,0,0,0,0,0,0,0,0.0300156220808918,0,0.220430691293246,0,0,0,0,0,0.184115190162566,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-3.46944695195361e-18,0,0,0.148993653646046,0,0,0,0,0,0,0,0,0,0,0,-0.0279451624039586,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0619980522138349,0,0,0,0,0,0,0.148829870868913,0.040295831388708,0,0.0497322298886735,0,0,0.0989266337284034,0,0,0,0.212911163585644,0,0,0.0903718318488291,0,0.22165448418882,0,0,0,0,0,0.000766522467931476,0,0.059157598820283,0,0,0,0,0,0,0,0,0,0,0,-0.0623748654140194,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177353551697267,0,0,0,0.0243354904322027,0,0,0.055482534968931,0,0,0,0,0,0.0337807884278812,0,0.100286849221991,0,0.0879635443256118,0,0,0.114187981834691,0,0,0,0.0249737978435501,0,0.0140893345525546,0,0,0.00690483370227297,0.067485095282162,0,0.105268008513554,0,0.103762341824199,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0766391946525055,0,0.0374946472365007,0,0,0,0,0,0.0511988064847827,0,0,0.117583778815507,0,0,0,0,0,0,0,0,0.0364322433182561,0,0,0,0,0,0,0.114017336086889,0,0,0.112550881913829,0,0,0,0.0834346452849766,0,0,0,0,0,0,0,0,-0.124437989002945,0.249893833475506,0,-0.00472672611745148,0,0,0,0,0,0,0
