,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X002466.SZ,X000301.SZ,X000786.SZ,X600188.SH,X600111.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X600803.SH,X000027.SZ,X600352.SH,X000408.SZ,X600489.SH,X600219.SH,X600688.SH,X000932.SZ,X000898.SZ,X600801.SH,X000825.SZ,X300037.SZ,X002353.SZ,X000807.SZ,X600315.SH,X601699.SH,X000959.SZ,X002080.SZ,X000830.SZ,X600157.SH,X600486.SH,X600027.SH,X000983.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311359680980051,0.0354030629087953,0,0,0.0654072693055708,0,0.0458951004045547,0.134781391878416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417268096530423,0,0,0,0,0,0.0589589246782728,0,0,0,0,0,0,-0.0124371964132492,0,0,0.00513149194905321,0,0,0,0,0,0
X600028.SH,0,0,0.0661335945838526,0,0,0,0.0620936777191074,0.0451295034222931,0,0,0,0,0,0,0,0,0,0,0,0.0377953369919522,0.119514942036533,0,0,0,0,0,0,0.00754456173155672,0,0,0,0,0,0.0176046057259122,0.047991562683633,0,0,0,0,0,0.0379172079076895,0,0,-0.0963284747359339,0.0841760786344286,0,0,0,0,0,0,0.00716131469104948,0.114384217774966,0,0,0,-0.0329988633063459,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124718891385177,0,0,0.0667448620398141,0,0,0.0751968656162904,0,0,-0.00484583709419387,0,0,0,0,0,0,0,0,0,0,0,0,-0.020387828806845,-0.0541835772100672,0,0.0761730486705879,0,0,0,0,0,0.0742895756756969,0,0,0.0153814154135499,0.00395826714715136,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174984054664734,0,0.13464356665584,0,0.186092565391799,0,0,0.0137445295677639,0,0,0,-0.0218148231405079,0,0,0,0,0,0,0,0,0,0,0,0,0.0392237688401852,0,0,0,0.0974632003910813,0,0.0874505922444026,0,0.0182035595561571,0.0836746224688335,0,-0.0347895738863686,-0.0015480245552231,0,0,0,-0.0280944446286563,0,0
X600585.SH,0,0.0516553960842193,0,0,0,0,0,0,0.0290439823843968,0.0102059950208483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00997423331811673,0,0.15239200211125,0,0,0,0,0.0103546793902207,0,0.0172453390453838,0,0.0664771430855366,0,0.0411199261698085,0,0,-0.0471656721219905,0,-0.0790127374132652,0.0889062721304833,0,0,0,-0.0148754693908591,0,0
X002460.SZ,0,0,-0.0254884803549015,0,0,0,0,0.362519626436167,0,0,0,0,0,0,0.66557705076116,0,0,0,0,0,0,0,0,0,0,0,0,0.102847371899673,0,0,0,0,0,0,0,0,0,0.0700830686177286,0.092678970819861,0.0478763919124068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477632163718929,0,0,0,0.0141300946644133,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130291135442071,0,0,0,0,0,0,0,0,0.0200155862857554,0,0,0,0,0,0,0,0,0,0.0881096945213254,0.14224035769445,0,0.278742171659145,0,0,0,0,0,0.0850555840158158,0,0.0435266521926121,0,0,0,0,-0.0642730575861405,0,-0.0207770953082348,0,0,0,0,0.0179326625184519,0,0
X600660.SH,0,0,0,0,0,0.0867953145678128,0,0,0,0,-0.113072770514691,0,0,0,0.183044204589781,0,0.0949387716291991,0,0,-0.0217603692333649,0,0,0,0,0,0,0,-0.0674941540414031,0,0,0,0,0,0,0,0,0,0.226896270329585,0,0,0,0,0,0.185287943496922,0,0,0,0,0,0.0395375091176179,0,-0.0241066665131336,8.67361737988404e-19,0,0,0,-0.0290693680307984,0,0
X002271.SZ,0,0,0,0,0,0.0611711090735214,0,0,0,0,0,0,0,0,0,0.0563886731317493,0,0,0,0,0.0323941592170431,0,0,0,0,0,0,0,0,0.181107749778279,0,0,0,-0.0027381948707883,0,0,0,0,-0.0632094183737059,0.0718786248845012,0.0768839693966571,0,0,0,0,0,0,0,0,-0.04806864791226,0,-0.0755848853016717,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0712468504219425,0,0,0,0,0,0,0,0,0.0249161662519661,0,0.0388136833308421,0,0,0,0.0117693730882215,0,0,0,0,0.0961152776757078,0,0,-0.0190792910912276,0,0,0,0,0,0,0.0752784283932176,0.214494357235383,0,0,0,0,1.73472347597681e-18,0.194239556905844,0,0.0508113746688858,0,0,-0.079624741709413,0.0542763057029058,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.15530700680521,0,0.0201604747344352,0,0,0,0,0,0,0,0.242013237198004,0,0,0,0,0,0,0,0,0,0,0,-0.107380256690307,0,0.2827112872985,0,0,0,0,0,0,0,0.12949450490783,0.011466068893799,0,0,-0.0803612006184536,0,0.0468173923054386,0.312764998820177,0,0.116726912257088,0,0,-0.0337375466370794,0,0,0,0,0.0311249193901826,0,0
X600547.SH,0,0,0,-0.0605058390406938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205272345399013,0,0,0,0,0,0,0,0,0.110830605989274,0,0.0473397021034134,0.205828748018261,0,0,0,0,0,0.0460116654190603,0,0,0,0,0,0,0,0,0.0115085610945256,0,0,0,0,0,-1.73472347597681e-18,-0.0330582856021972,0,0,0,0,0,0
X601600.SH,0,0,0,0.0634507752363725,0,0,0,0,0,0,0,0,0,0.0941875705446156,0.0522633623497164,-0.133420350943414,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0133389863763265,0,0,0.0147427934472842,0,0,0.105921712511878,0,0,0.499332461624483,0,0,0,-0.0429558214659116,0,0,0,0,0.146080444381464,0,0,0,0.0811789992051789,0,0,0,-0.029525279320974,0,0
X600362.SH,0,0,0,0,0,0,0,0.2238350892174,0,0,0,0,0.249786727567056,0,1.0842021724855e-19,0,0,0,0,0,0.170004719428432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19159644674274,0,-0.0500866690204945,0,0,0,0.0190367618179176,0,0,3.46944695195361e-18,0,0,-0.0858634328761134,0,0,0,0,-0.00235474490799509,0,0
X002466.SZ,0,0,0,0,0,0.960651440720082,0.0481272920892951,0,0,0,0,0,0,0,0,0.162667470187439,0,-0.139942709505531,0,0,0,0,0,0,0,0,0.0432742959989469,0,0,0,0,0.0872728215357409,0,0,0,0,0,0,0,0.12156180260664,0.188353128597026,0,0,0,0,0,0,0,0,0,0,-0.143335395029579,0.0842521587932427,0,0,0,0.0399017448699822,0,0
