,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X000708.SZ,X600489.SH,X600111.SH,X600010.SH,X601699.SH,X002460.SZ,X600803.SH,X600160.SH,X000983.SZ,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X002128.SZ,X000877.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X600612.SH,X002271.SZ,X002353.SZ,X000027.SZ,X000932.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.043064131564041,0.411264362780888,0,0,0,0,0.060624052121551,0,0.155783544706317,0,0,0,0,-0.174474142944897,0,0,0,0.0294909252165527,0,0,0,0,0,0,0,-0.0743887822866787,0,0,0,0,0.0753803769102413,0,0,0,0,0,-0.0163610674404702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.150546660071826,0,0.0643160320223971,0,0.0409526569841564,0,0,0,0,0.100931391453653,0,0,0,0,0,0,0,0,0,0,0,0.213697810564504,0,0,0,0,0,0,0,0,0,0.0211857491290735,0,-3.46944695195361e-18,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00476224620782657,0,0,0,0,0,0,0,0,0,0,0,0,0.0244741136554477,0,0
X600028.SH,0.457804623648289,0,0,0,0,0,0,0,0,0,0,0.0580248121473277,0,0,0,0,0,0,0,0,-0.0221102695175597,0,-0.083024102666575,0,0,0,0,0,0,0,0,0,0.0478652951487585,0,0,0,-0.0149345271188835,0,0,-4.33680868994202e-19,0,0,0,0.0937223261721163,0,-0.101909291621824,0,0.0563318712436671,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301198224051402,0,0.0266428969060987,0.0456054474962504,0,0.047135442864706,0,0,0,0,0,0,0,0,0,0,0.095857759954309,0,0.0519648365884599,0.0206343628953413,0,0,0,0.0277965566076033,0,0,0,0,0,0,0,0,-0.0944394419804733,0,0,0.0503031589714826,0,0.0107834347091354,0.00299387745273734,0,0,0,0.0406421546018825,0,0
X600188.SH,0,0.14621953316509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268588070154508,0,0,-0.0291172649273475,0,0,0,0,0,-0.0670231312399743,0.0447212629392824,0,0.112355686496584,0,0,0.101895077221029,0,0,0,0,-0.162330331337277,0.0559652473314045,0,0,-0.137044662265922,0,0,0,0,0,-0.0944541961423101,-0.00099331562645499,0,0,0,0.0321777596187192,0,0
X601898.SH,0,0,0,0,0.0395667965787294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201182191682076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283433110061318,0,0,0,0,0,0,0.174642184879362,0,-0.00893485467770949,0.087299219803023,0,0,0,0,0.189187221042908,-0.0262805469310417,0,0,0,0.144661006665288,0,0
X600019.SH,0,0,0,0,0,0.0553315111034539,0,0,0,0,0,0,0,0,0,0,0,0.261671240062616,0,0,-0.104909203015548,0.0261818961395625,0,0,0,0,0.0484307212763688,0,0,0,0.00961888430549757,0,0,0,0,0,0.0424989559933235,0.0251777641304326,0,0,0,0,0,0,0,0,0,0,0.306801641616036,0,0,0,0.0314339288612961,0,0,0,-0.0126027646380779,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26878681296711,0,0,0.435510382533501,0,-0.0092484696173558,0,0,0,0,0.0249450758984978,0,0,0,0.0916827008895774,0,0,0,0,0,0.0802465105135274,0,0,0,0,0,0,0,0,-0.050718878590508,0,0,0,0,0,0,0,0,0,0.0683396307351248,0,0,0,-0.0352576890457452,0,0
X600886.SH,0,0,0,0,0,0,0.0957598565063721,0,0,0,0,0,0,0.200345017275672,0,0,0,0,0,0,0,0,0,0,-0.0196388639355995,0,0,0,0,-0.0386218773513029,-0.0977812295595448,-0.0908372283134261,0,0,0,0.0884956560516245,0.0422504597177758,0,0,0,0,0.117042097601557,0,0,0,-0.0524913715743897,0,0,1.73472347597681e-18,0,-0.131554522084829,0,-0.00769606617871941,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569559569836925,0,0,0,0,0.0701270043722949,0,0,0,0,-0.0134432782152145,0.275972283265137,0.0883370114600286,0,0,0,0,0,0,0.232325239349907,0.169718747178068,0,0,0,0,0,0.0351267907414205,0.155351723736196,0,0,0,0,0.243406104865787,0,0,0,0.149584983077248,0,0,0,0,0,0,0,0.0351270351432639,0,0
