,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600795.SH,X600547.SH,X601991.SH,X600188.SH,X600660.SH,X600362.SH,X600027.SH,X600886.SH,X000709.SZ,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X600299.SH,X601158.SH,X600219.SH,X000883.SZ,X600008.SH,X600352.SH,X600583.SH,X600578.SH,X000408.SZ,X000792.SZ,X000630.SZ,X000539.SZ,X002460.SZ,X600021.SH,X000723.SZ,X000027.SZ,X000983.SZ,X000401.SZ,X600176.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0300791581993928,0,0.0479167940522312,0,0,0,0.0465650012536004,0,0.123382182263275,0,-0.010221972185104,0,0,0,-0.00474856870524847,0,0,0,0,0,-0.0224178066834228,0,0,0,0,0,0,0,0,0,0,0,0.0202033428553413,0,0.0422774258187927,0,0,0,0,0,-0.0355216540562518,0,0,0,0,0,0,-0.00547912981500961,0,-0.0138622734070813,0,0,0,0,0,0,0
X600028.SH,0.0441641724571877,0,0,0,0,0,0,0.0272991539450433,0,0,0.132215909136442,0.028838024425031,0.0391350934142383,0,0,0,0,0,0,0,0,0,0,0,0,0.018988724919214,-0.121347300641553,0,0,0,0,0,0,0.013928967581519,0,0,0,-0.0262541905886304,0,0,0,-0.0429043562912289,0,0.108569861200262,0,0.0921033795343844,0,0,0,0,-0.00166816612269113,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0345568397197794,0,0,0,0,0,0,0,0,0,0,0,0.0509512132727384,0,0.0816064719169427,0,0,0,0,0,0,-0.00630726997549893,0,0,0.158500421712899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157821263776532,0,0.369104099952905,0,0,0,0,0,0,0,0.081846552128244,0,0,-0.128187645498373,0,0,0,0,0,0,-0.0835953606490155,0,0,0.115619872644054,5.42101086242752e-20,-0.00661108213485702,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777439815793926,0.0659275762666059,0,0,0,0,-0.0553021306440758,0,0,0,0,0,0,0.129364469753047,0,0,0,0,0,0,0,0,0,0.00447593856387706,0,0,0,0,0.0701727554385147,0,0.0650872647693051,-0.0254664305938731,0,0,0,0,0,0
X600585.SH,0,0,0.223847821114193,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629434070730744,0,0,0,0,0,0,0,0.122735240973708,0,0,-0.271761101095398,0,0.135089669623425,0,0,0,0,-0.0874015542743177,0,0,0,0,0,0,-0.0538502179441601,0,0,-0.116042045308374,0,0.0713480211918475,0.182862304077628,0,-0.0269803046568557,0,0.00230249983130306,-0.0346785722692439,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0991657828134001,0,-0.0960251625812895,0,0,0,0,0,0,0.039972192788794,0,0,0,0,0,0,0,0,0,0.190396903489179,0,0,0,0,0,0,0,0,0,0,0,0,0.0390102827830164,0,0.131295401555606,0.0652082049191665,0.0835598213612097,0.0875220413191045,0,0,0,0.00559387587461289,-0.0141567819066583,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471112370894584,0,-0.0767594514867376,0,0.182111486604667,0,0,0.0437692128591904,0,0,0,0,0.299802344631341,0,0,0,0,0,0,0,0,0,0,0,0,0.323216209209458,0,0,0,0.0395736252870124,0.0313416733710312,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734955084493471,0,0,-0.00067898667516438,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.356335668699413,0,0,0,0,0,0.028412264256757,0,0,0,0.210962832208281,0,0,0,0,-0.00121893926092612,-0.0107135561684998,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.125763120047471,0,0,0,0,0,0,0,0,0.0677934391001784,0,0.319046748066251,0,0,-0.142170852801059,0,0.0769291556989743,0,0,0,0,0,0,0,0.191257977253887,0,0.125854568796884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119134506134194,0.00473790509901239,0,0,0,0,0,0
X600688.SH,0.0546635779313916,0.549052449739602,0,0,0.137814956019342,0,0,-4.33680868994202e-19,0,0,0,0.0219873994387653,0,0,0,0,0,0,0,0,0,0,0.172109998828196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00676362201770019,0,0,-0.108642014659175,2.71050543121376e-20,0,0,0,0,0,0,0,-0.00664806258878333,0.00533245940580532,0,0,0,0,0,0
X600309.SH,0,0,0,-0.17342897645167,0,0,0,-0.0629240401689089,0,-0.0585501659402935,0,0,0,0,0,0,0,0,0,0,0.178393905458714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19501757164091,0,0,0,0,0,0,0.00999651488240593,0.236694689449018,0.286238136083637,0,0,-2.16840434497101e-19,0.00420301387968842,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.3680812137766,0,0,0.191124792640841,0,-0.0478903940174204,0,0,0,0,0,0,0,0,0,0,0,-0.0834906762832294,0,0,0,0,0,0,0,0,0,0,0,0.263840782038119,0,0,0,0,0,0,0,0,-0.134163579357336,0,0,0,0,0,0,0,0.131841404879742,0.0399772341959831,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0503814248254722,0,0,-0.00273581868575237,0,0,0,0,0.0544153487515012,0,0,0.0599116324500716,0.030431928186405,0,0,0,0,0.0320416360425233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757805131956779,0,0,0,0.0234443008881698,0,0,0,0,0,0,0,0,0,-0.00277074970610447,0.00374295987576285,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.159720251570518,0,0,0,0,0,-0.0579561975973182,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0067221659444138,0,0,0,0,0.271023649596508,0,0,0.0807750060436688,0,0,0,0,0,0,0,0.0776789464092616,0,0,0,-0.0739898395542784,0,0.11600121627434,0,0,-0.0162568523974287,0,-0.0109855567891952,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.128811558912072,-0.186673666083759,0,0,0,0,0,0,0,0,-0.04043343778498,0,0.00418680921824477,0,0,0,0.405443866962301,0,0,0,0.218656989191756,0,0.207070919107833,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243037248711111,0,0.00804313609104003,0,0.0983872627904236,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-0.0185789675889565,0.023785660031332,0,0,0.00225167171759858,0,0,0,0,0,0,0,0,0,0.110958999973424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00852318568857179,0,0.0650917803693167,0,0,0,0,0.265223001848638,0,0,0,0,0.0277038947378176,-0.0266600723278723,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.107299178654004,0,0.12413571054228,0.105793405558461,0,0,-0.0844409519364693,0,0,0.200901078630467,0,0,-0.0127275462297411,0,0.214345251290233,0,-0.0196028400001747,0,0,0,0,0,0,0,0,0,0,0,-0.321733056134212,0,0,0,0,-0.0104606461950533,0,0,0,0,0,0,0,0.00607193069618815,0,0,0,0,0,0,0
