,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X601600.SH,X600362.SH,X600886.SH,X600489.SH,X600801.SH,X600010.SH,X601898.SH,X000786.SZ,X600352.SH,X600111.SH,X600176.SH,X600188.SH,X601991.SH,X600299.SH,X600426.SH,X600795.SH,X600688.SH,X002080.SZ,X600529.SH,X002466.SZ,X600027.SH,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X600486.SH,X000301.SZ,X600126.SH,X000932.SZ,X000878.SZ,X600516.SH,X000723.SZ,X002075.SZ,X000027.SZ,X000630.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0379045951034241,0,0,0.183064594110422,0,0,0,0,0,0,0,0,-0.0254613739046483,0,0,0,0,0,0,0,0,-0.0412790559964626,0,0,0,0,0,0,0.105217818138896,0,0,0,0,0,0.0170749546824061,0,0,0.00595676147493994,0,0,0,0,0.00106637785778636,-0.000802292291133045,0,0,0,0.018078306652587,0,0
X600028.SH,0,0,0,0,0.046793731230855,0,0,0,0,0.0240260756528594,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0511774230468097,0,0,0,0,0,0,8.87922837190535e-05,0.00992730699201291,0,0,0,0,0,0,0.0626857644517084,0,0,0,0,0,0.0830228476015951,0.0612717713972948,0,0,0.0243210388402431,0,0,0,0.000827532175165257,0.00583666715701441,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0192156910534146,0,0,0,0,0,0,0,0,0,0,0,0.0358387736689868,0,0,0,0.202795173450799,0,0,0,0,0,0.0731594736428504,0,0.0573000183583149,0,0,0,0,0,0,0,0,0,0,0,0.124588814202819,0,0,0,0,0,0,-0.0137549228015338,-0.013029055722045,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.106429576210923,0,0,0,0,0,0.0466584657948008,0,0,0,0,0,0,0,0,0,0,0.10487584264084,0.0660004747815611,0,0,0,0,0,0,-0.00916781447887912,0,0,0,0,0.00538248521860822,0,0.0318635694387214,0,0,0,0,0.00954224091029395,0.0370799625419776,0,0,0,0,0,0,0,0.0113725001656913,0.0104601032998378,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.138023241514427,0,0.0653895436020303,0.0985395361396086,0,0,0,0,0.0580730213319148,0,0,0.172855602423936,0,0,0,0,0,0,0.0759990652546451,0,0,0,0,4.33680868994202e-19,0,0,0.0694623834671828,0,0,0,0,0,0,-0.0622005128786536,0,0.118838816715294,-0.0733062939092276,-0.0755711928496131,0.126406145162783,0,0,0,0,0.0123786998267122,-0.0128906061484924,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0346341729159239,0,0,0,0,0,0,0.697842945917818,0,0,0,0,0,0,0,0,0,0.131704597115212,0,0,0,0,0.00822900002515606,0.0151155811742654,0.0526360727720974,0,0,-8.67361737988404e-19,0,-0.0950754651405282,0,0,0,-0.00951515035658624,0,0,0,0,0,0,0,0,-0.0976771378544447,-0.00629615169950488,-0.0242296198324832,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.235253630845873,0,0,0,0,0,0,0,0.0240915246932856,0,0.072974789235576,0,0,0,0,0,0,0,0,-0.0279492838997517,0,0,0,0.036861434751426,-0.0116878507222706,0,0,0,0.0116456213057241,-0.0198010013849234,0.107225585700978,0,0,0.119616873545452,0,0,0,0,0,0.00020797228106437,-0.00665917175920683,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.53531031612949,0,0,0,0,0,0,0,0,0,0,0,0,0.0487394816590229,-0.170075669445526,0,0,0,0,-0.0112005438200612,0,0,0,0,0,0.00880809460789765,0,0,0,0.0611351013697234,0,0,0.0566802229602017,0.0475113693865693,0,0,0,0,0,-0.00109560183542988,-0.0170969029607052,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0244762362082246,0,0,0,0,0,0,0,0,0,0.283418811360704,0,0,0,0,0,0,0,0,0,0,0,0.11973002436584,0,0,-0.0187475143064289,0.101696954981134,0.0774187863714394,0,0,0,0,0.0388172411376571,0,0,0.159856590906473,0,0.0758460277710895,0,0,0,0,-0.00971969464371608,-0.0252747792176917,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141037176136345,0.158520924525,0,0,0,0.192181059250404,0.344439550105928,0.0896113448810796,0,0,0,0,0,0,0,0,0,0.257179209121724,0,0,0,0,-0.00937661904312942,0,0,0,0,0,0
