,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600801.SH,X600010.SH,X601600.SH,X600886.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600362.SH,X600352.SH,X600188.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X000723.SZ,X600111.SH,X002353.SZ,X600176.SH,X600027.SH,X600426.SH,X600299.SH,X600516.SH,X600489.SH,X000792.SZ,X000401.SZ,X000898.SZ,X600583.SH,X601158.SH,X000932.SZ,X600219.SH,X000553.SZ,X000709.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600486.SH,X000630.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0782274496988542,0,0,0,0,0.166446618930638,0,0,0.0660873514831649,0,0,0,0,0.229892698328123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.057412910746034,0,0,0,0,0.187135801001038,0.00468714075872593,0,0,0,0,-0.0237622898851449,0,0,0,0,0,0,0
X600028.SH,0.31690089539013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330793927405117,0,0,0.0334656605986814,0.0223552870976596,0,0,0,0.0822882253816127,0,0,0,0,0,0.0352977303636089,0,0,0,0,0,0,0,0,0,0.065308983488877,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127909390573063,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0309584468275806,0.00721010557423366,0,0,0,0,0,0,0,0.0289744859850219,0,0,0,0,0,0,0.290579039806268,0.0627843126265789,0,0,0,0,0,0,0,0,0,0,0.017601544340596,0,0,0,0,0,0,0,0,0.0887339047975503,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.43847491177211,0,0,0,0,0,0.0111981351527075,0,0,0,0,0,0,0,0.00346600105139211,0,0,0,0,0.0138095181188101,0,0,0,0,0.146251708616238,0,0,0,0.161357784385483,0,0,0,0,0,0,0,0,0,0,0,0.0147034668537168,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.109768947074392,0.037638379313649,0,0,0,0,-0.114072246667718,0,0.077213745869152,0,0,-0.167646218402097,0,0.1139412641204,0,-0.022468788864436,0,0,0,0,0,0,0.148604771165616,0,0,0,0,0,0,0,0,0,0,0,0,0.27167808326089,0.0607059392314355,0,0,0.0292892669652689,-0.0196474686303416,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0183028184768596,0,0,0,0,0,0,0.014264696148499,0,0,0,0,0,0.156511218227874,0,0,0,0,0,0,0,0.0747156359895449,0,0,0.121279110403636,0,0,0,0.166830212591185,0,0,0,0,0,0.022086184575183,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00854414779040395,0,-0.00485406283306377,0,0,0,0,0,0,0,-0.0501617436940302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928402804458108,0,0,0,0,0,0,0,0,0,0,0.270594382525322,-0.0322989685689729,-0.0141940248942422,0,-4.33680868994202e-19,0,0.0102834108227172,0.00171278654940915,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0674180274211124,0,0,-0.138965388809822,0,0,0,0,0,0,0,-0.0115821665707041,0,0,0.325531873326511,0,0,0,0,0,0,0,0,0,0,0.0214489183286234,0,0,0,0,0.102792212722692,0,0,0,0.124485677072602,0,0,0,0,0,0,0.224668358264268,0,0.278820237992586,0,0.0144416047283046,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00380399073396955,0,0,0,0,0,0,0,0,0,0,0,0,0.0769794932838633,0.320574688434554,0,0,0.0169197202580301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128924108877712,0.0638899085817352,0.16645562653607,0,0,0,0.056672897930064,0,0,0.0287458567445241,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0809838957034785,0,0,0.183777217104255,0,0,0,0,0,0.182968003769256,0,-0.231555319116175,0,0,0,0,0,0,0.0407224125387721,0,0.017058394294148,0,0,0,0,0,0,-0.251552319845295,0,0,0.415709522026019,0,0,0,0.0110132718174193,0,0.0790303250068473,0,0.17882698585367,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703630996803122,0,0,0.0011178621191041,0,0,0,0.587549360692835,0.0326312292776162,0,0,0,0,0.0288767918042254,0,0,0,0,0.0479424321611907,0,0,0,0,0,0.0101847115368821,0,0,0,0,0,0,0.0172467143967309,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.119156756263079,0,0,0.0843969334229509,0,0,0,0,0,0,0,0,0,0,0.0342734960005674,0,0.0497894630077618,0,0,0,0,0,0.0874299361245241,0,0,0,0,0,0,0.088138913277674,0,0,0,0.126876343940866,0,0,0,0,0.0659574624265911,0,0,-0.0539567169582676,0,0,0,0.0830187062288372,0,-0.00545398194241084,0.00226799909399077,0,0,0,0.0128564809778372,0,0
X600801.SH,0,0,0,0.539340345219372,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.111266782748361,0,0.019300005484817,0,0,0.0372582400361118,0,0,0,0,0.0454694386572274,0,0,0,0,0,0,0.0109609757252968,0,0,0.277277821226375,0,0.0445929440478492,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009133533962896,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0484371283846116,0,0,0,0,0.217745893927375,0,0,0.0201403261269883,0,0,0.0583951618319613,0.0260179128747304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210618954094552,0,0.0208498762662962,0.161094188031174,0,0,0,0,0,0,0,0.00350312307726037,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00363026544582273,0,0,0,0,0,0,0,0.0466308711398373,0,0,0.16562693597319,1.73472347597681e-18,0,0,0,0.0794736200223032,0,0.228266654027203,0,0,0,0,0,0.0362878712772199,0,0,0,0,0,0,0,0.143621600812217,0,0,0.0913850405364908,0,0.0597910526343659,0,0,0,0,0.0165762886754579,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.129904863644567,0,-0.0758763899047448,0,0,0,0,0,0.00710134363395232,0,0,0,0,0,0,0,0,0.00815486161478933,-0.00605066246869358,0,0,0,0,0,0,0.224835340666823,0,0,0,0,0,0.0622135343645919,0,0,0,0,0.217240455357213,0,-0.0368639516019696,0,0,0,0,0,0,0,0,0,0.0106606590996702,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0197023944229743,0,0.10532221163829,0,0,0.0894797224637505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139003967633559,0,0,0,0,0,0,0,0.0139674192009937,0,0,0.0794033074425663,0,0.0209558583488297,0.0296819228007804,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.820623129247843,0,0,0,0,0,0,0,0,0,-0.134926961462816,0,0,-0.0557526922264996,0,0,-0.293303609264857,0,0,0,0,0,0,0,0,0,0,0,0,0.32968665331276,0,0,0,0,0,0,0,0,0,0,0,0,0.0967640571252187,-0.15542046809407,0,0,0,0,0,0
