,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X000708.SZ,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X000786.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600141.SH,X300073.SZ,X002080.SZ,X601991.SH,X600219.SH,X601699.SH,X600486.SH,X600801.SH,X600027.SH,X300037.SZ,X002353.SZ,X002192.SZ,X000959.SZ,X000683.SZ,X600985.SH,X600295.SH,X600489.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.09087068499627,0,0,0,0,0.0543976656493924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126273991137074,-0.120765441157085,0.0855970056925131,0,0,0,0,0,0,0,0,0,0.0561013779054474,0,0,0,0.100521401069224,0,0,0,0,0.0767399161495009,0,0.0634982999202927,0,-0.0139177992329189,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.199206381647643,0,0,0.0119461880454969,0,0.065521347429324,0,0,0,-0.0957506518492629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358861996692633,0,0,0,0.134411953516855,0,0,0,0,0,-0.0329014480158174,0,0,0,0,0,0,0,-0.000697320126167395,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188850991562364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652989179864077,0,0,0.00294909644946782,0,0.0297545296733251,0,0,0,-0.0187654009041249,0,0,0,0,0,0,0
X600309.SH,0,0.0712293779635585,0,0,0,0,0,0,-0.0461177756078097,0,0.092241208748039,0,0.0064612971203342,0.0137451068164818,0,0,0.184193597521473,0,-0.0215912982588746,0,0,0,0.0655734845512024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893574173502779,0.0285583434470611,0,0,0,0.11067671036491,0,0,0,0.0148023343359478,0,0,0,0,-0.0204796577733757,0,0
X002460.SZ,0,0,0,0,0,0,0,0.296260594386751,0,0,0,0.152833407344794,0,0,0,0,0,0,0.0212401437287651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115097048564038,0,0,0,0,0,0,0.0563612150618276,0,0,0,0,0.27906867482563,0,0.0311980961318154,0,-0.0609177810129346,0,0,0,0,0
X600188.SH,0,0.260128797715748,0,0,0,0,0,0,0,0,0,0,0,-0.247314377580488,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0108494826122979,0,0,0,0,0.355656654438667,0,0,0,0,0.0102222601171529,0,0,0,0.143466058067757,0.0811389425045809,0,0,0,0.0522610120697852,-0.0480704331720516,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0457837397569825,0,0,0,0.15164652419127,0,0,0,0,0,0,0.150290784932111,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0291417913544716,0,0.0154757696128352,0,0,0,0.38147681337634,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00487537888141089,0,0
X002466.SZ,0,0,0,0,0.617527465385967,-0.0683253611330215,0,0,0,0,0,0,0,0.00331698951437733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107461012481966,0,0,0,0,0.0367293627345543,0,0,0,0,0,0.0649740697486668,0,0,0,0,0,0.199666839683825,0,0.0109373754938297,-4.33680868994202e-19,0,0,0,-0.0192329708756797,0,0
X000792.SZ,0,0,0,0,0.105993026404128,0.148064317912384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545603188124088,-0.0555502510447786,0,0,0.426285481812848,0.102677534912507,0,0,0,0,0,0,0,0,0,0,0,0,0.00706346757029664,0,-8.67361737988404e-19,0,0,0,-0.0108474494767595,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00972844452155937,0,-0.0101480394532222,0,0,0,0,0.0947099618171437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160559999836469,0,-0.0614657820475335,0,0,0,0.0991727997426773,0,0.184066193479111,0,0,0.0808466181310156,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.264215398451558,0,0.0702917670938474,0,0.0853234617822575,0,0,0,0,0,0,0,-0.0758367299032288,0,0,0,0,0,0,0,0,0,0,0,0,0.170425552557161,0,0.27484653571005,0.0482080652119889,0,0,0,0,0,0,0,0,0,0,0,0,0.0400515814201975,0,0,0,0,0,0,0,0,-0.000437487634763865,-0.0243194360416496,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0118676446696004,0,0,2.77555756156289e-17,0,0,-0.034874988796827,0,0,0,0,0,0,0,0,0,0.109939466716723,0,0,0,0,0,0,0,0,0,0.170064460914861,0.15733702051654,0,0.110318099747382,0,0,0,0,0,0,0,0.196967470792602,0,0,0,0,0,-0.0646245735819308,0,0.339306815446211,0,0.0338515401959742,0.136675380406026,0,0,0,0.130934593515913,0,0
X002271.SZ,0,0,0,0,0,0,0.0735311747977432,0,0,0,0,0,0,0,0.0674095721695705,0,0,0.116638818018883,0,0,0,0,0,0,0,0,0,0.471280392542036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793733084597276,0.0592416869785215,0.146846444681268,0.105988806173098,0,0,0,0,-0.00405673401034184,0,0,0,0,0,0,0
X600011.SH,-0.261245328605287,0,0,0,0,-0.00184343605678814,0,0,0.296463277275974,0,0,0,0.142461066428466,0,0,0,0,0,0,-0.33846342295765,0,0.0251609413209799,0,0,0,0,0,0,0,0,0,0,-0.363258026350703,0.229411685222333,0,0,0,0,0,0,0.61741900797714,0.0667365278114059,0,0.0830468500460807,0,0,0,0,0,0,0,0,0.0255395443700688,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0454483730616726,0,0,0.0747052409633136,0,0,0,0,0.107187861023188,0,0,0,0,0.109592093028311,0,0,0,0,0.122773973331366,0,0,0,0,0,0,0.10918267463138,0,0,0,0.0815087318048484,0.242830870040727,0,0,0,0,0,0,0,0,0,0,-0.18133649070229,0.0378694074914987,0,0,0,0,-0.0178817609565484,-0.0669249366806614,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.460966746739257,0,0,0,0,0,0,0.185898302394653,0,0,0,0,0,0,0,0,0.0354371304896486,0,0,0,0,0,0,0,0,0,0,-0.0311490836687343,0,0,0,0.0207379335867985,0,0,0.0569409101704028,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.154187402860875,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0210295121250637,0.0811616112223779,0.0528018623751983,0,0,0,0,0,0,0,0,0,0,0,0,0.125803159262949,0.0104642038710446,0,0,0,0,0,0,0,0,0.00840935112415302,0,0,0,0,0,0.017804505998543,0,0.0217267004926795,0,0,0,0,0,0,0.0152644087189688,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0516573226623497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103301396712437,0.05108116402171,0.0185696754841818,0.249540810822113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492921859087637,0,0,0,0,0.100667158160173,0,0.0142799575444376,0,0,0.220721773006141,0,0,0,0.00165981556077027,0,0,0,0,0.0630386443603697,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396206740728514,0,0.294458166027242,0,0,0,0,0.12048324083662,0,0,0,0,0,0,0,0,0,0.183752260303377,0,0,0,0,0,0,3.29987631229134e-05,0,0,0,0.330684256389982,0,0.130771650502243,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00467271862123154,0,0,0,0.0440116878901993,0,0
