,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X600339.SH,X002466.SZ,X600111.SH,X600299.SH,X000898.SZ,X601158.SH,X600489.SH,X000959.SZ,X600008.SH,X600352.SH,X002460.SZ,X000883.SZ,X600219.SH,X600160.SH,X000408.SZ,X000539.SZ,X000630.SZ,X600578.SH,X000723.SZ,X600021.SH,X600583.SH,X600176.SH,X000792.SZ,X002271.SZ,X000027.SZ,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.187256391841984,0,0.0772579702505592,0.00569012285022718,0,-0.0197626895586217,0.030097745663333,0,0,0,0,0,0,-0.0325635624257414,0.120414401789237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108331306171068,0,-0.0341746945169551,0,0,0,0,0,0,0,0,0,0.106547188929617,0,0,0,0,-0.00725767755981426,0,-0.0110262066735456,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0604734079675022,0,0.0226164028634731,0.0912774760642159,0,0,-0.00979139184070436,0,0,0.00198679479276255,0,0,0,0,0.0617442538176018,0,0,0,0,0,0,0,0.0551298414373668,0,0,0,0,0,-0.0500544829364311,0,0,-0.00767368630987961,0,0,0,0,0,0,0.017686608915254,0,0,0,0,0,0,-0.00270318449906075,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0490199088669507,0,0,0,-0.0570728438251488,0,0,0,0,-0.00963070236615468,0,0,0.0103386724297375,0,0,0,0.0372154198198377,0,0,0,0.171270774488163,0,0,0,0,0,0,0,0,0,0,-0.0173152161170201,0,0,0,0.214090983754996,0,0,0,0,0,0,-0.0115636774704654,0.0100014247920964,-0.0119502196883481,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0670030048705668,0,0,0,0,0,-0.0431424946367738,0,0.0755947111543344,0,0,0.0196734269354367,0,0,0,0,0,0,0,0.588619850383682,0,0.00247214792568781,-0.0229204672735088,0,0,0.0622236298920731,0,0,0.00636359652333861,0,-0.0182719399809336,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450203715873531,0,0,0,0,0,0
X600011.SH,0,0,0.0870528324029901,0,0,0,0,0,0,0,0,0.0999654339735251,0,-0.193106540271847,0,0,0,0,0,0,0.370289385002807,0.0208120462415252,0,0.0664357417070596,0,0,-0.0590362585442176,0,0,0,0.00358445528726544,0.0957393835384416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396996392741123,0,0.0272232148380639,0,0.0614310342316859,-0.0432194425932557,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.00710319495502098,0,0,0,-0.0212510574323983,0,0,0,0,0,0.255242665946146,0,0,-0.0136930902094307,0,0,0,0.159411054481563,0,0,0,0,-0.0261233906208623,0,-0.0203342162390333,0,0.028899382096233,0,0,0,0,0,0,0,0,0,-0.0198324992557712,0,0,0.203052825013668,0,0,0,-0.0240744971176494,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0304787368854762,0.0240410110232302,0,0,0,0,0,0,0.14106613533579,0,0,0,0,0,0,0,0.0021927935921203,0,0,0,0.200884323080696,0,0,0,0.122109294054615,0,0,0,0,0.00162060725502926,0,0,0,-0.067658675452516,0.101645390090365,0,0,0,0,0,0.202838316901512,0,0,0,0.00218847182216794,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0384334942206336,0,0,0,0,-0.0195367917113326,0,0,-0.0466071312577187,0,0,0,0.109534419460381,0,0,0,0,0,0.667167108328229,0,0,-0.20087219682795,0,0,0,0,0,0.138557801314369,0.335199207240306,0,0,0,0,0.274941909399224,0,0,0,0,0,0,0,0,0,0,0,0.11977814803621,0,0,0.03175872609195,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.717823502897319,0,0,-0.0962196728590235,0,0,0,0,0,0,0.179584618890344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165852159805059,-0.139348021974353,-0.400535109909364,0,0,0,0,0.332851633921414,0,0,0,-0.106483434484602,0,0,0,0.322118115697966,0,0,0,0.0859803084537181,0.0410415478164889,0,0,0,0,0,0
X601898.SH,0,0,0.167068169123707,0,0,0,0,0,0,0,0,0,0,0,0.0306165719664888,0,0,0.100163735479204,0,0.111015323811132,0,0,0,0.0511191105579617,0.129830628399097,0,0,0,0,0,0,0.0228524089701339,0,0,0,0,-0.0129376302804377,1.73472347597681e-18,0,0,0.0141673876624328,0,0,0.223446501637948,0.0133520390428483,0,0,0,-0.0386193452458547,0,-0.00752693510076851,0.00585575535434971,0,0,0,0,0,0
X600688.SH,0,0.0530799684115116,0,0.0465027297419581,0,0,0,0.0537212596170065,0,0,0,-0.0635252689438247,0,0,0,0,0,0.0509124785803474,0,0,0,0,0,0.0142972446379955,0,0,0,0,0,0.0266345884229234,0,0,0,-0.113310835032824,0.0561672733338717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168732138135095,-0.00833968649613142,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.128985131601862,-0.133180548474637,0,0,0,0,0,0,0.0862439756159464,-0.0253515076162507,0,0,0,0.168216548070255,0,0,0,0,0,0,0,0,0.132615301725762,0,0,0,-0.0329743461536173,0,0,0.24393863636074,0,0,0,0,0,0,0,0,0,0.0867438622309947,0,0.311360108197195,0,0.140136692706925,-0.101577482332656,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00503783147443319,0.0214958308860159,0,0,0.0532886263296503,0,0,0.0281690249265257,0,0,0,0,0,0.0245082117694793,0.0418392622546973,0,-0.0190673178369995,-0.0406264866743367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161948952347598,0.115387066081111,0,0.0415574448687204,0,0.0342564108368706,0,0,0,0,0,0,0,0.00190391136699325,0,0,0,0,0,0,0
