,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X600111.SH,X601699.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600426.SH,X000877.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X002271.SZ,X600160.SH,X600985.SH,X000786.SZ,X000807.SZ,X000408.SZ,X000630.SZ,X600176.SH,X000933.SZ,X000932.SZ,X600348.SH,X600612.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600995.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.676666950959936,0.205894556306753,0,0,0,-0.0560588191730219,0.119325636054481,0,0,0,0,0,-0.215604327539015,0,0,0.0934452514989314,0.0686036922598446,0,0,0,0,0,0,0,0,0,0,0,0,-0.241813721705503,0,0,0,0,0,0,0,0,0,0,0.0527523750232022,0,0,0,0,0,0,0,0,0,-0.00495681323111802,-1.35525271560688e-20,-0.0751530413932711,0,0,0.0314436382972522,0,0
X600028.SH,0.590287437425873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144726817045972,0,0,0,0,0,0,0.0743454296359118,0,0.0403335903018181,0,0.0176467092929586,0,0,0,0,0,0,0,0,0,-0.0643574894434763,0,0,0,0,0,0.101093927621249,0,0,0,0,-0.0186743725757586,0.0163614010939076,0,0,0,0,0,0
X601088.SH,0.0144068068155992,0.0749556568972838,0,0,0,0.0666463281053018,0,0,0,0,0,0,0,0,0,-0.0365306262434983,0,0,0,0.122637983010918,0,0,0,0,0,0,0,0,0,0,0,0,0.0751418293974607,0,0,0,0,0,0.0812784717721366,0,0,0,0,0,-0.0558737840209528,0,0,0,0,0,0,0,0.01953473698923,0,0,0,0.0565382096129918,0,0
X600309.SH,0,0,0,0,0.312318190359633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191311870533338,0,0.30367208149239,0,0,0,0,0,0,0.214695507241564,0,0,0,0,0,0,0,0,0,0,0,0,0.262055984435364,0,0,0,0,0,0,0,0.000198812241756382,0,0,0,-0.0614083552725189,0,0
X600188.SH,0,0,0.0757509448120688,0,0,0.0877400184958241,0.116966285419562,0,0,0.0597229109899746,0,0,0,0,0,0,0,0,0,0.238686293459924,0,0,0,0.0426795726495681,0,0,0,0,0,0,0.0373864947257527,0,0.153952906346334,0,0,0,0,0,0.0434324997352063,0,0.00165722707766084,0,0,0,-0.00755157516678799,0,0,0,0,0,0,0,-0.00818803300967312,0,0,0,0,0,0
X601898.SH,0.126778708903477,0,0.0389277839386728,0,0.36517194499111,0,0,0,0,0,0.107485728031762,0,0,0,0,0,0,0,0,0.0707225193613113,0,0,0,0.0274544633058163,0,0,0,0,0,0,0,0,0,0.0219229670953103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113270693148219,-0.028404887623538,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.222477305874013,0,0,0,0,0,0.0820667240460081,0.109248434883262,0,0,0,0,0.100654258854048,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894583353482035,0,0,0,0,0.462691285271772,0,0,0,0.224179298071016,0,0.0460723589235602,0,0.064521567601625,0,0,0,0.230451802734068,0,0,0,-0.0117486047224542,-0.00121288126903662,0.0402319937376604,0,0,-2.16840434497101e-19,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0956377992223418,0,0,0,0,0,0.0487942200485086,0,0,0,0,0,0,0,0,0,0.446829048000041,0,0,0,0,0,0,0,0,0,0,0.0482488963359135,0,-0.0494669864480574,0,0,0,0,0,0,0.0405867553453294,0,0,-0.0218090160359858,0,-0.00277730294774902,0.0040889857766219,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613205922732845,0,0,0,0,0,0,0,0.0715042660234405,0.00530016904798406,0.206048801462934,0,0,-0.00732465755862723,0,0.240754449274086,0,0,0.0818696467735465,0,0,0,0.0358982955972277,0.0292002697020425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765062787372553,0,0,0,0,0,0
X600547.SH,0.0141487380148236,0,0,0,0.102853185907699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723571225466918,0,0,-0.0267633992880241,0.545768976761388,0,0.0440173243822887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220153275230711,0,0.00132155082308942,0.00602669394392689,0,0,0,0,0,0
