,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X000786.SZ,X600803.SH,X002080.SZ,X600795.SH,X000807.SZ,X600096.SH,X600141.SH,X600688.SH,X600801.SH,X600027.SH,X300073.SZ,X600489.SH,X002353.SZ,X000983.SZ,X000825.SZ,X002497.SZ,X000960.SZ,X000630.SZ,X600352.SH,X000959.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0814786529344179,0,-0.0522077472458503,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00918909858354546,0,0,0,0,0,0,0,0,0,0,0,0,0.0902824847938121,0,0,0,0.240542318915732,0,0,0,0,0.0248029023230308,0.0760554940584528,0,0,0,0,0,0,0,0,0,0,0,0,0.0484562372808183,0,0
X600028.SH,0.230468009188099,0,0,0,0,0,0,0,0,0.0195701629217961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521652883504823,0,-0.00711054022235793,0,0.0431540502294089,0,0,0,0,0.0843955243593303,0,0,0,0.0134091453723896,0,0.0298641640121812,0,0,-0.00437537297048242,0,0,0,0,0.00990554457533852,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.181291278195331,0,0,0,0,0,0,0,0,0,0,-0.111631208801571,0,0,-0.0938416748011425,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.347383336619722,0,-0.0410633257083192,0.118903382835982,0,0,0,0,0,-0.0287617274691539,0.0418865823610172,0,0,0,0.0239374742412698,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00712545711848553,0,0,0,0,0,0.0930699834436365,0,0.0772289988699636,0,0,0,0,0,0,0,0,0.0361520566125255,0,0,0,0.126283521277483,0,0.01241509479816,0,0,0,0,0,0,0,0,0,0.0136614726697104,0,0,0,0.0260331525899903,0,0,0,0,0,-0.0140265682516603,0,0,0,-0.00937917160870861,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0922788229759105,0.265953422003593,-0.0121932596119825,0,0,0,0.116648008394654,0,0,0,0,0,0,0,0,0,-0.28933362312517,0,0,0,0,0,0.110096007261849,0,0,0,0.105282048589589,0,0,0,0.274901781096774,0,0,0,0,0.1226509336698,0,0,0,0,0,0.0886177229680415,-0.0140337820313786,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513179545028044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783489920992156,0,0,0,0,0,0,0,0.410573363136148,0,0,0,0,-0.0177420778573397,0,0,0,-0.00137013276910089,0,0,0,0,0,-0.00991651597758534,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.236122070279899,-0.0356970511800584,0,0.339159367424312,0,0,0,0,-0.0545329231059918,0,0.285669631331786,0,0,0,0,0,-0.00344425944139387,0,0.0115327704456206,0,0,0,0,0,0,0,0,0.139492213340045,0,0,0,0,0,0,0,0,-0.476726655204122,0,0,-0.0672652448774567,0,0,0,0,0.0134994401563299,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0522564789107834,0,0,0,0.083513460813631,0,0,0.185900738348878,0,0,0.064467193173396,0.0421641157879207,0,0,0,0,0,0,0,0.00485392972274404,0,0,0,0,0,0,0,0.14655845965718,0.00132454607252301,0.0439313996854476,0,0,0,0,0,0,0,0,0.136690340796826,0,0,0,0,0,0,0.0179362289280936,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707928105905532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027793201797156,0,0,0.201154002533089,0.0875754762998113,0,0,0,0,0,0,0.13976644009889,0,0,0.136559956913382,0.0956795868025595,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238715095214982,0.226565004737016,0,0,0,0,0,0,0,0,0,0.0778083186938222,0,0.00948815687540086,0.00371420451011469,0,0,0,0,0,0,0,0.445223845913125,0,0,0,0,0,0.00123264836819914,0,0,-0.0719528061442628,0.109076183452851,0,0,0,0,0,0
X002466.SZ,-0.287182635412123,0,0,0,0.427562707022805,0,0.105968892226131,0,0,0,0,-0.00205330065737115,-0.104761852053152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990036444008455,0,0,0,0,0,0,0,0,0,0,-0.127268207385994,-0.0109592960324157,0.0839895576985881,0,0,0,0,0,0.205438480154164,0,0,0,0,0,0.030379941879934,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14955459080182,0,0,0.195043945270565,0,0,0,0.127879495708724,0,0,0,0,0,0,0.0259450141900943,0,0.0993994290175762,0,0,0,0.401159652099896,0,0,0,0,0,-0.0706321234935614,0,0,0,0,0,0,1.73472347597681e-18,0.00339135926600762,0,0,0,0,0,0
