,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X000807.SZ,X600489.SH,X000983.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X000408.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000629.SZ,X000539.SZ,X600995.SH,X600688.SH,X000630.SZ,X000933.SZ,X600157.SH,X000723.SZ,X002409.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.10176607253402,0,0,0,0,0,0,0,0,0,0.070509914806905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189759673946968,0,0,0,0,0.212800059997811,0,0,0,0,0,0,0,0,0,0,0,0.00533591157942321,-0.042628403038044,0,0,0.0738076801050412,-0.103513328954048,0.250056082182589,0,0,0,0,0
X600028.SH,0.663023797635642,0,0,0,0,0.238037110765136,0,0,0,0.00900895416045055,0,0,0,0,0,0,0,0,0,-0.0189546498197032,-0.0618829382529274,0,0,0,0,0,0,0,0.0334162463642319,0,0,0,0,0,0,0,0,0,0,-0.151693561438609,0,0,-0.0889162216925335,0,0,0,0,0,-0.00564004103795038,-0.042250790024985,-0.0312791200148463,-0.0133157203943692,0.0539174303445513,0,0,0,0,0,0
X601088.SH,0.0363829362792996,0,0,0,0,0,0,0.318724854593788,0,0,-0.0609340701636554,0,0.00412239225621939,0,0,0,0.083610662109366,0,0,0,0.00610812054663687,0,0.0455163116702618,0,0,0,0.0641381998019092,0,0,0.151934985337735,0,0,0,0,0,-0.0213411952195535,0,0,0,0,0,-0.0909848011407274,0,0,0,0,0,0,0.0708425065031118,0,0,0,0.013471169622275,0,0,0,0,0,0
X600309.SH,-0.0464706879311911,0,0,0,0,0.00919991983585952,0,0.0158175605593,0,0,0,0,0,0,0,0,-0.0437051199948789,0,0,0,0,0,0.120908882052872,0,0,-0.0482635452804255,0,0,0,0,0,0,0,0,0,0,0,0.288496717926242,0,0.0322161888690128,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00163403185114297,0,0,0,0,0,0
X600019.SH,0,0.0204325456721609,0,0,0,0.0502684495359177,0,0,0,0.00103967471107442,0,0,0.0782866793449157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130443768256344,0,0,0.117217147640281,0,0,0,0,0,0,-0.0803522023777775,0,0,0,0,0,0,0,0,0,0,0,0.0745600989790989,0,0,0,0,0,0,0
X600585.SH,-0.0157511174053694,0,0,0,0.370157353970987,0,0.160100021788076,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0566462252209678,0,0,0,-0.205102756504161,0,0,0,0,0,0,0,0,0,0,0.320232839209761,0,0,0,0,0.0519730399997984,0,0,0,0.057660781597129,0,-0.050943426358457,-0.0575809521135869,0,0,-0.0322811755842514,-0.0313958817267708,0,0,0,0,0,0
X600011.SH,0.0472319005333574,0,-0.284929059285379,0,0,0.25038567395159,0,0,0,0,0,-0.0416272837194447,0,0,0,0.355571439498022,0,0,0,0,0,0,0,0,0.0642468700138714,0.370280333576306,0,0.402545417425899,0,0,0,0,0,-0.135986987073931,0,0,-0.0929789143861178,-0.300787262320233,0,0,0,-0.168410786236947,0,0,0,-0.0362570085269062,0.214474541753954,0,0,0,0,0.0187477775324169,-0.0571529149195524,0,0,0,0,0,0
X600188.SH,0,0,0.414752374876315,0,0,0,0,0,0,0.20981972624537,-0.0850030630932377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693973718832758,-0.333987681072942,0,0.416612710163969,0,-0.298622580398192,0.0211927112844799,0,0,0,0,0.397556577382973,0,0,0,0.191698298241467,0,0,0.0223435730162065,-0.0660995166343629,0,0,0.0843724666016508,-0.221287361741451,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.616722351646096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862493908438011,0.292085804008295,0,0.18875469864801,0,0,0,0,0.0114618816395804,0,0,0,0,0,0,0,0.0601704366166285,0.0240729243409743,0.0242668498892563,-0.0506661376767601,0,0,0,0,0,0
X601898.SH,0.0611277425137492,0,0.130677346643815,0,0,0,0,0.225390380942555,0,0,-0.0274107877908807,0,0,0.00804019281800344,0,0,0,0,0.0468521523745687,0,0,0,-0.171443908541312,0,0,0,0,0,0,0,0,0,0.3200151401291,0.101930280880667,0,0,0,0,0,-0.134400399456465,0,-0.0997003504919861,0,0,0,0,0,0,0,0,0,0.000779981548882878,0,0,0,0,0,0,0
