,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X002466.SZ,X601992.SH,X600795.SH,X600660.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X300072.SZ,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000792.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X600489.SH,X000959.SZ,X600176.SH,X000408.SZ,X000723.SZ,X600219.SH,X002271.SZ,X600808.SH,X000786.SZ,X000553.SZ,X600352.SH,X601158.SH,X600549.SH,X000883.SZ,X000807.SZ,X000983.SZ,X000630.SZ,X600299.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0239339907703742,0,0,0,0.0187762190921178,0,0,0,0.0465411786035115,0,0,0,0,0,0,0.0382720901729337,0,-0.0288363955197335,0,0,0,0,0,0,0,0,0,0.0283474290359405,0,0,0,-0.00909956950789779,-0.0540419246695834,0.0512222419153584,0,0,0,0,0,0,0,0,-0.0234937364621146,0,-0.00519879596836992,0.00318834375337891,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.185069140149836,0,0,0.0150636297316479,0,0,0,0.0211686419760122,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0225348577498975,0,0,0,0,0,-0.0160471713360434,0,-0.0610406024944289,0,0.0136858316657632,0,0,0,0,-0.00710006668692379,-0.0743509294716683,0.162098489297548,0,0,0,0,0,0,0,0,0,0,0.00364624107266918,0,0,0,0,0,0
X601088.SH,0,0,0,3.46944695195361e-18,0,0,0,-0.00713634661492408,0,0,0,0,0,0.568866549254016,0,0,-0.0345313212925424,0,0,0,0,0.151367457187467,0,0.0275453950700822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0212166006884719,0,0.0208912159516709,-0.04708386513345,0,0,0,0,0,0
X600019.SH,0,0,0.0458829107382643,0,0,0,0.0549382341009275,0.239065465828023,0,0.23574989588117,0,-0.000867344461507324,0,0,0,0,0,0,0,0.00810505493981445,0,0,0,4.33680868994202e-19,0.0737931108789018,0,0,0,0,0,0,0,0,-0.0159715369889202,0,0,0,0.258752143485658,0,0,0,0,0,0,0,0,0,0,0,-0.0251407853053537,0,-0.00597700528107108,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0200348084273156,0.131238050318096,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0977842665028736,0,-0.0814400783385056,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0222314191473394,0,0.0322063947328681,0,0.0751586660448452,0,0,0,-0.0256315126696378,0,0.155181113618991,0,0,0,0,-0.114523207651231,-0.00654650120524106,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216892364703915,0,0,0,0,0,0.0455559583980086,0,0,0.122199140928812,0,0.0767531581139993,0,0,0,0,0,0,0,0,0,0,0.0485061344898042,0,0,0,0,0.162903010304015,0,0.050550265085334,0.0445798518707591,0,0,0.163892092125191,0,0,0.0137317109138448,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.397721518824521,0,0.0686578428617015,0,0,0,0.0791092711956112,0,0,0,0,0,0.0556571392737606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976810373942057,0,0,0,0,0.0208259942198123,0,0.080626775115844,0.0730833459375005,0,0,0,0,-0.0396259232990799,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.00319091920614132,0,0,0,0,0,0,0,0,0,0,0.262955470145495,0.153319911525401,0,0,0,0,0,0,0,0.103279842852102,0,-0.131334444853313,0,0,0,0,0,0,0,0,0,0,0,0,0.0656331064302878,0,0,0,0,0,0.0813867193981411,0.0188259007287032,0,0,0.20578072819385,0,-0.000385882235212619,0,0.194694888541221,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0166829690180097,0,0,0,0,0,0,0,0,0,0.00887636187738954,0,0,0,-0.0104991442087957,0,-0.0651475533769887,0,0,0.0862719773008596,0,0,0,0,0,0,0,0,0,0,0,0,0.0429541679934083,0.147823165109578,0,0,0,0,0,0,0,0.00597431545472583,0,0,0.00755554560181579,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0791851220727985,0,0,0,0,0,0,0,0,0.0814396755213369,0,0,0,0,0,0,0,0,0.163707710942515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22754514833771,0,0,0.0829039068972612,0,0,0,0,-4.33680868994202e-19,0.0107242175904096,0,0,0,0,0,0
