,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X600886.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600362.SH,X600795.SH,X600426.SH,X600803.SH,X600176.SH,X600027.SH,X601699.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X600219.SH,X000629.SZ,X000932.SZ,X300037.SZ,X600378.SH,X600688.SH,X000723.SZ,X000630.SZ,X600096.SH,X000408.SZ,X002080.SZ,X002409.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.301992865085709,0,0,0,0,0,-0.0883159550289767,0,0,0,0,0,0,0,0,0,0,0,0,0.00346044739089055,0,0.0335618996523194,0,0,0,0,0,0.0417501229833302,0,0,4.33680868994202e-19,0.0840651557894222,0,0,0.0547372749340446,0.0821108645970048,0,0,0,0,0,0.08685163749297,0,0,-0.022898955267838,0,0,0,0,0,0.0346072448813527,-0.0211935010507656,0,0,0,0,0,0
X600028.SH,0.338000832588449,0,0.229795387982359,0,-0.0922592802514872,0,0,0,0,0,0.106981240968929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114850533716021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098606539768197,0,0,0,0,0,0,0,0,0.0332289111062797,0,0,0.00938270286099724,-0.0480273476999983,0,0,0,0,0,0
X601088.SH,0,0.0649753730349911,0,0,0,0,0,0.0819669458577599,0,0,0.0269996491069225,0,0,0.0878407922783318,0,-0.0420488239848097,0,0,0,0,0.0471798976645989,0,0,1.73472347597681e-18,0,0,0,0,0.111463117610687,0,0,0,0,0,0,0,0.00825803450397257,0,0,0,0,0,0,0,0.0880076681761606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0336970686718965,0,0,0,0,0,0,-0.0189039439503252,0,0,0,0,0,0,0,0,0,0,0,0,0.268500915653276,0,0,0,0,0,0,0,0.0380754137660936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681582789596393,0,0,-0.0139397985473331,0.0494919107182462,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0750147181414306,0,0,0,0,-0.382750684019167,0,0,0,0,0.211896670412098,0,0,0,0,0,0,0,0.195027952706026,0,0,0,0,0,0,0,0.266847763780789,0,0,0,0,0,0,0,0,0,0,0,-0.0142735110683269,0,0,-0.0620181308418653,0.0440408085212654,0,0,0,0,0,0
X600019.SH,0.151602286710468,0.236862626592331,0,0,0.106871134840681,0,0,0,0,0,0,0,0,0.136808508062416,0,0,0.0443318614326488,0,0,0,0,0.117182404287039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346288973143205,0,0,0,-0.0109326986794057,-0.0200847043481934,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744834563942712,0.328652613227057,0,0,0,0,0.0490176636932725,0.0152873360633087,0.0163129157479988,0,0,0,0,0,0,0,0.0554563334881997,0,0.0576900643071958,0,0.0228896901953233,0,0,0,0,0,0,0,0,0,0,0.0125584368049964,0.0110973763655359,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.13189549655841,0,0,0,0,0,0,0,0,0,-0.0629160562757139,-0.213477066451205,0,0,0,0.0666103468126488,0,0.510103150658456,0,0,0.0473443225388243,-0.0512531262895331,0,0,0,0,0,0,0,0,0,0.110868003472754,0,0,0,0,0,0.059231398196191,0,0,0.0208938590033138,0,0.0220818318970985,0,0,0,0,0,0
X002460.SZ,-0.0568637962557873,0,0,0,0.0167021715646934,0,0,0,0,0.709108134389646,0,-0.00497016627469536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284252683133965,1.0842021724855e-19,0,4.33680868994202e-19,0,0.0504991056854396,0,0,-0.101409807445326,0,0,0,0,0,0,0,0,0.0129760220326562,0,0.0864909994819743,0,-0.0293118726820287,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0114584317123887,0,0,0,0,0.526762452084622,0,0,0,0,0,0,0,0,0,0,0.156181378272113,0,0,0,0,0,0.0189133278631599,0,0,0,0,0,0,0,0,0,-0.0100599739035182,0,0,0,0,0,0.00867281570049063,0,0,0,0,0,0.103382946829714,0,0,0,-0.0197843965667184,0,0,0,0,0,0,0
