,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600516.SH,X600886.SH,X002460.SZ,X600111.SH,X600176.SH,X000898.SZ,X600157.SH,X000786.SZ,X000709.SZ,X600352.SH,X600027.SH,X000553.SZ,X000792.SZ,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X600219.SH,X601699.SH,X600808.SH,X601158.SH,X000959.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X002470.SZ,X000723.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.45939669849031,0,0.057264360218729,0,0,-0.015669627057856,0,0,0,0,0,0.0251367687715184,0.0845240575147423,0,0.0126713811656933,0,0,0,-0.0266684128937747,0,0,0,0.00835217371563021,-6.93889390390723e-18,0,0,0,0,0,0,0.0692315250358117,-0.0587087119392524,0.0766057892599025,0,0,0,0,0,0,0,0,0.0468843008052926,0,0,0,0,0,0,0.00443118304818972,0,0,0,0,0,0,0
X600028.SH,0.445263227066904,0,0,0,-0.0659857414664765,0,0,0,0,0,0,0.0575230630515478,0,0,0,0,0,0,0,0,0,0,0,-0.103352426763875,0,0,-0.0156461116256244,0,0,0,0,0.0164510205303056,0,0,0,0,0,0,-0.0123531728809146,0,0,0,0,0,0,0,-0.030147241704639,0,0,-0.0187973279977014,0.0362536430872602,0,0,0,0,0,0
X601088.SH,0,0,0,0.092235706073528,0.217914177813839,0,0,0,0,0,0.0833272022393916,0,0,0,0,0,0,0,0,0,0,0,0,0.0279520556809471,0,0,-1.73472347597681e-18,0,0,0,0,0,0.027580669925944,0.0773088775680192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01490628936319,0.0044207165490948,0.229846700113449,0,0,0,0,0
X600019.SH,0,0,0.102795633876965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241163637974581,0,-0.0868257095731837,0,0.148476755094525,0.695411146091786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031145712665216,0,0.0343797831720044,0,0,0,0,0
X600585.SH,0,0,0.339881531241172,0,0,0,0,0,0,0,0,0,0,0,0,0.27351024363299,0,0,0,0,0,0,0,0.044214650313659,0.0356903004473998,0,0.0460678894672307,0,0,0,0,-0.111279477821177,-0.301228768191245,0,0,0,0,0,0.15737292074124,0,0,0,0,0,0,-0.153656139111052,0,0,0,-0.0145008768029679,0.0243440028845466,0,0,0,0,0,0
X600010.SH,0,0,-0.0278745850359921,0,0,0,0.0602835074848415,0,0,0,0.0618641399849134,0,0,0,0,-0.0076060087846097,0,-0.101143122571338,0,0,0,0,0,0,0,0,0.00925547623624085,0.304986955485203,0.0414216790933433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12752416761597,0,0,0,0.034183447080301,0.226238089873147,0,0.0246529056108687,0,0,0,0,0,0,0
X600309.SH,0,0,0.168916898538925,0,0,0,0,0,0,0,0,0,0,-0.169760554012867,0,0,0,0,0,0,0,-0.157586522850344,0,0.284075626671405,0,0,-0.0286633426670914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343320978155314,0,0,-0.0378141356872655,-0.0102697566402386,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0513609984623222,-0.0540225284097181,0,0,0,0,0,0.0621131803921741,0,0,0,0,0,0.163831468985267,0,0,-0.0545995265889237,0,-0.00190804034582082,-0.00607324852831201,-0.0688144446660822,0,0,0,0,0,0,0,0,0,0,0,-0.0193448610978309,0,0,0,0,0,0,0,0,-0.052067832528276,0.0781133335602433,0,0.0355235289054958,0,-0.0161330826399009,0.0226392888748456,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.033880024383105,0,0,0,0,0,0.23769303064082,0,0,0,0,0,0.0619537167942068,0,0,0.00246632759469826,0,0,0,0,0,0,0,0,0,0,0.0558778340175688,0.0134785862328604,0,0,0,0,0,0.0263464159806556,0,0,0,0,0.170276617979316,0,0,0,0,0.031534594941403,0,0.00629686784294415,0,0,0,0,0,0,0
X600660.SH,0,0,0.0156545231206912,0,0,0,0.0100008141145168,-0.101961897105862,0,0,0,0,0.196822390234017,-0.0482948246095871,0,0,0,0,0,0.0531215826630309,0,-0.0408596005080008,0,0.122421298138851,0,0,0.0482972538085392,0,0,0,0,0,0.0255396492094004,0.107269734178665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158402287905151,0.00787028797631831,0,0,0,0,0,0
X600188.SH,0,0,0.0324074984798977,0,0,0,0,0,0,0,0,0,-0.0105817068868837,0.0657094596591866,0,0.0958472185630405,0,0,0,0,0,0,0,0,0,0,0,0,0.250139397985662,0,0.0844499512184606,0,0.043242448819193,0,0,0,0,0.139531541145879,0,0,0,0,0.394188016639199,0,0,0,0,0,0,0.00732038268081803,-0.000990010493383193,0,0,0,0,0,0
X600688.SH,0,0.0376421526291481,0,0,-0.0730323113051256,0,0,0,0,0,0,0,0.0456204823016525,-0.0708892872470345,0,3.46944695195361e-18,-0.0449695461631352,0,0,0.108421092266794,0,0,0,0.0501449019294373,0,0,-0.0364503400721182,0,-0.126996093301667,0,0.11620160969986,0,0,0.0398045393921025,0,0,0,0,0,0,0,0,0,0,0,0,0.0574572765633137,0,0,-0.00145446605848885,8.67361737988404e-19,0,0,0,0.0628750901414598,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.502148437035722,0,0,0,-0.132556366219333,0,0,0,-0.07533093037022,0,0,0,0,0,0.245672232562051,0,0,0.0844994230797778,0,0,0,0.0914710828194324,0,0,0.179217139183101,0,-0.0835403617432094,0,0.00317265235613215,0,0,0,0,0,0,0,0,0,0,0,-0.049713765714206,0.0681074091470666,0,0,0,0,0,0
