,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X600426.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000408.SZ,X000786.SZ,X000630.SZ,X600612.SH,X000932.SZ,X000933.SZ,X300037.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X600688.SH,X600157.SH,X000723.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.763282499732048,0.123685404162345,0,0,0,0,0,0,0,0,0,0,-0.218946026770513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246075048033133,0,0,0,0,0,0,0.0855256238498307,0,0,0.190459154721085,-0.00879502158983829,0,0,0,0,0,0,0,0,0,0,0,0,0.046635806073604,0,0,0,0.0467650756436246,0,0
X600028.SH,0.622091103539909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411122111625812,0,0,0,0,0,0,0,0,0.0507415681150373,0,0.0494450948862228,0.108395704564837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582500566988053,-0.111134933257712,0,0,0,0,0,0,-0.0137205999084856,0,0,0,0,0,0
X601088.SH,0.167042224150317,8.67361737988404e-19,0,0,0.105252699505954,0,0.209522872524932,0,0,0,0,0,0,-0.00904146171058013,0,0,0,0,0,-0.0860626231554612,-0.0107524663770121,0,0,0,0,0.067876875427047,0,-0.028047989853392,0,0,0,0,0,0.079779274459875,0,0,0,0,0,0,0,-0.174820948988405,0,0,0,0,0,0,0,0,0,0.00312738770646651,0.0044741300045202,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.254292198701257,0,0,0,0,0,0,0,0,0,0,0.0492590889907939,0,0,0,0,0,0,0.129994195957698,0,0,0,0,0.182872920313619,0.0367493310778944,0,0,0.0503642746832014,0.107816147968735,0,0,0,0,0,0,0.35453274752211,0,0.316651367437082,0,0,0,0,0,0.334274020881523,0,0,0,-0.0115021444925943,0.0214626294010787,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.188096623436008,0,0,0.0769838410716605,0,0,0,0,0,0,0,0.219818875197469,0,0,0,0,0,0,0,0.144977340709941,0,0,0,0,0,0.00522480554786097,0.116627332793805,0,0,0,0,0,0,0,0.22507017575244,0,0,0,0,0.0809662450743475,0,0,0,0,0,-0.00541490180413808,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.179611234721422,0,0,0,0,0,0,0,0,0,0,0,0.0626709690439166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624944842852556,0.149896883632868,0,0,0.303907758572874,0.100953333517416,0,0,0,0,0,0,0,0,0.148958834927262,0,0.0123526846166812,0.0039678199611136,0,0,0,0,0,0
X601898.SH,0.0911040113170064,0,0.0276377558900571,0,0.262954502674181,0.0208343601477681,0,0,0,0,0,0.00445438611382586,0,0,0,0.0258748225714917,0,0.0886234713980076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907457797342162,0,0,0,0.030602043024213,0,0,0,0,0,0,0,0,0,0,0,-0.0165486512866177,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.197469002994617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283179372479311,0.101773701941211,0,0,0,0,-0.018935462563521,0.0823014462737455,0,0,0,0,-0.038038730588231,0,-0.149999291090967,0.011266725402815,0,0,0.0711581452135479,0,0,0,0,0,0,-0.00367392948460104,-0.00900188676652676,0,0,0,0,0,0
X600585.SH,0,0,0,0.0519430449981198,0,0,0,0,0,0,-0.110625448087892,0,0,0,0,0,0,0,0,0,0,0,0.0176266271300492,0,0.311349730548717,0.0222258627667766,0,0,0.248004844870897,0,0,0,0,0.0414805856661404,0,0,0.0667975784629458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00691020027812665,0.00262726512040116,0,0,0,0,0,0
X600547.SH,0,0.11270432315931,0,0,0.0545341840984502,0,0,0,0,0,0,0,0,0,0,-0.0459683718312165,0,0,0,0,0,0,0,0,0,0,0,0,0.0456733509605445,0.470719960977483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272998363562345,0,0,0,0,0,0,0
X600660.SH,0,0.185879085527909,0,0,0,0.135616275009139,0,0,0,0,0,1.38777878078145e-17,0,-0.0972631025422219,0,0,0,0,0,0,0,0,0,0,0,0.0486714737432633,0.0481678652607352,0,-0.0415559468204235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975075710590657,-0.0249536681191323,0,0,0,0,0,0
X600886.SH,0,0.196482692394863,0.0204172730500064,0,0,0,0,0,-0.0991255173998692,0,0,0,0,0,0,0,0.188115822620622,0,0,0,-0.132393128005551,0,0,0,0,0,0,0.254088368888645,0,0,0.337816527942723,0.00731292939431427,0,0,0,-0.0178033660746545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326919254983613,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.194989757032987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212403618913083,0,0,0,0.361448808022856,0.0176393147096117,0,0,0.0206081269051438,0,0.0161714801458255,0,0.269808730797735,0,0,0,0,0,0,0.246412624274445,0,0.00191040238814832,0.00872383419131342,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.194519492943351,0,0,0,0,0,0.76918764232424,0,-0.103538938892426,0,0,0.00211590351554615,0,0,0,0,0,0,-0.0722487773753582,0,0.0683061648449809,0,0,0,0,0.0827646790493999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386350752272882,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0714025572113888,0,0.124965490700571,0,0,0.111091462063865,0,0,0.320063822017765,0,0,0,0.0584165963578725,0,0.186025838762268,0,0,0,0,0,0,0,0.0132235961809905,0.0855463763727653,0,0,0.0435344340386371,0,0,0,0.029553614466433,0,0,-0.0104750328410313,0,0,0,0,0,0,0,0,0,0,0,-0.0591345949022089,0.0295876212486509,-0.044283132125669,0,0,0,0,0,0
X002460.SZ,0,0,-0.0300499271954788,0,0,0,0,0,0,0,0,0,0,0.682687837109023,0,0,0,0,0.0922979935885272,0,0.131308009370068,0,0,0,0,0,0.029209768206713,-0.0139289548943407,0,-0.0330520557660379,0,0,-0.193134104752774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.35529723386841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101263045673683,0,0.211961689554346,0,0,0,0,0,0,0,0.232927350767758,0,0,-0.0192897148117042,0,0,0.0200320887386184,0,0,0,0,0,-0.00784918094847839,-0.0143436866245652,0.00628166064231638,0,0,0,0.0327761881353307,0,0
X601699.SH,0,0,0,0,0.357090173019459,0,0.0717233874961187,0,0,0,0,0,0,0.0399998133718599,0,0,0.0591502813865969,0,0,0,-0.281547192612489,0,0,0,0,0.13179402696317,0,0,0,0,0,0,0.0131865873997074,0,0,0,0,0,0.0541468270194365,0,0.102933593634981,-0.00665861361158447,0,0,0,0.0301031918491977,0,0,0,0,0,0.0137524376675681,0,0,0,0,0.0414574603169848,0,0
X000708.SZ,0.0442936216986,0,0,0,0,0.227900262408209,0,0,0.00297904176447458,0,0.0251820708096584,-0.0998076024133369,0,-0.0459712263187009,0,0,0,0,0,0,0,0,0,0,0,0,0.368061806327971,0,0.161071218947814,0,0,0,0,0,0,0,0,0,0,0.0557146626828307,0,0,0,0,0,0,0,0,0,0,0,0.0184227164315994,0.0013588304341405,-0.0422505255203636,0,0,0,0,0
X600111.SH,0.0472684619052119,0,0,0,0,-0.0830063192446587,0,0,0,0,0,0,0,0.0688952105437609,0,0.136370030922824,0,0,0,0,0.263240116868893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953737572436073,-3.46944695195361e-18,0,0,0,0,0.167809268047712,0,0,0,0,0.195365883423083,0,0,0.0165309327231596,-0.00577389039192364,-0.13166508742396,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0657907469106581,0,0,0,0.0788564815488693,0,0,0.148305199709465,-0.0476895999362378,0,0.314143141272518,0,0.311654360495808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0919435699884619,0,0,0,0,0.00981064410856323,-0.0197867685186538,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-0.0465654541882852,0,0,0,0,0,0,0,0.169858328810418,0,0,0,0,0,0,0,0,0,0.227455243404523,0,0.0495138963827997,0,0,0,0,0,0,0,0.10281023965452,0,0,0,0.22543256677369,0,0,0.051004173409652,0,0,0,0,0,0.00896992260813209,1.73472347597681e-18,0,0,0,0.0487642110655083,0,0
X600426.SH,0,0,0,0.174568827321616,0.108724617051572,0,0,0,0,0,0.0834284973598842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747913715018247,0,0,0,0.198830523372809,0.0166846446951553,0,0,0,0,0,0.0347485119489948,0,0,0,0,0.327602142831515,0,0,0,0,0,0,0,0,0,0.324840704815584,1.73472347597681e-18,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0396176881361792,-0.134623282764121,0,0,0.118549183260806,0,0.0846047105390641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132649984346126,0.133263844761668,0,0.114932857090276,0,0.0788289860417416,0,0,0,0,0,0,0.0755189676554713,0.0162775181701778,-0.00670220423849789,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.379993174423683,0,0,0,0,0.00438616678313194,0,0,0,0,0,0,0,0,0,0,0,0.0995026652721866,0,0,0,0,0,0.097180604905638,0,0,0,0,0.251441000882237,0,0,-0.0359174206202583,0,0,0,0,-0.165317960448901,0.0373231653630821,0,0,0,0,0,0,-0.0340426581275905,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0191002323380856,0,0,0,0,0,0,0,0,0,0,0,0,0.722232832794219,0,0,0,0,0,0,0.433557444713841,0,0,0,0,0,0,0.0120929287862131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123455968824544,0,0,0,0,0,0.0810187700262255,-0.032159159194008,0,0,0,0.404557282494773,0,0
X600027.SH,0,-0.063233478823181,0,0,0,0,0,0.530648028257705,0,0,0,0,0,0,0,0,0,-0.122482055533754,0,0,0,0,0,0,0,-0.048503138933282,0,0,-0.064257653262297,0,0.301658144796544,0,0,0.0434663356653824,0,0,-0.11782221350691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043976251114093,0,0,0,0,0,0,0
X600803.SH,0,0.0173903138864026,0,0.0591885594549922,0,0,0,0,0,0,0.107658142259761,0,0,0,0,0,0,0,0.330880383075926,0,0,0,0,0,0,0.00481295862024174,0,0,0,0,0.339774889226823,0.0205760475081576,0,0,0,0,0.0901080858226478,0,-0.388685403550221,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595520648349547,0.0574931282636278,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.234057324265105,0,0,0,0,0.0564934501253466,0,0,0,0,0,0,0,0,0,0,0,0,-0.573221660363577,0,0,0,0.182472222705416,0,0,0,0.025672100664292,0,0.51571266676106,0,0.099792682029589,-0.0319354920279769,0.115045317610203,0.130224938855535,0,0,0,0,0,0,0,0,0.149708114152328,0.0183382914005876,-0.00966737560078729,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0485626240100064,0,0,0,0,0.611926921405954,0,0,0,0.0419943248280186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013830842892166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00788061758929478,-0.00572946331432905,0,0,0,-0.0413784041299743,0,0
X601991.SH,0,0,0,0,0,0,0,0.0323734102486193,0,0,0,0,0.130220806674914,0,0,0,0.0902095391550947,0,0,0.119346813937452,0,0,0,0,0,0,0.134804073242647,0.153588192826966,0.0691192823822832,0,0,0,0,0,0,0,0,0,0.043706925986442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127645925972813,0,0,0,0,0,0,0
