,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600157.SH,X601991.SH,X300072.SZ,X600362.SH,X600027.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X002075.SZ,X000792.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X000935.SZ,X002460.SZ,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0156050673187479,-0.0170123917883494,0,0,0,0,0,0,0,0.0101587143989311,0,0,0,0,0.0372542291899891,0,0,0,0,0,0,0,0,0,0.0394026651836631,0.0108060248083359,0,0.0235358060326066,0,0.0269813986492769,0,0,0,0.0720863388109902,0,0,0,0,0,0,0.00218186450657141,0,0,0,0,0,-0.00388811321245418,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.071839910365061,-0.0216532995725865,0,0,0,0,0.0546316291467853,0,0,0.0487483677396783,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233940286743711,0,0,0,0.0115291568457666,0,0,0.0584924382342379,0,0,0,0,0,0,0,0,-0.0580905488252871,0,0.0342932140322438,0.0911926596519771,0.0595981077903448,0,0,-0.0234050457351217,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.195156299563512,0,0.0447705346206961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668573343826486,0,0,0,0.0510318367616767,0,0,0.0273372589517273,0,0,0,0,0,0,0,0.0245734152337695,0,0.0609160128466537,0,0,0,0,0,-0.0493093823465695,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0789042631863048,0,0,0,0,0,0,0.161848164836972,0,0,0,0.107868049557657,0,0,0,-3.46944695195361e-18,0,-0.0856758575926339,0,-0.104063408604244,0,0,-0.0123799010862242,0,0,0,0,0,0.0598395093271042,0,0,0,0,0,0,0,0.018557588262491,0.100168935885288,-0.0243959686252168,0,0,-0.0381771371906712,0.0413405903009478,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459918808383469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101198783032698,0,0,0,0,0,-0.0713311021505778,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00286217002278854,0,0,0,0,0.0237768033547239,0,0,0,0,0,0.127847011330504,0,0,0,0,0,0,0,0,0.112094993809057,0,0.0177902952415366,0,0,0,0.103465352879909,0,0,0.101419912915657,0,0,0,0,0,0,0.00671058255305741,0,0,0.112906974782753,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0643936577902749,0,0,0,0,0,0.0938550613620034,0,0,0,0,0.041226265563515,0,0,0.218144327124355,0,0.0852766600941099,0,0.0825704306926718,0,0,0,0,0,0,-0.198241029810676,0,0,0.0197184140706962,0,0.147769829589254,0,0,0,0.0472689794706018,0,0,0,0,0,1.80187694153207e-05,0,0.105670787915406,0,0,0,0,0.0125708035503791,0,0,0,0,0,0,0
X601898.SH,0,0,0.274424775967875,0,0,0,0,0,0,0,0,0,0,0,0,0.0161087442399533,0,0,0,0,0,0,0,0,0,0.128132348461974,0,0,0,0,0,0,0.0349547933688343,0,0,0,0.137033475616464,0,0,-0.104484143320783,0,0,0,0,0.361840022466243,0,0.0283273756613562,0,0,0,0,0.0530945223262104,-0.092201809269615,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622746491489271,0,0,1.04301593548087,0,0,0,0,0,0,0,0,0.0433895561771711,0,0,0,0,0,-0.0408769864786808,0,0,0,-0.124345390212379,0,0,-0.338899070065023,0.0163237276682303,0,0,0.103348929560754,0,0,0.0276921466613398,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0133357037537191,0,0,0,0,0,0,0,0,0,0,0,0.14782455016656,0,0,0,0,0,0,0,0.0285660216231973,0,3.46944695195361e-18,0,-0.0571635359190629,0.00684265721059736,0,0.00747870866553819,0.0660420772248459,0,0,0,0,0,0,0,0.0320119787292514,0,0.0813800232153484,0,0.188370373980453,0,0,-0.0111192905311222,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.115440728116273,0,0,0,0,0,0,0,0,-0.0839421287195909,0,0,0,0,0,0,0,0.0149749038267365,0,0.0104675613145923,0,0,0,0,0,0,0.00865914277276921,0,0,-0.190722517236381,0.715388491211573,0,0,0.108623862708833,0,0,0,0,0,0.0484017239376907,-0.0207163329403694,0,0,0.252765499969243,0,0.0222844227842882,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0939449145059208,0,0,0,0,0,0,0,0,0.0815120177803658,0,0,0,0,0.0044069081133165,0.0501909142256269,0,-0.0254262456891281,0,0,0,0.0677983097103907,0,0.183831322923143,0,0,0,0,0,1.73472347597681e-18,0,0.0399287616232689,0.0803767998388409,0,0,0,0,0,0,0.00339046047167517,0,0,0.0799815040657748,0,-0.0421459143258462,-0.0131638964893789,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.00705771118314139,-8.67361737988404e-19,0,0,0,0,0,0,0.00964920986365806,0,0.165762659349307,0,0,0.00196276625510225,0,0,0,0,-0.018179604723802,0,0,0.0601376404236669,0,0,0,0.015857309318383,0,0,0.0994617801833905,0,0,0.0242933301554975,0.023534862565996,0,0,0.0451444151624814,0,0,0,-0.00571695110695379,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0507240529771624,-0.088423465441543,0,0.08554936621611,0,0,0,0,0.00170946297951964,0.103366853898737,0,0,0.0665463994744758,0,0,0,0,0,0,0.0551986315493326,0,0,0,0.0192229303296467,0,0,0,0,0,0,0,0,0,0,0,0,0.0946734976857461,0.118006881065698,0,0.00620672369063124,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458074288873176,0,0,0,0,0,0,0,0,0.0316573108553863,0,0,0,-0.0314490509581663,0,0,0.0444035327069716,0,0,0,0,0,0,0,0,0,0,-0.0270338494168574,0.0891676334702496,0,0.0649134030721791,0,-0.000144489207225069,-0.0182047548211373,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.539230900977361,0,0,0,0,0,0,0,0,0,-0.601247616652814,0,0,0,-4.33680868994202e-19,0,0.253307576890251,0,0,0,0.463197521718248,0,0.234263653237183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154999879676233,0,0.6306240729226,-0.732310577703948,0.356599510188222,-0.224395820684053,0.122876909409107,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118733178861037,0.302720824357053,0,0,0,0,0,-3.39108559146889e-05,0,0,0.032814329021675,0,0.0512376429276368,0,0.0233064728897853,0,0,0,0,0,0,0,0,0,0,0,0.0293995355162889,0,0.0089510651366154,0,0,0.26030387299172,0,0.0010257858015329,0.00983292583968406,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959433059880062,0,0,0,0,0,0.356318020251398,0,0,0,0.0387491385168959,0,0,0,0,0,0,0,0,0,0,0,0,0.0528211288082719,0.0315707079778186,0,0,0,0,0,0,0.00573111705750171,0,0,0,0,0,0.0281427897036608,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0322921760934386,0,0.393565097659016,0.0670188265481129,0.010101227923404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169423464184769,0,0,0.121851648377206,0,0,0,-0.0562881853439022,0,0,0,0,0,0,0,0,0,0,0,0.105884525587349,0,0.00968539559415882,0,0,0.0719013027491225,0,0.0958375866365628,-0.0380163682494551,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.00169883961514861,0,0,0,0,0,0.0710900068284731,0,0,0,0,0,0,0.0393294307892108,0,0,0,0,0,0.117122212884477,0,0.10784007973797,0,0.217779970500379,0,0,0,0,0,0,0,0,0.202032376489958,0,0,0.0534273302349379,0,0.0790676021629183,0,0,0,0,0.209976081143111,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571450735881121,0,0,0,0,0,0.125765449788475,0,0,0,0,0,0,0.14751446993791,0,0.189552617936218,0,0.0744690940381942,0,-0.484068823206305,0.148317106776761,0,0,0,0.0274171049126593,0,0.227255016255658,0,0,0.183980518994655,0,-0.02296055882897,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144782665826611,0,0,0.0610475627684173,0,0,0,0,0,0,0.0707330217107613,8.67361737988404e-19,0,0,0.0578515908738883,0.0503323571288552,0,0,0,0,0,0,0,0,0,0,0,0.235908354648557,0,0.0149288110799114,0,0,0,0,0,-0.0688448038169456,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0122649971915821,0,0,0,0,0,0,0,0.133179743775555,0,0.0355011416203792,0,0,0,0,0,0,0.0888118009475725,-0.00287388315623002,0,0,0.0566614095233931,0.0348733821247356,0,0,0.148414413636066,0,0,0,0.0449412140952587,0,0,0.237458131193901,0,0,0,0.046018847599026,0,-0.146005462805739,0,0,4.33680868994202e-19,-0.0315873888490356,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0330643515103868,0,0,0,0.664830266227293,0,0,0,0,0,0,-0.034013083036529,0,0,0,0,0,0,0,0,0,0,0,0,0.0355718194927673,0.0864076218738966,0,0,0,0,0,-0.0289223346809243,0,0,0,0.0839899986222023,0,0,0,0,0,0,0.0188757946175025,0.0549952735612466,0,0.106270357142991,0,0,0.0440035535211759,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250837695152247,0,0,0,0,0,0,0,0,0,0,-0.313177304233704,0,0,0,0,-0.0517929399920827,0,0.29461415553603,0,0,3.46944695195361e-18,0,0,0.0816562571205428,0,0,0,0,0,0,-0.0850417500541939,0,0.273648558223816,0,0,-0.0562138149880761,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0.138925465096528,0,0,0,0,0,0,0,0,0,0,0.154535635156407,0,0.075039620525068,0,0,0,0,0,0,0,0,0,0,0.158808524666895,-0.0997845721656275,0,0,0,-0.075909010710956,0,0,0,0,0,0,0,1.35525271560688e-20,0,-0.125841784114857,1.73472347597681e-18,0,-0.0532975828341581,0,0.169804629696805,0.0434625825711515,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,-0.00581509725008861,0,0,0,0,0,0,0,0,0,0,0.0139397444779336,0,0,0,0,0,0,0,0,0,0,0.0424705945483237,0,0,0,0,0,0.041549583994599,0,0,0,0,0,0,0.0361828854870268,0,0,-0.0045880758567475,0.576013003503773,0,0.151847790346555,0,-0.0177016123518809,0,0,0,0,0,0,0
