,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X600111.SH,X002460.SZ,X600188.SH,X601991.SH,X600660.SH,X600516.SH,X600547.SH,X300072.SZ,X600886.SH,X000709.SZ,X000898.SZ,X000792.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X600549.SH,X000723.SZ,X600808.SH,X600352.SH,X000983.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000883.SZ,X002271.SZ,X600299.SH,X000630.SZ,X600008.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0202007701175653,0,0,0,0,0,0.0325167052624206,0,0.000386155079330355,0.032949607166502,0,0,0,0.0684333814289725,-0.017939221747497,0,0,0,0,0,0,0,0,0.0323641712470581,0,0.0116240215851223,0,0,0,0,0,-0.0226844858901981,0,0,-0.00384463972872148,0,0.0438743952928741,0,0,0,0,-0.0222378417005542,0,0,-0.00621805347630541,0.00802785080265295,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.154196771720708,0,0,0.0250192800320672,0,0,0,0,0,0,0,0,0.0264204382087056,0.00085287782764637,0,0,-0.00263625252028455,0.0343286353830175,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320935610000398,0,0,0,0.122345084593454,0,0,0,-0.0835356982134619,0,0,-0.0548550838409973,0,-0.0104217182243342,0,0,0.000146174990313702,0.0142805142507408,0,0,0,0,0,0
X601088.SH,0,0,0,0.185921787555092,0,0,0,0,0,0,0,0,0,0.5657874286702,0,0.0162105500538412,-0.0329428946641189,0,0,0,0.00609546369121918,0,0,0,0,0,0,0,0,-0.0288664524584916,0,0.0141308290744514,0,0,0,0,0,0.0336910540198038,0,0,0.0458534785046454,0,0,0,0,0,0,0,0,0,-0.0236678776438682,-0.0121937458907378,0,0,0,0,0,0
X600019.SH,0,0,0.0744994360801293,0,0,0,0.00880931561432847,0,0,0.243540353091433,0,0,0,0,0,0.00354730234399676,0,0,0,0,-0.0250131380980484,0,0,0,0,0.0647170367680623,0,0,0,0,0,0,0,0,0,0,0,0.366318460375289,0,0,0,0,0,0,0,0,0,0,0,-0.0882860807673124,-0.0229187854989535,0.00516713595288199,0,0,0,0,0,0
X600585.SH,0,0.253410738185207,-0.142306200218109,0,0,0,0,0,0,0,0,0.061105679373688,0,0,0,0,0,0,0,0,-0.0221092565122325,0,0,0,0,0,-0.149261054652337,0,0,0.160260970015584,0,0.154601938761388,0,0,0,0,-0.066567747320265,0,0,0,0,0,0,0,0.0566764406620851,0,0,0,0,0,-0.0367350663929838,0.0361170677970076,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389027829341267,0,0,0,0,0,0,0,0,0,0.0430965702543289,0,0,0,0,0,0.0149681991550679,0,0,0,0.136801752102999,0,0.134678250178796,0,0.15435535366212,0.0895623220140516,0,0,0,0,0,0,0,0,0,-0.00397416119386344,0.0119440904366183,0,0,0,0,0,0
X601600.SH,0,0,0,0.26420657625533,0,0,0,0,0,0,0,0,0,0,0.00735513349627784,0,0,0,0,0,0.0545974811951229,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.151872084215213,0,0.206005830527943,0,0.158492565161744,0,0.136541647401959,0,0.0219272244319852,0,0,0,0,0,0,0,0,0,0,-0.00929112368330169,-0.00914935836742158,0,0,0,0,0,0
X600309.SH,0,0,0,0.036690199919143,0,0,0,0,0,0,0,0,0,0,0.187040053045376,0,0,0.124477457804572,0,0.0983429946070968,0.0291656522594256,0,0,0,0,0,-0.127479993766936,0,0,0,0,0,0,0,0,0,0,0,0,0.000645179550970883,0.0741025137276025,0,0,0,0,0,0.0871303863007302,0,0,0,-0.00756544934814743,0.0184733887283023,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.119046351110867,0,0,-0.00248520419181957,0,0,0,0.04302233080542,0,0,0,0.0244604349455943,0,-0.0308858467490257,0,0,0,0,0,0,0,0,0.0771108629938811,0,0,0,0,0,0.0268916803154281,0,-0.0541026404480011,0,0,0,0,0,0,0,0.0190075377442585,0,0,0,0,0.00991334351538439,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0552915787525202,0,0,0,0,0,0,0,0.168986369399832,0,0,0,0,0,0,0,0,0,0,0.1980115359053,0,0,0,0,0,0.0157595693719064,0,0,0,0.118604503637072,0,0.0510298992977786,0,0.0395592591240435,0,0,0,0,0,0,0,0,0,0,0.0125576916852242,1.0842021724855e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.57995741764694,0,0,0,0.10257771534022,0,0,0,0.0401056857915124,0.0456705764653669,0.0118977858138837,0,0,0,0,0,0,0,0,0.104798047143268,0,0,0,0.00428861728172266,-0.0716667843333047,0,0,0,0,0,0,0,0,0,0.0527588048747148,-0.0205799777936217,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.137740760394785,0,0,0,0,-0.0783766245327633,0,0,0,0,0.0857376518118446,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.108417648502329,-0.0108325108670806,0,0,0.0141801172312718,0,0,0,0,0,0,0,0,0,0,0,0,0.0544099137915627,0,0,0,0,0.53040742586405,0,-0.0318076547837523,0,0.00361292030654028,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0968827004322511,0,0,0,0,-0.0198008763693623,0,0,0,0,-0.11165829073385,0,-0.0446656024393838,0,0,0,0.0433786426827232,0,0,-0.244891963679533,0.0566384845216364,0.0869854899038052,0.118698273043041,0,0,0,0,0.0186053032415626,0,0,0,0,0.0537000682765365,0,0,0,0,0,0,0,-0.0348989738275111,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0460728104067305,0,0,0,0,0,0,-0.0960689202535723,0,-0.109067146778892,0,0,0,0.0210102134860294,0,0,0,0,0.118661276466192,0,0,0,-1.73472347597681e-18,-0.0727462349961177,0.0402850859869457,0,0,0,0,0.0846284278754095,0,0.0293268543710812,0,0,0,0,0,0,0,0,0,0,0,-0.00878525175758475,-0.0361768002738527,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0793390456968722,0,0,0,0,0,0,0,0,0.0922826530617151,0,0.52331767052672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127475325173975,0.0142647230470998,0,0,0,0,0,0,0,0,0,-0.0208461461887975,-0.00220800692960073,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.154031625438685,-0.153975612924528,0,0,0,0,0.111977941975138,0,0,0.0828380648320427,0,0.0939309503268014,0,0,0,0.133057437351671,0.106479805930622,0.186499517651633,0,0.274284900355762,0,0,0,0,0,0,0,0,0,0,0.241847840348611,0,0,0.0578766193950748,0,0,0,0.0455436254151615,0,0,0,0,0,0,0,-0.0256790735195024,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.60270813453768,0,0,0,0,0.12531899441481,0,0,0,0,-0.0941446303656888,-0.00968166117012037,0,0,0,0,0,0,0,0.236364743164694,0,-0.111245173512775,-0.172826342921869,0,0,0.164259656410961,0,0,0,0,-0.0459439534553989,0,0,0,0,0,0,0,0,-0.417201373575591,0.00562522642700016,0.000868440258446926,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0312317783495658,0.070518548000827,0,0,0,0,0,0,0.179817467152789,0,0.196061998662874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146093768372071,0,0,0,0,0,-1.73472347597681e-18,0,0.293702678755311,0.0268861290739166,0,0,0,0,0,0,0,0,0,-0.0242375834367017,0.00974049369372588,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0273743603375696,0,0,0,0,0,0,0,0,0,0,-0.0993474661778389,0,0.0720799884638579,0.0532799854692974,0,0,0,0,0,0.0260983474833318,0,0,0,0,0,0.0178204572691871,0,0,-6.93889390390723e-18,0,-3.46944695195361e-18,0,0,0.14069819958481,0,0.0865946823729163,0,0,-0.0128001625087552,0.00902564822411901,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0858419291316754,-0.0633784510099556,0.130833803792661,0.0307728984717432,0,0,0,0,0,0,0,-0.0800182130480467,0.0950249106611164,0.072411767005137,0.0400259236616221,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0532520481380532,0,0,0,0,0,-0.0166145419666613,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0224783440623914,-0.0117532337513536,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.238628895174364,0,0,0,0.374969550985825,0.237898734962948,0,0,0,0,0,0,0,0,0,-0.459546749562283,0,0,0,0.108418157621277,0,0,0,0,-0.534102823242602,0.0212292249211474,0,0,0,0.496834257019443,0,0.261045698237866,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720234270612485,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00944397019427217,0,0,0,0,0.00224862019009015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037600549380706,0,0.648286288991072,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.107113300441625,0,0,0,0,0,0,0,-0.0191231177274637,0.00536625565113364,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.136708699632767,0,0,0,0,0.399143553684561,0,0,0,0,-0.0425614420221291,0,0,0,0,0,0,0,0,0,-0.369060946151393,-0.162580985896199,0,0,-0.000670742282257367,0,0,0,0,0,-0.234272132602386,0,-0.0290348399064003,0,0,0,0,0,0,0,0,0.133807065363189,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0154489982302788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472269503330127,0,0,0,0,0.0493382914460091,0,0.119049366139925,-0.0162761004951477,0,0,-0.118261365613404,0,0,0,0,0,0.00237086627851338,0,0.0861794615120501,0,0,0,0,0,0.00182211797515697,0.00446739623702166,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.237684369901952,0,0,0,0,0,0,0,0,0,0.0748751957108443,0,0,0,0,0,0,0,0,0,0,0.0281716944904169,0,0,0,0,0,0,0,0.233315817585688,0.0151951403174819,0,0.118178324615405,0,0,0.0628478080102599,0,0.0200378666339632,0,0,0,0,0,0,0,-0.0096247968231454,0.0282058002388837,0,0,0,0,0,0
X000898.SZ,0,0,0,0.201637085724367,0,0,0.102626054989744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596783153656262,0,0.428048742301079,0,0,0,0,0,0,0,0,0,0,0,0,-0.03458711709943,-0.00832051222681721,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.000749900365553065,0,0,0,0.112052624996157,0,0,0,0,0,0,0,0,0,0,-0.0688268865151848,0.119823600944554,0,0.0663903959376076,0,0,0.0741978121793748,0,0,0,0,0,0,0.486693382565646,0,0,0,0,0,0,0,0,0,0,0.13529890273442,0,0.212505123098991,0,0,-0.00851787648285968,0.0593635415305757,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181734546106421,0.0326115964205911,0,0,0,0,0,0,0,0,0.0396722517975366,0.046681948565936,0.0941325037814555,0,0,0,0,0,0,0,0,0.0552126790389941,0,0.105745510024471,0,0.0269067205713727,0,0,0,0,0,0,0,0,0,0,0.00866389827433565,0.0142930152981203,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.00592212083168147,0,0,0.0147365182849858,0,0.00234887086645357,0.11206492784552,0.0330448545933247,0,0,0,-0.0375843282895619,0,0,0,0,-0.0528741517314154,0,0,0,0,0.129681198210807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12799610583873,0,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947244171044367,0.101734267034888,0,0,0,0.245158604291967,0.0412370288844702,0,0,0,0,0.135140471024319,0,0,0,0,0,0,0,0,-0.271875342305677,0,0.0874935073029622,0,0,-0.264213834474531,0,0.19140171147293,0,0,0,0,-0.0996608784808869,0,0,0,-0.0216394564144999,-0.100031400452799,0,0,0,0,0
