,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000792.SZ,X002460.SZ,X000786.SZ,X000709.SZ,X000553.SZ,X600352.SH,X600157.SH,X600027.SH,X002271.SZ,X000408.SZ,X600339.SH,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X600299.SH,X000983.SZ,X000959.SZ,X002092.SZ,X601158.SH,X002110.SZ,X000883.SZ,X600426.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.464531975480276,0,0.0274869055621909,0.0255313698894011,0,0,0,0,0,0,0,0,0.0328979712598958,0,0,0,0,-0.0349428830804072,0,0,0,0,0,0.0676708508595441,0,0,0,-0.0242896102764149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106097209403573,-0.00981270771903693,0,0,0,0,0,0
X600028.SH,0.372710148679925,0,0,0,0,0,0,0,0,0,0.176945133506772,0,0.0913282096316761,0,0,0,0,0,0.0822181853239535,0,0,0,-0.00942570132570592,0,-1.73472347597681e-18,0,0,0,0,-0.0764540215277616,0,0,0,0,0,0,0,0,-0.20782986950252,0,0,0,0,0,0,0,0,0,0,-0.00489706586999022,0.000448343245114486,-0.0296296004511732,0,0,0,0,0
X601088.SH,0,0,0,0.274392582513838,0.217413323928558,0,0,0,0,0.0282626900146222,0,0,0,0,-0.0332574949588184,0,0,0,0.0601953928984676,0,0,0,0,0,0,0,0.0840539277453555,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422191770251843,0,0,0,0,0,0,0,0,0,-0.00145780978861002,0,0.0779749040983433,0,0,0,0,0
X600019.SH,0,0,0.120407818387219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650656088057133,0.128942894765958,0,0,-0.0611563028315298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327945027853349,-0.00929556348035006,0.0799054019735375,0,0,0,0,0
X600585.SH,0,0.0912630007747584,0.177923878999645,0,0,0,0,0,0,0.120434507917237,0,0,0.317528212882334,-0.0829189853617488,0,0,0,0.114208472054628,0,0,0,0,0,0,-0.3091788472192,0,0.301637432843572,0,0.214133551990197,0,0,0,-0.144456286726308,0,0,0,0.0622187546931933,0,0,0.0879423632053937,0,0,0,0,0,0,0,0,0,-0.0292101077300818,0.0367445997321212,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.116969591450903,0,0,0,0,0,0,-0.0232444263366457,0,-0.0104755796733288,0,0,0,0,0,0,0.137960228924388,0,0,0.035753842716583,0.0389056845156931,0,0,0,0.025928727423197,0,0,0,0,0,0,0.11668064846351,0,0.171290552654886,0,0,0,0,0,0,0.0110352091983316,0.00772944901949195,0,0,0,0,0,0
X600309.SH,0,-0.0544577532595401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101147557091974,0,0.102190315650991,0,0,0,0.00124823412821328,0,0.0856497836100259,0,-0.164057006346352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140590215445469,0,-0.045762065129588,0,0,0.0745674365475354,0,-0.0476166543765556,0.0891121763392544,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0784090251455982,0,0,0.0205052307148782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0956728910209385,0,-0.0285501862104092,0,0,0,0,0,0,0.0889424359359463,0,0,-0.00403044316295135,0,0,0,0,0.0133234622831215,0,0,0,0,0.059266171629648,0,0.00426349336478602,0.0124030058910529,0,-0.00135022341259215,0.00119402851414577,-0.00584196285331074,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.133564546374374,0,0,0,0.00575166130186963,0,0,0,0,0.0326120252769515,0,0,0,0,0,0.0372455508205741,0,0,0,0,0,0,0,0,0,0,0,0.100947083477774,0,0,0,0.0540287310560409,0,0.0274175427514875,0,0,0,0,0.0825854830862012,0,0.00459373040933439,0.00351925317273098,0,0,0,0,0,0
X600188.SH,0,-0.0970826544774075,0,0,0.170887313985902,0,0.0657639368288494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813852895075546,0,0.0179422747333297,0.148441691260986,0,0,0,0,0,0,0,0.0737545246666524,0,0,0.37725626324377,0,0,0.0709411861334856,0,0,0,0,0.0667828063694777,0,0,0,0,0.0228213137334653,-0.0199461044022706,0,0,0,0,0,0
