,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000301.SZ,X601991.SH,X000786.SZ,X600426.SH,X000983.SZ,X601699.SH,X000807.SZ,X600219.SH,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X002128.SZ,X600096.SH,X000933.SZ,X000408.SZ,X000877.SZ,X002353.SZ,X000027.SZ,X600378.SH,X600352.SH,X000883.SZ,X600995.SH,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.398173202430922,-1.73472347597681e-18,-6.93889390390723e-18,0,0,0,0.0671841464162845,0,0,0,0,0,0,0,0,0,0,0.137760563328333,0,0,0,0,0,0,0,0,0,0,0,0,0.324150117084347,0.0956430036427274,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0313489391733322,0,0,0,-0.0866699739674335,0,0,0,0,0,0
X601088.SH,0.0521726646389561,0,0.0428123269962812,0,0.265372171045322,0,0,0.0223857583664905,0,0,0,0,0,0,0.0252450135990279,0,0,0,-0.0825247951527165,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.172828045064634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0348251451606729,0,0,0,0,0,0
X600028.SH,0.448241670200576,0,0,0,0.233408362447453,0,0,0,0,0,0,0,0,0,0.117792099797324,0,0,0,0,0,0,0,0,-0.120367594560964,0,0,0.0754673515218584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517932556048994,0,0,0,0,0,0,0,0.023663135115793,0.0220241183271652,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.112619692159827,0,0,0,0,-0.0262658684541362,0,0,0,0,0,0,0.147091320733767,0,0,0.034813209970217,-0.00546770627315985,0.0172137067503988,0,0,0,0.0781234054223096,0.293014639076375,0,0,0,0,0,0,0,0,0.136915637931316,0,0,0,0,0.235377827267674,0.00308303393653435,0,0,0,0,0,0,0,-0.113769253554377,-0.0234902839240302,0.062828872854237,0,0,0,0,0
X601898.SH,0,0.745551082418436,0,0,0,0.073546527308981,0,0,0,0,0,0.0577256646379074,0,0,0,0,0,0,0,0.00284131430669073,0,0.117012055213384,0,0,0.0119964789793039,0,0,0,0,0,0,0,0,0,0,-0.0369856779216516,0,0,0.0569469032480545,0,0,0,0,0,0,0,0.0607247491080245,0,0,0,0,0.0440433180635109,-0.027985542912169,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0620558897421534,0,0,0,0,0,0,0,0,-0.0788527796323254,0,0,0,0,-0.0291906243979208,0,0,0,0,0,0,0,0,0,0,0,0.233316503938655,0,0,0,0.600276779614359,0,0,0,0,0,0,0,0,0.272653589136304,0,0,0,0,0,0,0,0.0787977275989142,0,0.0456596805329422,0,0,0.0190970217019267,0,0
X600660.SH,0,0,0,0.0961219966145492,0,0,0,0,0.144852336773905,0,0,0,0,0,0,0,0,0.194225269630566,0,0,-0.312768151730698,0,0,0,0.120832129681129,0,0,0.231359404426926,0,0,0,0,0,0,0,0,-0.181051825431024,0,0,0,0,-0.274200133509963,0,0,0,0,0,0,0.198417379930014,0,0.177692984532704,0,-0.042337880373547,-0.181179300427315,0,0,-0.121576575945547,0,0
X600019.SH,0,0,0.399656231118561,0,0,0,0,0,0,0.458059263580072,0,0,0.0282134303973674,0,0,0,0,0,0,0.107292590878078,0.0212136229271632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0162517422261944,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144247434697454,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.376712858269359,0,0,0,0,0.500263601405126,0,0,0,0,0,0,0,0,0,0.312146042501539,0,-0.0474900508785614,0,0,-0.0763140312573418,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0728046813067153,0,0,0.128407971725771,0,0,0,0,0,0.0781209590554478,0,0,0,0,0,0,0,0.0190190320264895,0,0,0,0.128830427888824,0,0.0840063339770281,0,0,0,0,0,0,0.0711518095162336,0,0,0,0,0,0,0.222239775164662,0,0,0,0,0,0,0,0,0,0.0967844924916221,-0.0145201969118373,0,0,0,0,0,0
X600886.SH,0.163085126079903,0,0,0,0,0,0,0,0.0188342957548221,0,0,0.0691271416330076,0,0,0,0,0,0,-0.159832364431629,0.072618708572509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026167590869605,0,0,0,0,0,0,-0.0742446785245972,0,0,0,0.0611944133907874,0,-0.106002404942372,0,0,-0.0191623884530338,0.0738402966720403,0.288360617478864,0,0,0,0,0
X600547.SH,0,0,0,0,0.0521479223719233,0.0208650622922812,0,0,0,0,0,0,0,0,0,0.000179194580351538,0,0,0,0.668923504350578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159951569838311,0,0,0,0,0,0,0.123455827488847,0,0,0,0,0,-0.206231699680999,0,0,0,0,0,0,0,0,0
