,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X600176.SH,X601992.SH,X000898.SZ,X600352.SH,X000786.SZ,X000553.SZ,X600027.SH,X000792.SZ,X600299.SH,X600426.SH,X000709.SZ,X002271.SZ,X000825.SZ,X000408.SZ,X601699.SH,X000830.SZ,X601158.SH,X600489.SH,X600583.SH,X600339.SH,X600219.SH,X000883.SZ,X600315.SH,X600808.SH,X600157.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.162565243773149,0.0700653288415995,0,0,0,0,0,0,0,0.0413564127587307,0,0,0,0,0,0.0679542825360329,0,0.0132183873889681,0,0,0,0.146402922224148,0.0474946376410365,0,0,0,0,0,0,0.00432940768487291,0,0,0.0164716501222691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.90892667174234e-05,-0.00598755540681598,0,0,0,0,0,0
X600028.SH,0,0,0.290226758163571,0,0,0,0,0,0,0,0,0.102359924153432,0,0,0,0,0,0.0756232150464008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856601250399611,0,0,0,0,0.104280137138292,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.00621547146640484,0.001965074751204,0,0,0,0,0,0
X601088.SH,0,0.0139898536112875,0,0.387373841440738,0.0512807849996006,0,0,0,0,-0.0398637478651539,0,0.0715040693076516,0,0,0,0,0,0,0,0,0,-0.0494502473775932,0,0,0,0,0,0,0,0,-0.0847373461270588,0,0,0.00790663480434759,0,0,0.266694873314528,0.045311470833291,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218158113259973,0,0,0,0,0,0
X600019.SH,0,0,0.363590324705501,0,0,0,0,0.274304857992267,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.056445598435823,0.029270099701337,0,0,0,0,0,0,0,0,0,0,0,-0.00339932759783087,-0.159718256877059,0,0,0,0,0,0,-0.115912196255936,0,0,0,0,0,0,0,0.303573135470306,0,0,0,0.0214918291464045,0.0365325405916748,0,0,0,0,0,0
X600585.SH,0,0,0.625949964114008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675663084757716,0.0642957662563639,0,-0.0358355603797372,0,0,0,0,0,-0.0414360860936796,0.0210661873014896,-0.10988455228225,0,0,8.67361737988404e-19,0,0,0.0980192327128711,0,0,0,0.153259796792875,0,0,0,0,0,0,0.0431416597068517,0,0.0820898767791157,0,0,-0.00142342128403004,0.06207168545071,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0810549562628529,0,0,0,0,0,0,0,0,0,0,0,0,0.012181805204458,0,0.0681115587545556,0,0,0,0,0,0,0,0,0.193462966047819,-0.0528568499779117,0.143014419706869,0,0,0.292944040080886,0,0,0.145325782991743,0,0,0,0,0,0,0,0,0,0.0386202615604679,0,0,-0.00787241691440855,-0.0245731865445485,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194355810732834,0,0.00757882018152408,0,0,0,0,0,4.2351647362715e-22,0,0,0,0,0.108002483644141,0.0532114668816039,0,0,0,0,0.00409198956378074,0.139640412613958,0,0,0.039537112341433,0,0,0,0,-0.0155437429232719,0.0110180545356502,0,0,0,0,0,0
X600188.SH,0,0,0,0.263686685005231,0,0,0,0,0,0.0630317373159827,0.154325850665749,0,0,0,0,0,0,0,0,0,0,0,0.16045108545937,0,0,0,0,0,0,0,0,0.04398596538644,0,0,0,0,0.302150284409729,0,0,0,0.368389613847211,0.0607652054856495,0,0,0,0.17840388270986,0.0648367863355961,0,0,-0.0574773578732222,-0.012631507128974,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342816401566773,0.0255378462845343,0,0,0,0.00371333028524498,0,0.0607528778233948,0.0700863184213334,0,0,0,0,0,0,0,0,0,0.0678414252552996,0,0,0.0543716332573961,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00947165004733683,-0.0277648963018088,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.140024619062928,0,0,0,0,0,0,0,0,0.00574629423726103,0.42786076549139,0,0,0,0.121113676108068,-0.0510439015344307,0,0,0,-0.0520345776229444,0,0,-0.015954748382624,0.144176050234991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468909854734818,0,0.0226032424102023,0.00582992631358103,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.115172674367102,0,0,0,0,0,0,0,0,-0.107289113047788,0.237041363247478,0.392876016682046,-0.0935765940800733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204212006983663,0,0,0,0,0,0,-0.172388466640143,0,0,0,0,0,0,-0.649651137336997,0,0.181751281270094,0.0835219482040112,0,0,0,0,0,0
