,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X601600.SH,X600795.SH,X601992.SH,X300072.SZ,X600188.SH,X600660.SH,X601991.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600176.SH,X600808.SH,X600219.SH,X600008.SH,X600352.SH,X000630.SZ,X000792.SZ,X600578.SH,X000983.SZ,X000408.SZ,X000786.SZ,X600516.SH,X000539.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0661886604286791,0,0,0,0,0,0,0,0,0.175268341455573,0,0.0429543425714631,0,-0.044366224134092,0,0.0503090492403829,0,0,-0.0233570391241052,0,0,0,0,0,0,0,-0.0479211574770364,-0.0190811384337102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584084129955925,0,-0.0390639568986241,0,0,0,0,-0.0157034900656156,0.0130559265057442,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00380580590511406,0,0,0,0.0207213056836931,0.00325509300619959,0,0,0,-2.16840434497101e-19,0,0,0,0.0469391134356906,0,-0.151454722465986,0,0,0,0,0,0,0,-0.0244244062960361,0,-0.0896138958741748,0,-0.0388618648798626,0,0.080753362140589,0,0.0550443847366468,0,0,0,0,0,0,0,0,0,-0.01127207850474,0,0,0,0,-0.000481545685544133,0,-0.096086131829733,0,0,0,0,0
X601088.SH,0,0,0,0.02593439170043,0,0,0,0,0,0,0.0295761507478335,0,0,0,0,0,0,0.0404844277877018,0,0.0359780232381434,0,0,-0.0326261930972078,0,0,0.0233384178278684,0,-0.00460776116171362,0,0,0,0,0,0,-0.0755734716489468,0,0,0,-0.00481125127675597,0,0,0,0,0,0,0,0,-0.000997093934702717,0,0,-0.010737810702696,0,-0.00184449931840745,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0836250456818974,0,0,0.0436081905183897,0.0503231546811195,0,0,0.141441598764266,0,0,0,0,0,0,0,0.297885586419507,-0.0779519233564478,0.0147640578881629,0,0,0,0,0,0,-0.0675804055531106,0,0.283131029644954,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0745975372043132,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.00648050266710829,0,0,0.0112508281997783,0,0,0,0,0,0,0.218012909535912,-0.0409814840139724,0,0,0,0.453551411148351,0,0,0,0,0,0.0782287374236046,0,0,0,0,0,0,0.124150182132071,0,0,0,0,-0.0663895973678141,0,0,0,0,0.0673902892590693,0.221021898267682,-0.0310118046965043,0,0,0,0,0.0120804518400816,-0.0805922486844606,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147646652454612,0,0.0476542956758785,0,0,0.299729507818973,0.0288164584547948,0,0,0,0,0.0887721296012212,0.0605403179097951,0,0,0,0,0,0,0,-0.144583958356037,0,0.00276296986405983,0,0,0,0.0207638437377189,-0.0650943495836295,0,0.0289750285492061,0,0,0,0,0.00371898285222803,0.0506299116006505,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.00298456974007435,0,0,0,0,0,0,-0.0720964845904289,0,0,-0.0498745869448963,0,0,0,0.0613950322310431,0,0,0.20263540157279,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0769880493001842,0,0.107727045205928,0,-0.0132784107992889,0.0676380172442098,0,0,0,0,0.0130405493082188,0,0,-0.0397735213854102,0,0,0,0,0,0
X601898.SH,0,0,0,0.118673851058573,0,0,0,0,0,0,0,0,0,0,0.0876000485391693,0,-0.0506715440966932,0,0,0,0,0,0,0,0,0.378205188706944,0,0,0,0,0,0,0,0,0,0.0667136315813769,0.028096767446753,0,0,0,0,0,0,0.0893023697073007,0,0,-0.0110351329775966,0.0369289223607472,0.0898074305005777,0,-0.00828908109212975,0.0282520772678987,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.239631095397096,0,-0.0297984348997916,0.155958884029642,0.398789368874038,0.111268520894886,0,0,0,0,0.1026208055082,0,0.0358084348586962,0,0,0,0,-0.00629900946173616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122034919053651,0,0,0,0,0,0.102972618801034,0,0,-0.0241458859718611,-0.00532175058399033,0,0,0,0,0,0
X600688.SH,0,0.0899490367406984,0,0,0.14416234808212,0,0,0,0.00738027522725024,0,0,0,0,-0.0386420186596932,-0.0287187918124362,0,-0.00807163430117217,0,0,-0.0796473047879677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168237106163873,0,0,0,0,0,-0.0540228134330406,0,0,0,0,0,0
