,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600352.SH,X600808.SH,X600489.SH,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X601158.SH,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X002110.SZ,X601699.SH,X000408.SZ,X000301.SZ,X002271.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.140124912832439,0,0,0,0,-0.00405862146658746,0,0.237810302261429,0,0,0,0,0.00191535443748505,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.114541080256831,0,0,0,0,0.26182906217765,0,0,0,0.245473280164094,0,0,0,0,-0.0180631883303748,0.0777455989071212,0,0,0,0,0,0
X600028.SH,0.320889495747244,0,0,0.10058481417461,0.0882605319960333,0,-0.0255183543083849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097157606876255,0,0,0.153946949361285,0,0,0,0,0,0,0,0,0,0,0.0424010898525054,0,0,0.175360920696527,0,0,0,0,0.17714599845712,0,0,-0.0367606986913684,-0.011823190506623,0.146899950293992,0,0,0,0,0,0
X601088.SH,0.322221331716543,0,0,0,0,-0.0991150604313468,0,0,0,0.0429092527367697,0,0,0,0,0,0,0.0918654325258058,0,0,0,0,0,0,0,0,0,0,-0.0513643992087802,0.0782573713627656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137824221609509,0,0.12177073565929,0,-0.0194035381961789,0,0,0,0.0110657938904405,-0.0354346741346554,-0.0906857174003737,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0753079961704258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107357624095143,0,0,0,0.432418806752523,0,0,0,0.00155952590488337,0,0,0,0.132847285747222,0,0,0,0,0,0,0,0.17556639119633,0,0.0160201462992069,0,0,0,0,0,0,0
X600019.SH,0,0.219673908314538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498311368373133,0,0,0.499426857746127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141097439961614,0,0,0,0,0,0.0136515332217446,0,0,0,-0.00571050151080608,0.00294012698828039,0,0,0,0,0,0
X600011.SH,0,0.0883262289393523,0,0.0437584110907402,0,0,0.0275016230714096,0.0227566669431152,0,0,0,0,0,0,0,0,0,0,0.707791482609237,0,0,0,0,0,0,0.0246360899140364,0,0,0,0,0,-0.202524134524218,0,0,0,0.0197452017909341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016845255266723,0.0571189421879914,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.156691708545582,0,0,0,0,0,0.0136764505503541,0,0,0,0,0.243759477516623,0,0.00117333962519947,0,0,0,0,0,0,-0.130650156316782,-0.270151956301259,0,0,0,0,0,0.0547914420858521,0,0,0,0,0,0.172123462391592,0,0.114417819439589,0,0,0,0.0781195779359827,-0.379631342437588,-0.069221368772699,0.216171853187625,0,0,0,0,0,0
X600010.SH,0.194986026192459,0,0,0,0,0.0360286404537782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206922984605843,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246522726196459,0,-0.0204396110079464,0,0.0772348324509783,0,0,0,0,0,0,0,0,0,0,0,0.00848327357560561,-0.0392172412133959,0,0,0,0,0,0
X601898.SH,0.0780130721723959,0,0,0,0,0,0,0,0,0,0.204062055674985,0,0,0,0,0,0,0,0,0,0,0.0733993543858639,0,-0.0204172987770504,0,0,0,-0.0273788421781426,0,0,0,0.20062475191038,0,0,0,0,0,0,0,0,0,0,0.0666860355695434,0.135154521754621,0.210018734706936,0,0.113459477975768,-0.0704944330139877,0,0,0,-0.00865724974898562,0,0,0,0,0,0,0
X600547.SH,0,0,0.0158368214278218,0,0,-0.0300019413900316,0.0522888286771464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385148817470868,0,0,0,0,0,0.459033237734487,0,0,0,0.26356535088139,0,0,0,0,0,0,0,0,0,0,0,0.00621512265394939,0,0,0,0.0183287348177354,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0716419047099141,0,0,0,0,0,0,0,0,0,0,0,0,0.0961406943393322,0,0,0,0,0,0,0,0,0,0.0279318545738722,0,0,0,0,0,0,0.128517723380512,0,0,0,0,0,0,0,0.0433623426747935,0,0,0,0,-0.030573948818507,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0695654948380023,0,0,0.201543028923305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478365435874462,0,0,0,0,0,0,0,0,0.0173240125039017,0,0.0692622104524191,0,-0.0292669086858478,0,0,0,0,0,0.044522479348861,0,0.306274808663088,0,-0.000781607775586121,0.0265456982179414,0,0.0882675523068544,0,0,0,0
X601600.SH,0,0,0,0.0516735137999478,0,0.096610865001852,0.0998355753934908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524007145847926,0,0.129302641262016,0.0768002218484309,0,0,0,0,0,0,0,0,0,0,0,0,0.0123970373944578,0,0,0,0,0.116105126990726,0,0,0,0,0,0,0,0,0,-0.0813899256406117,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.342986679113362,0,0,0,0,0.0117704116801143,0,0,0,0,0,0,0,0,0,0,0,-0.00265339779799389,0,0.359621613459889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324912026722563,-0.00379119497330325,0.0136326131545025,0,0,0,0,0,0
X600886.SH,0,0.0255821088499524,0,0,0,0.205344689903369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219995640689517,0,0,0.0312672674503265,0,0,0.0434651794933291,0,-0.00473424241379494,0,0.133919916529963,0,0,0,0,0,0.0424660177655717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446028488610602,0.0259870214903334,0,0,0,0,0,0
X600795.SH,0,0.0541367670004802,0,0,0.00595471982365838,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.147088906853467,0.0162773995063886,0,0,0,0,0,0.120466011378399,0.00455604885173156,0.0150296737902918,0,0.0186664418673319,0.0718572007185091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439278757462708,-8.67361737988404e-19,0,0,0,-0.00709911846171678,-0.0435306645714106,0,0,0,0,0,0
X600188.SH,0,0,0.358963439948463,0,0,-0.0333281070110642,0,0,0,0,0,0.480851196430769,0,0.0133986686108594,0,0,0,0,-0.11864084279291,0,0,0,0,0,0,0,0,0,0.0355411150494961,0,0,0,0,0,0,0,0,0,0,0,0,0.00977805793902194,0,0.0130735457266405,0,0,0,0,0,0.347059058387194,0,6.7762635780344e-21,0.0161938346269159,0,0,0,-0.121807089532819,0,0
X600362.SH,0.0257503389697944,0,0,0,0,0,0.0217879184757074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103916864844342,0.274753860343478,0,0,0.0250246637450203,0.135033480896401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484703871728941,0,0,0,0,-0.0112476901473589,-0.0500579527341689,0,0,0,0,0,0
