,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X600660.SH,X000301.SZ,X000708.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X600027.SH,X000983.SZ,X601991.SH,X600489.SH,X600160.SH,X000807.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600378.SH,X002080.SZ,X000933.SZ,X000723.SZ,X600219.SH,X600096.SH,X000932.SZ,X000408.SZ,X600688.SH,X300037.SZ,X600157.SH,X000630.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.188927313546695,0,0,0,0,0,-0.0122486273724266,0,0,0,0,-0.0432268439111341,0.0962085439407938,0,0,0,0,0,0.0987723209666134,0,0,0,0,0,0.0664273504670305,0.0088258001846708,0.0488331633417671,0,0,0,0,0,0,0.0416053997170543,0,0,0,0,0,0,0,-0.0211606152051944,0,0,0,0,0,0,0,0,0.0497342114096137,-0.0658678495274121,0,0,0,0,0,0
X600028.SH,0.299344423439205,0,0.22018168536695,0.0952885708610667,-0.10382289245213,0,0,0,0,0,0,0.131478672710983,0.103528100259883,0.0316604737881178,0,0,0,0,0,0,0,0,0.0446083733593357,0,0,0,0.0719871094452744,0,0,0,0,0,0.0151477037406696,0,0,0,0,0,0,0,-0.0310117837245055,0,0,0,0,0,0,0,0,0,0,0.0214875238600048,-0.0335434035671875,0,0,0,0,0,0
X601088.SH,0,0.204712426215374,0,0,-0.0490147047111443,0,0,0.0269225717070921,0,0,0,0,0,0.0570279245179305,0,-0.0949326040876765,0,0,0,0.0471957338199076,0,0,0,0,0,0.132796342109153,0,0,0,0,0.127149701585903,0,0,0,0.016745057952344,0,0,0.0197517670777198,0,0.136411210253369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169617308733625,0,0.134274307132078,0,0,0,0.275559112930233,0,0,0,0,0,0.0243692455577436,0,0,0,0,0,0,0,0.0715889886309549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203612540915068,0,0,0,0,0,0,0
X600188.SH,0,0,0.412045055093587,0,0,0,0,0,0,0,0,0,0.028217321353443,0,0,-0.114542046435686,0,0,0,0.0730378639725496,0,0,0,0,0,0.130075717930456,0.0486870581532914,0,0,0.120603560182572,0,0,0,0.135535015460829,0,0,0,0,0,0.135752453839683,-0.336248054441996,0,0,0,0,0,0,0,0,0,0,-0.0500261845304199,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00483376168953698,0,0,0,0,0,0,0,0,0,0,0,0.114194506251305,0,0,0.0660859571382464,0,0.427185371070739,0,0,0,-0.00518207350323831,0,0,0.0106984604856358,0,0.0163972156317637,0,0,0,0,0,0,0,0,0.0973038460522651,0,0,0.065774359726314,0,0,0,0,0,0,0,0.0290026504277695,0,0,0,0,0,0,0,0
X600019.SH,0.0442867562950316,0.146019576265231,0,0,0,0,0,0,0,0,0,0.0837328710442919,0,0.112120550696879,0,0,0.198617659880963,0,0,0,0,0.284814825259312,0,0,0,0,0,0.0843674280397452,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0987940602234841,0,0,0,0,0,0,0,0,0,0,0,0.0162000482775895,0.00209031100675968,-0.0260416142069993,0,0,0,0,0,0
X600011.SH,0,-0.000794845629841593,0,0,0.0347995327976012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17402112500387,0,0,0,0,0,0,0.00438810743660601,-0.105120281400491,0.498166520972225,0,0,0,0,0,0.189133363020872,0,-0.0129842093875925,0.119853540384986,0,-0.0791388094490798,0,0,0,0,0,0,-0.0394213376743163,0,0,0,0,-0.0118671849193485,0,0,0,0,0,0,0
X002460.SZ,-0.0281224998469214,0,0,0,0,0,0,0,0,0.613409999280559,0,0,0.0206050994466283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232571246397476,0,-0.103721541671856,0,0,0,0.0429431854760404,0,0,0,0,0,0.196152731322362,0,0,0,0.0669774645639463,0,0,-0.00552842362342846,0.0410077781911269,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.536579714553162,0,0,0,0,0,0.0153521255982308,0,0,0,0,0,0,0,0,0.112414845565517,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0198501371406274,0,0,0.0513241920675744,0.0582811607586738,0.0314324844225954,0,0,0,0,0,0,0,0,0,0,0,-0.0169648846867168,-0.0129481858847275,0.00182138872296474,0,0,0,0,0,0
