,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000831.SZ,X600219.SH,X600096.SH,X000723.SZ,X002080.SZ,X000933.SZ,X600378.SH,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0486104549521555,0.363926269539658,0,0,0,0,0,0,0,0,0,0.0366866674687858,0,0,0,0,0,0.0444350866658823,0,0,0,0.0458728358882484,0,0,0.0380480944153146,0,0,0,0.0153771482018311,0.114190037559975,0,0.058483877110799,0,0,0,0,0,0,0,0,0,0,0.031707269854817,0,0.00947458457295146,0,0,0,0,0,-0.0141217996333897,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.457772673074586,0,0,0,0,0,0,0,0,0,0,0.000461268096558632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915066212585578,0,0,0,0,0,-0.0319031293006234,0.0898058782818801,0,0,0,0,0,0,0,-0.04933895233974,0,0,0,0,0,-0.0215951479513479,-0.0146649747292357,0,0,0,0,0,0,0
X600028.SH,0.362995000295385,0,0,0,0,0,0,0,0,0.0244693355343018,0,0,0,0,0,0,0,0,0.048300000389484,0,0,0,0,0,0,0.00959776015784207,0,0,0,0,0.180136795440277,0,0,0,0,0,0,0,0.0272045364983596,0,-0.00551039828075423,0,0,0,0,0,0.0214646220481647,0,0,0,0,0.00503734352635881,0.00155340525813497,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.130366365983129,0,0,0.229322477655484,0,0,0.0773403628956102,0,0,0.1531395886504,0,0,0,0,0,0,0,0,0,0,0,0,0.185570707299195,0,0,-0.0430796018788672,0,0,-0.00324300363495948,0,0,0,-0.0647392937190112,0,0,0,0,0,0,0,0,0.0277714601249568,-0.0326399782108576,0,0,0,0,0,0
X600188.SH,0,0.521814922489663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163270658816459,0,0.0739180057692863,0.0800623619716569,0,0,0.129987207553213,0,0,0,0,0,0,0,0,-0.0395835105136496,0,0,0,0,0,0,0.269329876223349,0.0732838812509092,0,0,0,-0.00461212601838466,-0.0341417685157352,0.00147018925648109,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0254120714654647,0,0,0.61308465860532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345601767308314,0,0,0,0.00455930235657323,0,0,-0.0230940233456002,0,0,0.00394031607740123,0.0853125441855726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147463524876146,0.00489565859478509,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00384773561030565,0,0,0,0,0,0,0,0,0.147246640207206,0,0,0,0.272674493917312,0,0,0,0,-4.33680868994202e-19,0,0.130544123574774,0,0,1.47699130393558e-05,0,0.131450970666711,0,0,0,0,0,0,0,-0.0055755190092972,0,0,0.199594468493623,0,0,0,0,0,0,0.0300257885665715,-0.0100946743558193,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.804705376177305,0,0,0,0,-0.0663074394125604,0,0,0,0,0,0,0,-0.000985287526339256,0,0,0,0,-0.0466384545333803,0,0.0584758570592213,0.00283109446326911,0,-1.73472347597681e-18,0,0,0,-0.133272540410447,0.10615232255919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944456290097405,0,0.00247442239873657,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00408181580421547,0,0,0,0,0,0,0,0,0,0.210508147217257,0.00616304141846097,0,0,0,0,0,0,0,0.0878632041967028,0,0,0,0.0847935490236687,0,0.23116597965814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059863353046799,-0.0284419080092385,0,0,0,0.00643456201145507,-0.0122819970915314,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.184493155530263,0,0.161405326361577,0,0,0,0,0.100743322131076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572627747952908,0,0.0217338785715039,0,0,0,0,0,0,0,0,0,0,0.0280643464456714,0,0.127021973711943,-3.46944695195361e-18,0,0.0478325150662913,-0.000149177485649257,0,0,0,0,0,0,0
