,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600795.SH,X600188.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X600583.SH,X601158.SH,X000898.SZ,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X002353.SZ,X000027.SZ,X000825.SZ,X600489.SH,X000629.SZ,X000630.SZ,X600547.SH,X600549.SH,X600352.SH,X600578.SH,X600808.SH,X000831.SZ,X600008.SH,X600307.SH,X601699.SH,X000959.SZ,X600098.SH,X600660.SH,X000983.SZ,X600315.SH,X600863.SH,X002470.SZ,X000937.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.584109075338746,0,0,0,0,0,0,0,0,0,0.0726966700774364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00178245453903845,0,0.0343433460510293,0,0,0,0,0,0,0,0,0,0.0375127737994996,0,0,-0.0600242488076179,0.00478231215371816,0,0,0,0,0,0
X600028.SH,0.571679684004237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347039575864785,0,0,0,0,0,0,-0.038589342639288,0,0.0920167343753312,0,-0.0019478390784496,0,0,0.0350669462538257,0,0,0,0,0.0108267708525299,0,0,0,0,0,0,0,0,0,-0.0947819735008617,0,0,0,0,-0.0239687141237176,0,0,0,0,0,0,0
X601088.SH,0,0.0871365135575412,0,0,0,0,0.153928811768268,0,0.0165002393007666,0,0,0.146312332680233,0,0,0,0,0.0872813263959914,0,0,0,0,0,0,0,0,0,0.0216251637750489,0,0,0.0109491005721286,0,0,0,0,0,0,0,0.0821603000908021,0.031792372966628,0,0,0,0,0,0.111531941942003,0,0,0,0.0191897688078932,0,0,-0.0163632896231348,0.00394487673776214,0,0,0,0,0,0
X600011.SH,0.00501286772209809,0,0,0,0.139513637832658,0,0,0,0,0,0,0.0752524746443325,0,0,0.054827343664858,0.356552223143028,0,0,0,0,1.73472347597681e-18,0,0,0,-0.132623173413244,0,0,0,-0.0296747712898092,0,0,0,0,0,0,-0.0276686214961421,0,0.0491937647728315,-8.67361737988404e-19,0,0,0,0,0,0.0821037318996782,0,0,0,0,0,0,0,-0.0176857344559681,0,0,0,0,0,0
X600019.SH,0,0,0,0.0854237185774225,0,0,0,0,0,0,0,0.0590761566346861,0,0,0.0442639558077363,0.0526470886194725,0,0,0,0,0,0.258310704125279,0.158430479720073,0,0,0,0,0.0757994854002176,0,0,0.0623554367068217,0,0,0,0,0,0,0,0,0.100745442888008,0,0.104740573267563,0,0,0,0,0,-0.109237178441252,0,0,0,0,0.0112116215585571,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0792268701281256,0.0910832370666029,0,0,0,0.0926471015597602,0,0,1.73472347597681e-18,0,0,0,-0.0694188280801244,0,0,0,0,0,0,0,-0.02314939650689,0,0,0,0,0,0,0,0,0.0193984503498281,0,0,0,0,0,0.0706761442221815,0.0470775749995757,0,0,0,0,0.0605827844937523,0,-0.0505413237783865,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.336032516607475,0.0430423005371145,0,0.0593097116025373,0,0,0,0,0.0974825045143903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810906829188793,0,0,0.143664281189258,0,0,0,0.111745572057648,0,0,0,0,0,0,-0.0163008228466022,-0.0197198606009157,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029491220084577,0.0151706659765736,0.0297386522370818,0,0,0,0,0,0,0.022356913652818,0,0,0,0,0,0.110739362495119,0,0,0,0,0.154254675723276,0,0,0,0,0.0133077070600529,0,0,0.0216039984700326,0,0,0,0,0,0,0,0.00418714026253041,-0.0323448453349862,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.104866171689154,0,0.0388897188795435,0,0.0252501006735979,0,0.259467709824369,0,0,0,0,0,0,0,0.0232266560705199,0,0,0,0,0,0,0.0151895158815394,0,0.144622934353243,0,0,0,0,0.0025990738401487,0.0350996568586662,0,0,0,0,0.077015723005514,0,0,0,0,0,0,0,0.147762298247588,0,0.00368003644477258,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.240107005040921,0,0,0,0,0,0,0,0,0,0,0.342632915246417,0,0,0,0,0,0.0902660699354931,0.212258314561384,0.160637097230816,0,0,0,0,0,0,0,0.0666432560251709,0,0,0.345829862957259,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0901848664262882,0.00863570531995184,0,0,0,0.152219217545849,0,0
X600795.SH,0,0.0621036906453227,0,0,0,0,0,0.0111237512429558,0,0,0,0,0,0,0,0.0273613357441501,0,0,0,0,0,0.109663799330489,0,0,0,0,0.0980230104210433,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0237372266361108,0,0,0,0,0.0824831338177238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.159385178118727,0,0,0,0,0.378126500714962,0,0,0,0,0,0,0,0,0,0,0.0188618471218827,0,0,0,0,0,0,0,0,0,0.0972627564042181,0,0,0,0,0,0,0,0,0,0,0.0428133252001871,0,-1.38777878078145e-17,0,0,0,0,0,0,0.124468835025583,0.333140808552402,0,0,-0.0540583450547693,0.0244302195056545,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0938852594546531,0,0,0,0,0,0,0.0372448077968413,0,0,0,0,0,0,0,0,0,0,0,0.07119678805967,0,0.0341775485395432,0,0,0.27122543265025,0,0,0,0,0.0350159918661238,0,0.0647667929963185,0,0,0,0.00479152659914138,0,0,0.0107659181556957,0,0,0,-0.0220528637047925,-0.00437786078549518,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.238660625272618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940757664388164,0,0,0,0,0,0.249379217986396,0,-0.00673200720027902,0,0,0,0,0,0,0,0,0,0.118021412927908,0,0,-0.0104356304477258,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.109250315133016,0,0,0,0.336798804997699,0,0,0,0,0,0,0,0.0715026298962175,0,0,0,0.00249299566507185,0,0,0,0,-0.0767627365873449,0,0.070367833957703,0,0,0.12007710740802,0,0,0,0,0,0.00342168666119761,0,0,0.120655907787215,0,0,0,0,-0.0111620512245597,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.245801663199304,0,0,0,0.210742006286681,0.141194960279349,0.0303738303962281,0,0.010597876180513,0,0,0,0,0,0,0,0,0,0.0143747233587303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616978373056701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,-0.217036745413187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312363550916349,0,0,0,0.0320577772997327,0,0,0,0,-0.110885847457349,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.213140758140775,0.184520547143115,0,0,0,0.313203210427022,0,0,-0.0241518443524516,-0.0306558082109189,0,0,0,0,0,0
X600688.SH,0,0.104298414185849,0,0,0,0,0,0,0,-0.0482241495425075,0,0.233205479524089,0,0,0,0,0,0,0,0,0,0,-0.0640350467484148,0,0,0,0.0836332062441085,0.226005700197963,0.0181086239187808,0,0,0,0,0,0,0,0,0,-0.00762890737882206,0,0,0,0,0,0,0.182853814690148,-0.0382334865412337,0,0,0.117540828338393,0,0.00677724108249762,0.00956740893947918,0.149005774891969,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0347213597890303,0,0,0,0,-0.0221311015641306,0,0,-0.116311256140518,0,0,0,0,0,0,0.345558756458235,0,0,-0.0446553705179922,0,0,0,0.0375737181727557,0.0902138849060513,-0.0127595130548727,0,0,0.140994731796282,0,0,0,0,0,0,0,0,0,0,-0.00868639533212272,0.116982057541286,0,0,0,0,0,0,0,0.0346739412038556,-0.020465429990841,0,0,0,0,0,0
X600583.SH,-0.039595187220762,0,0,0,0,0,0,0,0,0,0,0,0,0.119122630772828,0,0,0,0,0,0,0,0.0103572883030074,0,0,0,0,0,0,0,0,0.0295815817314757,0,0,0.143755125393041,0,0,0.0790785341402112,0,0.00997779912715943,0,0.086080291020557,0,0,0,0,0,0,0,0.0168739938681375,0,0,0,-0.00626569852396146,0,0,0,0,0,0
X601158.SH,0,0,0,0,0.0716920682521591,0,0,0,0.166073601834923,0.0106477417215655,0,0.0437269035174977,0,0,0,0,0,0,0,0,0,0.0345223311019435,0,0,0,0,0,0,0,0,0,0.134473603136293,0,0,0,0,0,0,0.0636502159232488,0,0,0.0435255291656806,-0.0377228119773878,0,0,0,0,0,0,0,0,-0.0275314526699149,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.142541110246631,0,0,0,0.139956596182777,0.17462419251696,0,0,0,0,0,0,0,0,0,0,0.123150279427462,0,0.0382564437854929,0,0,0,0,0,0.0236418244308577,0,0,0,0,0,0,0,0.112111645644496,0,0,0.082238827484791,0,0.0764297167377568,0,0,0,0,0,0,0,0,0,0.0349782899969069,-0.00172146400377307,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.392909040003495,0,0,0,0,0,0,0,0,0,0,0,0.0497561458012798,0,0,0,0,0.165499127413418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107478928578925,0,0.237779884039264,0,0.126052511933549,0,0,0,0,0,0,0,0,-0.000105679168054541,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226098707537911,0,0,0.137403869774894,0,0,0,0,0,0.0920752395089194,0.122344571645628,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,-0.0331260172147407,0,0,0.027761532358312,0.254810940866967,0,0,0,0,-0.0145235811576776,-0.0586247337179902,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,-0.294919622710925,0,0.0712486363882115,0,0,0,0,0,0.070542750526946,0,0,0.150134991047382,-0.0645177071789604,0,0,0,0,0,0,0.173317596544304,0,0.0863874005791021,0,0,0,0,0,-0.063187444148979,0,0,0,0.155400096193051,-0.242142256884082,0.111980959494683,0,0,0.155379813127355,0,0.0176513277174153,0,0,0,0.0389986584030302,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.0709410001333784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159648454979672,0,0,0,0,0,0.0413825410643822,0.00328832837669943,0,0.0502445214163752,0,0,0,0,0.0411176084680892,0.0257642671819358,0,0,0,0,0,0.0549192045134386,0,0,0,0,0,0,0,0,0,-0.0356576634956356,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293285153563839,0,0,0,0.0365427618322355,0,0.183871624810705,0,0,0.191246718600883,0,0,0,0,0,0,-0.0257117780574711,0,-0.0817842374074316,0,0,0.0797408173650212,0,0,0.114502731596595,0,0,0,0,0,0,0,0,0.112207260870111,0,0,0,-0.0497507992038944,0.0283870515394297,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414617697690937,0,0,0.204033304207606,0,0,0,0,0,0,0,0.0415946429584592,0,0,0,0,0,0,0.171390631314141,0.0572978710738871,0,0.0653262313167504,0,0,0.0393862770008764,0,0,0,0,0,0,0,0,0,-0.00806236818874282,-0.05342573935935,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320786706333058,0,0,0,0,0.0689181364504091,0,0,0,0.136947192039019,0,0,0,0,0,0,0,0.0131890135097586,0.166392972926828,0,0,0,0,0,0,0,0,0,0.13492726407576,0,0.0740621286903137,-0.0841073546527999,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.0793135826508469,0.155491575162792,0.361648704140797,0,0,-0.0212625424737414,0,0,0,0,0,0,0,0,0,-0.146296886148304,0,0,0,0,0.172337728829687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149583272403282,0.0572206446634961,0,0,0,0,0.163314893828167,0,0,0,-0.0290056872719113,-0.0183990776913567,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14384104027884,0,0,0,0,0,0,0.647530042199995,0,0,0,0,0,0.401310457672318,0,0,0,0,0,0,0,0,0,0,0,0.202984991393999,0,0,0,0,0,0,0.0397153223100248,0,0,0,0.0459877510437511,0.0248282611015049,0,0,0,0,0,0
