,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600795.SH,X600188.SH,X600362.SH,X600352.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600516.SH,X600176.SH,X600489.SH,X000786.SZ,X002460.SZ,X600299.SH,X000709.SZ,X002466.SZ,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X000553.SZ,X601699.SH,X000630.SZ,X600985.SH,X600583.SH,X000027.SZ,X600612.SH,X000401.SZ,X600021.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00320443335565381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03242523210791,-0.00563651373119465,0,0,0,0,0,0,0,0,0.0429641011591547,0.0260631962935802,0.0363772666052978,0,0,0.0221221758107371,0.0170388562399922,0,0,0,0,0,0,0,0,0.0832921526395843,0.0814615656126675,0,-0.0283071275736484,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.00921057636132063,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.037038121067248,0,0.0179823550699617,0,0,0,0,0,0,0,0.00439620099336397,0,0,0.0931832350434694,0,-0.0336051533984988,0,0,0,0,0.0671105138949343,0,0.0787814317648536,0.0263799858339616,0,0,0,0,0,0,0,0,0,-0.0289764857043413,0,0,0,0,6.93889390390723e-18,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448698900787853,0,0.0302286833273567,0.0130540185460879,0.0293388861205036,0,0,0,0,0.08258491427906,0,0,0,8.67361737988404e-19,0,0,0,0.111450113508354,0,0,0,-0.0716417491607764,0,0,0.190095936928022,0,0,0,0,0,0,0,0,0,-0.00644895069928435,-0.00245416283541163,0,0,0,0.00303607845931848,0,0
X600585.SH,0,0,0,0,0,-6.93889390390723e-18,0,0.025744197965832,0,0,0,0,0,0,0,0,0,0,0,0.0401454706560777,-0.0117462389612896,0.409785666802832,0,0,0.331331989412651,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00413163491778897,0,0,0,0,0.0170382068393762,0,0,0,0,0,0,0,-0.00102218756469567,0,0,0,0,0.0172643277691331,0,0
X600019.SH,0,0,0.0979776869662569,0,0,0.0484617824975341,0,0,0,0.0492902931161948,0,0,0,0,0,0,0,0,0.0961452173485194,0.00609333693415312,0,0,0,0,0.198777495795855,0,0,0,0.00691348241152706,0,0,0,0,-0.0310601618361648,0.0157425768765383,0,0,0,0,0,0.00991468670017659,0,0,0,0,0,0,0,0,0,0,-0.0136529367931076,0,0,0,0,0.014058953608937,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169137791663114,0,0.0981772774300446,0,0,0,0,0,0.085386091061625,0,0.0522371814823705,0,0,0,0,0,0,0,0,0,-0.00112856795334175,0,0.108665588892762,0,0,0,0,0,0,0,0,0,0,-0.0304670796994054,0,0,0,0,0.185512218112405,0,0
X600011.SH,0,0,0,0,0,0.0742979688222602,0,0,0.2132931228888,0,0,0.330599330274862,0,0,0,0,0,0,0,0,0,0,0.128131416033267,0,-0.195631007466386,0,0,0,0,0,0,0.145397754664263,0,0,0.00616101760115112,0,0,0,0.132063799359588,0,-0.207769992768629,0,0,0,0,0,0,0.010765144947082,0,0,0,0,-0.019728360985131,0,0,0,0.0392556558397784,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0383153833699983,0,0,0,0,0,0,0,0,0,0,0,0,-0.279150640467959,0,0,0,0,0,0,0.691409890415375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728784138026884,0,0,0.277933933935269,-0.0481369782872434,0,0,0.00281361474089404,-0.0604666157820319,0,0,0,0,-0.105110097494978,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.34122907112671,0,0,0,0,0,0,0,0.165835562104402,0.00854592376188299,0.0272586179228013,0,0.075459392843689,0,0,0,0,0,0,0,0,0,0.0587525104009133,0,0,0,0,0,0,0,0,0,0,0,0.0854272479554865,0,0,0,0,0,0,0,0.00547586894447831,-0.044064453864697,0,0,0,0.00961874619466964,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.146905841464233,0,0,0,0,0,0,0,0,0.189294282255093,0.0225979201312086,0.00696292779791149,0.0470690750589701,0,0,0,0,0,0.000813409911612262,0,0,0,0.0565110139436744,0,0,0,0,0,0,0,0,0.253326918426914,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189731658657401,0,0,0,0.0147483748634734,0,0
