,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600688.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000629.SZ,X000883.SZ,X000709.SZ,X600489.SH,X600490.SH,X600315.SH,X000825.SZ,X600547.SH,X600352.SH,X000831.SZ,X000539.SZ,X601699.SH,X000630.SZ,X600307.SH,X600660.SH,X000983.SZ,X600549.SH,X000937.SZ,X000959.SZ,X000027.SZ,X600578.SH,X000960.SZ,X600516.SH,X600157.SH,X600863.SH,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0533749587053627,0,0.0230458422879968,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0365258438415406,0,0,0,0.0508865085806561,0,0,0,0,0,0,0,0,0.010369689548409,0,0,0,0,0,0,0,0,0.0273780401136051,0,0,-0.0169501142150787,0,0.0413102466438963,0.00313716623203275,0,0,0.00018034010322762,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0440262039673332,0,0,0,0,0,0,0,0,0,0,0,0,0.0131410391448065,0,0,0,0,0.078472718873763,0,0,0,0,0,0,0,0,-0.00589718918658982,0,0,0,0,0,0,0.00340965918039958,0,0,0,0,0,0,0.180959708954911,0,0.0779665400788342,0.0322449230963853,0,0,0,0,0.0012771433936071,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0562104802130025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372108852268427,0,0.320517879138701,0,0.0988558172151797,0,0,0.0711481589821696,-0.029874476688793,0,0,0,0,0,-0.00423948936316482,0.00844842711135801,0,0,0,0,0,0
X600585.SH,0,0.040806370423945,0.125550268212297,0,0,0,0.0452518906019747,0,0,0.0795224497782832,0.0758705228334883,0,0,0,0,0.169018103555793,0,0,0,-0.0406339744614041,0,0.146681140637089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155427958547699,0,0,0,0,0,0,0,-0.0195843185618986,0,-0.00354315494033154,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0369987223079588,0,-0.0086191304403825,0,0,0,0,0,0,0.222834200454716,-0.0893779672771842,0.0871182444668468,0,0,0,0,0.0122621279095608,0,0,-0.100405131910481,0.184102306185434,0,0,0,0,0,0,0,-0.00896019720692241,0,0,0,0,0.155752549674506,0,0,0,0.0766337946607711,-0.0467281855542121,0,0,0,0.0213413920473922,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.040891885932264,0.097934616092672,0,0,0,0,0,0,0,0,0,0,0,0,0.117487402772207,0,0,0,0.151557612563385,0,0,0,0,0.115584888586937,0,0,0,0,0,0,0,0.0629127728868751,0,0,0,0.213309362480015,0.0736889480495209,0,0,0,0,-0.0443989845013108,0.218351472790627,-0.0844601941811405,0,-0.0190780192023575,0.0390389750305473,0,0,0,0,0,0
X601898.SH,0,0,0,0.0867146416023038,0.000624504912732569,0.0559271212243036,0,0,0,0,0,0.0315553099951005,0,0,0,0,0,0,0,0,0.115075421461083,0,0,0,0.109542356342381,0,0,0,0,0,0,0,0,0.13394196492225,0,0,0,0,0,0,0,0.080963897677136,0,0,0,0,0,0.0194952264521066,0,0,0,0.00595470848249956,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.123592082353406,0,0.125735704889976,0,0,0,0.0352459204897899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132538507230865,0,0,0.038468440941539,0,0.0187155661612608,0,0,0.069085152844059,0,0,0,-0.0443871619936384,0,0,0,0,0.0493559832574615,0,0.13259677151627,0,0,0,0,0,0,0.0114534482217037,-0.0252199831012293,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0214048297262305,0,0,0.00344849132845789,0,0,0,0,0,0,0,0.0496089035181266,0,0,0.0431124646369387,0,0,0,0,0,0,0,0,0,0.00327855552000965,0,0.0860363774298314,0.0212197359651251,0.0732937635518345,0,0.021250538633975,0.283542483644723,0,0,0,0,0.075361669704819,0,0,0,0,0,-0.00723743069789451,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0654073244347395,0,0,0,0,0,0,0.0523771317138484,0,0,0,0,0,0,0.258376428307664,0,0.375056660822595,0,0.064185974154702,0,0,0,0,0,0,0,0,0,0.111639691452125,0.0867272445839756,0,0,0,0,0.0164476968664117,0.0869486871206941,0,-0.21730011196769,0,0,0,0,0,-0.0703050693883996,0.0750587566309342,0,0,0,0,0,0
