,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600660.SH,X600489.SH,X600886.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X000709.SZ,X600583.SH,X000883.SZ,X600549.SH,X000630.SZ,X600352.SH,X000937.SZ,X000539.SZ,X601699.SH,X000012.SZ,X600176.SH,X000027.SZ,X000060.SZ,X002092.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00681491119668317,0,0.0563356598674365,0,0,0,0,0.0178933289170926,0,0,0,0,0,0.0100707084879578,0,0,0.00929208351567237,0,0.017289612207511,0,0.129753831579868,0,0,0,0,0,0,0,0,0,0,0.00335762023131585,0,0,0,0,0,0,0,0,0,0.0219019580910345,-0.00608453422077885,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0474092575024275,0,0,0,0,0,0.0496994093760134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00325126142059513,-0.00911166851670384,0,0,0.0402166825905358,0,0,0.110349160671818,0,-0.0136732442554147,0,0,0,0,0,0.0148824508676888,0,0,0,0.0859337815365794,0.0155719371269048,0,-0.00352048662711923,-0.0113327069158376,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.200160192161163,0,0.055908746858698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043043631105027,-0.0701558398718742,0,0,0,0,-0.0118762728698356,-0.0416314332597379,0,0,0,0,0,0,0,0,0,0.102212883394063,0,0,0.019064554205773,0,0,0,0,0.0851016894434717,0,0,-0.0731614450305983,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0717475006533894,-0.0533531186472872,0,0,0,0,0,0.0814801960271224,0,0,0,0,0,0,0,0.0670237640324201,-0.0315257204009547,0,0.0335117880746066,0,0,0.007644881148463,0,-0.0491565837186388,0,0,0.0355692108444079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464234706640547,0.000598476170814935,0,0,0.0381556783247197,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.187628802369905,0,-0.0613637641707513,0.0254247405285429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803147075098099,0,0,0,0,0,0,0,0,0.102041613029453,0,0,0,0.0748780888712809,0,0,0,0,0,0.0276057731793857,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0561256255100027,0,0,0,0,0,0,0,0,0,0,0,0.165221794416398,0,0,0,0,0.00605333068516838,0,0,0.0435115077402158,0,0,0.0129211273689592,0,0,0,0,0.070504730811321,0.11625254990176,0,0,0,0.0495489073287142,0,0,0,0.124320536151158,0.0039410805591411,0.0301594353768838,0,-0.0144414105111881,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00573844591326103,0,0,0,-0.112220296350367,0,0,0,0,0,0.0478138858790983,0,0,0,0,0,0.0868230470102546,0,0,0.169926474177721,0,0,0,0,0,0.119125721263666,0.01204017987651,-0.0837480088482082,0,0,0,0,0,0,0,0.0665708062846077,0,0,0,0.215882750270866,0,0.0472530260423901,0,0,-0.0083256015589555,0.0700018884969965,0,0.0805806451601021,0.0169484879454869,0,0,0,0,0,0
X601898.SH,0,0,0.119317149000247,0,0,0,0,0,0,0.0793512335554112,0.340218369658046,0,0,0,0,0,0,0,0,0,0.0142140970910714,0,0,0,0,0,0,0,0,0.0253101342610848,0.0868948338101694,0,0,0.175413120240289,0,0,0,0,-0.12913939802234,0,0,0,0,0.0267490619981667,0,0.0511798523537559,0,0,0,0.0278292724500033,0,0,-0.0703163020940261,0,0,0,0,0,0
X600547.SH,0,0,-0.00506207208966771,0,-0.0168244313579155,0,-0.0343061241452571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934656860539686,0,0,0,-4.33680868994202e-19,0,0,0,0.0354988919249824,0,0,0,0,0,0,0,0,-0.0373503909302062,0,0,-0.00316757913536867,0,0,0,0,0,0,0.12441660657102,0.077958573856316,0,-0.0522143479451803,0.01009976575998,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.022521970272202,0,0,0,0,0.166583757250595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065942473480795,0,0,0,0,0,0,0,0.051170403995362,0.472491307692335,0,0.324844391593471,0,0,0,0,0,0.0607631239461342,0,0,0,0,-0.00134872165025093,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.165409497905306,0.0166749077234114,0,0,0,0,0,-0.0561851806830917,0,0,0,0,0,0,0,0,0,0,0.0405720890619583,0,0,0,0,0,0,0.0217635250078281,0.561329886713084,0,0,0,0,0.100629247771681,-6.93889390390723e-18,-0.0624367643816805,0,0,0,0.037177331678756,0,0,0.05565598513718,0,0,0,0.0183751180806743,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527934232606688,0,0,0,0,0,0,0,0,0.218373408310968,0,0,0,0.0225779942607121,0,0,-0.0197501078582504,0,0,-3.46944695195361e-18,0.0145385610822578,0.141358521829203,0.0190950861764581,0,0.0740268779151736,0,0,0,0,0,0.073850488350353,0,0,0.0119334787881312,0,0.0121146715079894,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0.0719942213852505,0,0,0,0,0.102055097929597,0.0331305600111771,0,0,0,0,0,0,0,0,0,0,0.0720743592993434,0,0.00477869049154955,0,0,-0.0127614365852047,0,0,0.136265974013499,0,0,0,0,0,0,0,0,0,0,0.0543138925033203,0.123084412080564,0,0,0,0,0.0385610927269572,0,0,0.0801430874126913,0,0,0,-0.0312942770203999,-0.0240301090183005,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0129014738699566,0,0.022027852359315,0,0,0,0,0.0349047980583421,0,0,0,0,0,0,0,0,0,0,-0.00616336633616788,0,0.0633250127172813,0,0.0761158664717426,-1.73472347597681e-18,0,0,0,0,0,0.0443502281527074,0,0.0102136868801605,0,0,0,0,0,0.0335531251100727,0.0844111135220039,0,0,0.0540962363362052,-0.00207164598454577,0,0.00403708491528111,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.242013724957455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.410485096694739,0.452757888310808,0,0,0,0,0,0,0,0,0,0,0,0,0.286733966711185,0,0,0,0,0,0,-0.02473615584185,0,0.828000336086913,-0.653313210049937,0.439278074063888,-0.196091178864075,0,0,0,0,0
X600157.SH,0,0,0.0478119843179756,0,0,0,0,0.0287521320223637,0,0,0.0700040978366259,0,0,0,0,0,0,0,0,0,0.0422229303775262,0,0,0,0,0,0.102150114744968,0,0,0,0.00571304469117663,0,0,0.0511615133307889,0,0.0114056371226417,0,0,0,0.0084500703545965,0.0679663986893389,0.0604803471381238,0,0.0474568367507729,0,0,0,0,0.0809018397280582,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034265741143455,0,0,0,0,0.0475902438316785,0,0.0393553462680278,0,0.0251337457749964,0,0,0,0,0.025601486293837,0,0.163655760132949,0,0.030045172687103,0,0.0406450364247912,0,0,0,0,0,0,0.0024142528409596,0,-0.0288690786901028,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0890669021842961,0,0,0,0,0.00793806827043196,0,0,0,0,0,0,0,0.247486501958701,-0.00907525627117419,0,0,0,0,0,0,0,0,0,-0.0164600400679031,0.0115587414763711,0,0.093966105498967,0,0,0,0,0,0,0,0,0,0,0,0.0172906169947013,0.010835179515584,0,-0.0449816906815025,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0323938765406618,0,0,0,0,0,0,0,0,0,0,0,0,0.0141188345022191,0.0471306065205943,0,0,0,0,0.0205711738459648,0,0,0.0953526002415716,0,0,0,0,0,0.0282202047652996,0,0,0.232630222628719,0.0459584126091657,0,0,0,0,0.0414803993099303,0.0737686604153972,0,0.0969029932329754,0.0694699813353839,0.00638476263458461,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.353293223765877,0,0.00497670446975246,0,0,0,0,0,0,0,0,0,0,0,0.033996574498109,0.0680821644075466,0,0,0,0,0.0311966646020427,0,0,0,-0.0489688600903268,0,0,0,0,0,0,0,0.0290701458062046,-0.02287613905472,0,0,0,0.0267189627197037,0,0.0508753886201055,0,0,0.0255034654148397,0,0,0.0733978510991857,0,-0.013619535154733,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.207450895046724,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.145619813594411,0,0,0,0,0,0,0,0,0,0.0114097625669294,0.00928584120260284,0,0,0,0,0.0995243870321904,0,0,-4.33680868994202e-19,0,0,2.71050543121376e-20,0,0,0,0.0839564824286767,0,0,0,5.9258361002954e-05,0,0.0124833702983441,-0.0944151781594038,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.754487062180177,-0.0446266203108808,0,0.071390894418669,0,0,-0.0276691754355902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571732079098231,-0.0400511346054637,0,0,0,0.0131358906416108,0.00369481704750958,0,0,0,0,0,0,0,0.0247635782292819,0,0,0,0,0,0.0236435831922055,0,-0.0576853244188731,0,0,0,0,0,0,0
