,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X600660.SH,X600362.SH,X601992.SH,X300072.SZ,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000786.SZ,X000553.SZ,X600176.SH,X600027.SH,X000792.SZ,X000408.SZ,X600808.SH,X600352.SH,X600219.SH,X000959.SZ,X600489.SH,X002271.SZ,X600339.SH,X601699.SH,X601158.SH,X002092.SZ,X000883.SZ,X000983.SZ,X000723.SZ,X600299.SH,X000825.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.58123428480084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105249347471168,0.0156247966630335,0,0,0,0,0,0,0,0,0,0,0.0328312999337993,0,-0.00342763415557309,0.0656829201918238,0,0,0,0.0731529054436874,0,0,0,0,0,0,0.0365307005702674,0,0,0,0,-0.00315656546190308,-0.00127953133111913,0,0,0,0,0,0
X600028.SH,0.524082308143486,0,0,0,0,0,0,0,0,0,0,0,0.0527512577996092,0,0,0,0,0,0,0,0,0,0,0,0.0105427751878128,0,0,-0.00449426324367922,0,-0.0907050935138415,0,0,-0.0260130710926508,0,0,0,0,-0.140617109733331,0,0,0,0,0,0,0.00807728966614588,0,0,-0.0107263312532852,0,-0.0717394511473743,0.0238213800945278,-0.00871473144422768,0,0,0,0,0,0
X601088.SH,0,0,0,0.0177738354070509,0.115613705281186,0,0,0,0,0,0,0.202547076699569,0.638431577320545,0,-0.0536142229330154,0,0,0,0,0,-0.0288195849085736,0,0,0,4.33680868994202e-19,0,0,0.0640461893298386,0,0,0,-0.0661139968557738,0,0,0.122482032394555,0,0,0,0.0470751309108821,0,0.0776411448625898,0,0,0,0,0,0,0.117790797712275,0,0,0.0396787363211498,-0.0274706453376221,0,0,0,0,0,0
X600019.SH,0,0,0.198810481142744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142627845614953,0.0292247788979744,0,0,0,0,0,0,-0.0402435336004177,0,0.273697113033772,0,0,0.102520371403581,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887560268698412,0.0163461603380976,-0.00953774415294528,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101049325409453,0,0,0,0,0,0,0,0.116445249394824,0,0,0,0.0457974202653265,0,0,0,0,0,0,-0.124508059927934,0,0.24617125755449,0,0,0,0,0,0,0,0,0,0,0,-0.21256148097856,0,-0.165047769786547,-0.00265613592610772,-0.0477506224398158,0,0.0337279973733245,-0.130363979290142,0,0,0,0,0
X601600.SH,0,0,0.0687018207555584,0.0142182993731548,-0.0072127748928461,0,0,-0.0248309697178718,0,0,0,0,0,-0.0633696383443133,0,0,-0.0374332185259691,0,0,0,-0.0506758597575287,0,0,0,-0.040942703886067,0,0,0,0,0,0,0,0,0,0.059565494060341,0,0,0,0,0,0,0,0,0,0,0,0,0.169716151676719,-0.00915359181652845,0,0,-0.013523855598729,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0844245221677644,0,0,0,0.00521856065352162,0,0,0,0.00613057441921481,0.0118334632358949,0,0,0,0.0127646457321989,0,0,0,0,0,0,0,0.0361157516663099,0.0263612072787832,0,0,0.0155511193793822,0.268586023224516,0,0,0,0,0,0,0,0,0,0,0.0754680910101857,0.0369262417072816,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376733511986469,0,-0.24077546558949,0,0.162447051358789,0.0137899201964271,-0.0328235983254896,0,0,0,0,0,0,-0.0336972986365639,-0.0777848580071968,0.0647808536759277,0,-0.0440371686876741,0,0,0,0,0,0,0,0,-0.0444918646418351,0,0.802111124400541,0,0,0,0,0,0,0,0,0.0145854724467528,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.00882373011197833,0,0,0,0,0.16552166077654,0,0.0160769206193384,0,0,0,0,0,0,0,0,-0.00704106860016139,-0.105315300190044,0,0,0,0,0,0.00747986724892804,0,-0.0451410235980728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067328731886557,0.0146196617908424,0.0281328962120168,0.0442669852044611,0,0,0,0.00893529252458846,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0524309333492409,0,0,0,0,0.244718201541785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400390165067184,0,0,0.0204351559624212,0,0.0561936797389785,0,0,0,0,0,0,0.0673732000317649,0,-4.33680868994202e-19,0,0.141795289708962,0,0,0,0,0,-0.000984806402993191,-0.00280368753080915,0,0,0,0,0,0
X600688.SH,0,0.223421336149561,0.0153987818241558,0.0875787328446522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205162019233496,0,0,0,0,0,0,0,0,0,-0.0262708710149608,0.109560106972789,0.0710545819612237,0,0.0617963491120626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164621032983599,-0.00345160691451755,0,0,0,0,0,0
