,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X600176.SH,X601992.SH,X002466.SZ,X600299.SH,X600126.SH,X600426.SH,X002353.SZ,X002075.SZ,X000723.SZ,X600315.SH,X600529.SH,X601158.SH,X600486.SH,X600219.SH,X600516.SH,X002080.SZ,X600612.SH,X000898.SZ,X000401.SZ,X000932.SZ,X000883.SZ,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101168990657984,0.19192168280485,0,0,0,0,0,0.0624036595891608,0,-1.73472347597681e-18,0,0,0,0.0546295860183394,0.0041770761257336,0,0,0,0,0,0,0,0,0,0,0.0327580024253141,0,0,0.0046212989294805,0,0.0174566380427167,0.00217093791982279,-0.0108073593500234,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.000217185811140835,0,0,0.0688278703017092,0,0,0,0,0,0,0,0,0,0,0,0.0568803091331823,0,0,0,0,0.0519867550988686,-0.0149952137030939,0.0618609518686726,0,0,0.149051992898926,0,0,0.0417931157573641,0,0,0,-0.0154672388559101,0,0,0,0.0682126132530018,0.0212937312710109,0,0,0,0,0,0,0,0,0.00987889370268066,-0.00745749347268022,0,0,0,0,0,0
X601088.SH,0,0,0,0.289619090234327,0,0,0,0,0,0,-0.0686051577989542,0,0,0,0,0,0,0.122382744710588,0.300343698528669,0,0,0,0,0,0,0,0,0.0496648080454947,0,0,0,0,0,0,-0.162024934637616,0,0,0.0293689701906955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818387173345926,-0.00236068595371566,0,0,0,0,0,0
X600585.SH,0,0,0.065407319211558,0,0,0,0,0,0,0.0283643380356064,0,0,0,0.401675096520955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633354314470037,0,0.0276567541277388,0,0,-0.0574877179375922,0,0,0.102562028210124,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386121874517425,-0.00933867576081955,0.00464710950008833,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123310394353064,0,0,0,0,0,0,0,0.00976000951991871,0,0,0,0,0,0.165879846511943,0,0.226094788323985,0,-0.0141470658514184,0.141825301759414,0,0,0,0,0.0323324913837259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103552932669975,0.00988892343563832,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0989459869461752,0,0,0,0,0,0,0,0,0,0,0.400833666767004,0,0,0.00439084371873319,0,0,0,0,0,0.0860866342518661,0,0,0,-0.00463263881653595,0.0494805317193037,0,0,0,0,0,0,-0.0455270847952179,0,0.185001946878923,0,0,0,0,-0.176697436877471,0,-0.02515442552824,-0.00323728468359416,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.181771527077426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107548416483394,0,0.0967020702331008,0,0,0,0,0,0.0183880647392776,0,0,0,0,-0.0159707547977306,0,0,0.00138072980761497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117395025041477,-0.0138042052423683,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0259865206430756,0,0,0,-0.124664999434098,0,0,0,0.105590762992944,0,0,0,0,0,0,0.113996871982561,0,0,0.277669873662705,0,-0.0229632107148493,0,0.209299770943469,0,0.0962502179137051,0,0.0169218286750314,0,0.0494781291744487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163351324906115,-0.0498301297846124,-0.0168210302460324,-0.00587960242191021,0,0,0,0,0,0
X600011.SH,0,0,0.336091395395116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745622046625664,0,0,0,0,0.0997184017427966,-0.0224391568018061,0,0,0,0,0.0798828653469883,0,0,0,0,0,0,0,0,0,0,0,0,0.030743621105129,-0.0295819105474582,0.00755406958815787,-0.00985026401015329,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0104839455256889,0,0,0,0,0,0,0.326406016064878,0,0,0,0,0,0,0,0,0,0,0,0.0727031202233153,0,0,0,0,0,0.116556552941828,0,0,0,0.0989276751188219,0,0,0,0.186080871290422,0,0,0,0,0.225022338139536,0,0,0,0,0,0.0873886367319642,0,0,-0.0104950917023293,-0.00425488567223058,0,0,0,0,0,0
