,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
707,2017-08-31,0.00387102633150318,0.00481344386949642,0.00238852204079097,0.0135553201369181,0.0114050865733461,0.0189881889857492,0.0181950196633141,0.0126655814368766,0.0226199158054596,0.0208467088254488,0.0188811318227168,0.0150764815668387,0.0241442000215899,0.00611697454814321,0.00315495170972717,0.0137753409125524,0.00821571917080906,0.0104505286647254,0.010965821098722,0.00912709033316866
708,2017-09-01,0.00389838116178237,0.00477416716670967,0.00237009786037614,0.0135763786800647,0.0112589485123473,0.0191415203179352,0.0186286021653098,0.0124644822788504,0.0226383924988367,0.0209839330585018,0.0191641815611402,0.0151175476062502,0.024824333890706,0.0056687698171324,0.00303439728722547,0.0137788793407461,0.008285420255209,0.0106638443885335,0.0110845532517825,0.00911198886963029
709,2017-09-04,0.00387956211864985,0.00477453110336926,0.00226248632492924,0.0136270896560344,0.0112249854115953,0.0191514432765794,0.0185235584953947,0.0124598547808659,0.0225467732671976,0.0209702446446196,0.0191046628151639,0.0151258463097364,0.0248272363805756,0.00566343633533776,0.0056142925991192,0.0137662918460075,0.00830227171198468,0.0108702554715797,0.0114189453444403,0.00909962289619996
710,2017-09-05,0.00388210174559267,0.00478304853185335,0.00591055045858651,0.0135872719599397,0.010614316316266,0.0194014854074993,0.0187196589982224,0.0116281251093251,0.0227130352903428,0.0212291610291972,0.019216138598612,0.0152107833806395,0.0247833123459655,0.00561401439746016,0.00691963775201605,0.0137672388997833,0.00824618676574981,0.0108289231895873,0.0112397382208129,0.00883355607063467
711,2017-09-06,0.0038863336293804,0.00480025442538071,0.0059294500134747,0.0134705272951097,0.0103342883932311,0.0193872215593572,0.0187282299337281,0.010818744912338,0.0229123085577595,0.0212199155743391,0.0193131422473257,0.0151861024187178,0.0247601708088383,0.00561038647002699,0.00704303441966685,0.0137692870240079,0.00809841044424783,0.0107814081374379,0.0111553954887533,0.00874351365020704
712,2017-09-07,0.00386002058392778,0.00479738631226249,0.00671591728729859,0.0134897423078997,0.00995141820567036,0.0197318649193012,0.0188890037543419,0.0105754413586798,0.0230317873683292,0.0213268624304897,0.0195659379327421,0.0154201466967573,0.0250993948850668,0.00561570462704987,0.00714435198631559,0.0134454831277708,0.00810110423946128,0.0105875888396161,0.0111505915166425,0.00842224798132207
713,2017-09-08,0.00386450512693256,0.00480848881724614,0.00686521811409502,0.0133965481120505,0.00964251794993126,0.0197723557996227,0.0188253107599694,0.0105722052894625,0.0228869471207261,0.0213674407881267,0.0192081574324376,0.0153919811267639,0.0249782252812058,0.00562716466285261,0.00732695005539192,0.0132252503121974,0.00803803273040831,0.0102835874973756,0.010738846383301,0.00828102314952505
714,2017-09-11,0.00382864908976189,0.00464526861603341,0.00744259392392151,0.0130817528891131,0.00902297039616651,0.0197582489338219,0.0188216364384502,0.010714279835158,0.0228754983764579,0.0215318614876869,0.0193586384350471,0.015444895591524,0.0250664987009235,0.00540141028733847,0.00760392409094635,0.0131483023117437,0.00800749192339435,0.0103044577338119,0.0105040794751163,0.0078822957004264
715,2017-09-12,0.00380056739383805,0.00465312238434657,0.00742821913580289,0.0126937116829682,0.00897178227648163,0.0197381742990844,0.0188102195354367,0.0106922610055188,0.0229907543357383,0.0215613338672655,0.0193713215414346,0.0154346862542962,0.0250586074346164,0.00539867742754815,0.00764255957149338,0.0131481908646907,0.00800270139816567,0.0102749802812876,0.0105056173210801,0.00790386364661555
716,2017-09-13,0.00383738949811799,0.0047411644902389,0.00746021009223055,0.0123652167700408,0.00882196777594637,0.019769954905725,0.0188153315410326,0.0106933940217335,0.0229967269378619,0.0215715753799357,0.0193718237841859,0.0154241575129779,0.0250254331911459,0.00540071295505872,0.00771658817735579,0.0131829267641181,0.00801324511090066,0.0102743552225988,0.0105020656272867,0.00790706364858376
717,2017-09-14,0.00382189881632311,0.00473645216930074,0.00796245997682335,0.0119011261330823,0.00872313530071925,0.0200311149661725,0.0189973895192021,0.0105912158852662,0.0231748345379584,0.021562039418069,0.0195796505636221,0.0155882864394973,0.0251556529152886,0.00540036491513211,0.00774930065333943,0.0132717061333969,0.00801740352713697,0.0103263848770408,0.0104949966969124,0.00779303402819257
718,2017-09-15,0.00357545333015676,0.00470280406014984,0.00871380845652117,0.012108899649576,0.00846519877988701,0.0206867406353486,0.0194403419619629,0.0106707185350987,0.023781333742,0.0229353413262516,0.0201471710121961,0.0161721385255318,0.0256437896291437,0.00536178023278845,0.00805043038315955,0.0139226864142946,0.00802339356038219,0.010338157288579,0.0104817239304918,0.00778399517752337
719,2017-09-18,0.00347839894781254,0.00469709964338717,0.00871508839293792,0.0119633383928266,0.00836544860546712,0.0207506403358468,0.019436410865692,0.010612769290328,0.0237701580687188,0.022869763298955,0.0201470626807624,0.0161674582885034,0.0256335498743398,0.00520922577015279,0.00819402538432162,0.0137375942738782,0.00798927335538444,0.0103379774341543,0.0103336357556211,0.00781440438396223
720,2017-09-19,0.00344614375354501,0.00457601759124588,0.00887027560161655,0.0119901102269102,0.00839247405177266,0.0207712357497436,0.0194638592108009,0.0105136357560823,0.0238837266013632,0.0228715945731151,0.0201330555340902,0.0162102096480771,0.0256822297291678,0.00520762462299556,0.00816430809807044,0.0138477314926886,0.00799548536969326,0.0103396304199521,0.0102996361397808,0.00769277726005779
721,2017-09-20,0.00340639400341517,0.00458433664499613,0.00886282303336612,0.0120583302284186,0.00835430026743864,0.0207746562125247,0.0195805491964112,0.0102662743714077,0.0239431809382629,0.0228863087037861,0.0202115423354092,0.0163388124631219,0.0257940174985363,0.00523069297546551,0.00815295504361268,0.013559059940669,0.00802520510414816,0.0103384688481129,0.0103958575173599,0.00769336674007128
722,2017-09-21,0.00333910227073062,0.00458014405826608,0.00886496965623746,0.0118559860085754,0.00799612233817146,0.0207914800219051,0.0197775846827865,0.01020376870898,0.0239629806931965,0.0230886003054433,0.0202193175911685,0.0165527254330876,0.0259057640536479,0.00523101945241276,0.00813862838546652,0.0135184227570263,0.00802362180996268,0.0103155953629078,0.0107363922669527,0.00709840431377668
723,2017-09-22,0.00334731724166292,0.00452518624613529,0.00886350836744578,0.011851923125366,0.00782727583835316,0.0208575520049949,0.0198719414393478,0.0102369971132192,0.0239945103840205,0.0231833905189893,0.0201870428001187,0.0166739412752439,0.0259126677083317,0.00522023072750988,0.00812667932819295,0.0135338987104288,0.0080211619784088,0.01031628398718,0.0105244971153971,0.00710717986121226
724,2017-09-25,0.00334163626235445,0.00459893809911907,0.00897639693194221,0.0116108885849757,0.00780522066276605,0.0208764380804848,0.0199873318094675,0.00981288572565282,0.025025399353995,0.0233193078708618,0.020194712475833,0.0169743980320944,0.0259335818774691,0.00521507458570439,0.00823065858372572,0.0135923292672699,0.00800403392421021,0.0103260907476659,0.0104904946736413,0.00708895542765643
725,2017-09-26,0.00334589821931409,0.00459961772560614,0.00898713676201909,0.0116387062452616,0.00777202498728419,0.0208746452338849,0.0199467944686997,0.00979347379777216,0.0250118901832543,0.0232841726264563,0.0202698350422756,0.0170089597874081,0.0259367059355659,0.00520510044972777,0.0082634147875661,0.0136306182710319,0.00800348239413193,0.0103216372136448,0.0104827282379543,0.00701420279033349
726,2017-09-27,0.00332284010579257,0.00457699225036572,0.00899075349304371,0.0116091090178323,0.0077634041418661,0.0209182984685724,0.0199857061341985,0.00967297060012728,0.0252973250138149,0.0233362045085271,0.0202980454290464,0.017051137753841,0.025942418206766,0.00521660646309298,0.00826411810904337,0.0136093858632568,0.00785707531834306,0.0102644955440681,0.0103676003591657,0.00707256264866949
727,2017-09-28,0.00330374052991322,0.00458722607905458,0.00946619935721258,0.0116034862803897,0.00758260760261927,0.0204403336447063,0.0199653374055989,0.00968587648335947,0.0251041354264996,0.0232458382362563,0.0201510033039464,0.0170205632146796,0.0258701737146786,0.00520293750377638,0.00835996333619434,0.0136914725630669,0.00785717923171304,0.0101476726995203,0.0102468398813997,0.00704552941872125
728,2017-09-29,0.00326354808261769,0.004585070627034,0.0095176521317546,0.0115924499773878,0.00755095476789591,0.0203817780656462,0.0198803291421909,0.00963760973406128,0.0251139784061086,0.0232335564861668,0.0201595462537527,0.0170252933030623,0.0257977354578994,0.00526090020161831,0.00836097140204368,0.0134409912526024,0.00773546428874291,0.0100329084202526,0.0101457665589957,0.00693211111239963
729,2017-10-09,0.00323038612928715,0.00458523528033588,0.00952131322923942,0.0115241100143409,0.0075416081272435,0.0203043774524785,0.0198530516773423,0.00963755008307021,0.0250332272388277,0.0232532099058661,0.0200585837741113,0.0170237159108917,0.0257912013396576,0.00526117804438764,0.00835858661928745,0.0134560598873428,0.00772677098002638,0.0100233816904293,0.0101653734893854,0.00699730236261194
730,2017-10-10,0.00323821107602056,0.00449955334137616,0.00951282250349811,0.0114423485788539,0.0073315959821284,0.0201991147857526,0.019927539366137,0.00962309967499239,0.0249316260892706,0.02332930025282,0.0199813085687553,0.017183147203591,0.0259333701518561,0.00526944205197956,0.00835013591983876,0.0134492661479762,0.00772688776663125,0.00998874434057054,0.0100749418486389,0.0070551858819944
731,2017-10-11,0.00330375925384603,0.00450482829798957,0.00952428716093985,0.0115069486929072,0.00726553839825996,0.0201932371236511,0.01992910335687,0.009636958653119,0.0244442243669793,0.0233765203741351,0.0198907783668055,0.0171658122962494,0.0259372527456318,0.00516605181694106,0.00843496953619293,0.0140295296387764,0.00772742528409362,0.00968527883161259,0.00996142218355887,0.00703538473650738
732,2017-10-12,0.00334081325538757,0.00450484919444824,0.00958147394781034,0.0114989784836718,0.00708491453236209,0.0200054289011686,0.0198102748046084,0.00961186229551893,0.0244805222810314,0.0232859519297682,0.0198792348927376,0.0171197698912407,0.0259589959980116,0.00513037739878542,0.0084401264872168,0.0139508174528838,0.00772695442338275,0.00969078826849091,0.0099491646083732,0.00713921161694488
733,2017-10-13,0.00328079960007816,0.0045020813601574,0.00963340294586946,0.0114303792719249,0.00707175865305121,0.020022454111272,0.0196636159185126,0.00915490336422482,0.0246777033985775,0.0232392297859027,0.0198286781578464,0.0171020531807121,0.0256289607537639,0.00497878094573171,0.00844348760194228,0.0140273027316825,0.00765587620494466,0.00924471522378426,0.00978560398141607,0.00718030417924636
734,2017-10-16,0.00328093895111166,0.0044871836981807,0.00962710107877103,0.0114451610815126,0.00700496171815457,0.0200184078803614,0.0196749105297798,0.00917229266546328,0.0243213471519615,0.0232210372419144,0.0199806455604874,0.0170935333253336,0.0256233801115308,0.00497977395620423,0.00844749504255487,0.0151491440584961,0.0073984323840197,0.00922944018247723,0.00978960271136106,0.00717566798576876
735,2017-10-17,0.00328038805011611,0.00438823058203019,0.00969662623957708,0.0114431372925326,0.00690501611603652,0.0200271016092284,0.0200184417108825,0.00920872371984235,0.0246315007380239,0.023186581595836,0.0200340436830388,0.0171492478783066,0.0258369170854276,0.00488587280619758,0.00838440565182925,0.0156843293287791,0.00731956748041566,0.00899969051945569,0.0096390848026707,0.00716756034055766
736,2017-10-18,0.0033035007907755,0.00421884962777433,0.0096898539317181,0.011310383908457,0.00686684380746264,0.0201610888670394,0.0201474547356773,0.00914980045901746,0.0246318302932297,0.023269678996983,0.0200693189522558,0.0172852394112535,0.0260266390032487,0.00461312223196899,0.00842983730731909,0.016075781695563,0.00726197398041097,0.00893574035599051,0.00961835343022148,0.00719263898876009
737,2017-10-19,0.0032411943497896,0.00438520132584614,0.00968684662058916,0.0114335591837492,0.00662760453420021,0.0201910195646584,0.0201447657631029,0.00841223370194378,0.0247717398396036,0.0233064330682446,0.0200949352392038,0.0173513444042802,0.0261914954109488,0.00464426321360396,0.00843067776061205,0.0164107829729091,0.00695721752202312,0.00895575648797406,0.00970583320634507,0.00724627130858514
738,2017-10-20,0.00337300578939609,0.00437350083479715,0.00965756340846513,0.0113512096368025,0.0066149378775163,0.0198951143031186,0.0198066052357069,0.00827983961645663,0.0253075512439809,0.0229015824275109,0.0200896175234907,0.0172690471826923,0.0254852713559726,0.00464404271953327,0.00839529533033869,0.0162155836293313,0.00705906667909635,0.00839264160186456,0.00931562378042022,0.00720025123889617
739,2017-10-23,0.00319832545887866,0.00429462904812911,0.00962586131577283,0.0102779437367955,0.00571659418834181,0.0194574583423659,0.0186274044632053,0.00754439016868886,0.0245480182887178,0.0222272511110324,0.0198252025621508,0.0167563142929028,0.023888101652832,0.00428140581535556,0.00834866976335071,0.0151589228124594,0.0066611156791593,0.00796196552047977,0.00902754581196334,0.00704022353675767
740,2017-10-24,0.0031790161795662,0.00429109171589041,0.00973839962127282,0.0102358300972278,0.0057163177490667,0.0193264770596353,0.0185978716247673,0.00750674526107997,0.0245994530871916,0.0222793852055143,0.0199130762814484,0.0167740339083393,0.023895448807883,0.00402830835999624,0.00838392715353891,0.015003465330404,0.00623926348121462,0.00801002750045939,0.00903317867182149,0.00684504634501753
741,2017-10-25,0.00303628719581727,0.00428752257480857,0.00970696746584947,0.0102373892793544,0.00571646575612165,0.0193492978375561,0.0186054519051398,0.0076192257964861,0.024640351155816,0.0223282316200488,0.0199458560466887,0.0168413396876452,0.0239017875305521,0.00401606563005453,0.00840528828705623,0.0147969413647437,0.00531430444664813,0.0079715131703966,0.00903446897623428,0.00683621865775301
742,2017-10-26,0.00303981296905595,0.00390496852539579,0.00972742080165442,0.0102168484037983,0.00545509571925146,0.019435521371488,0.0186106285192278,0.00766838814166603,0.0250176803985259,0.0223800996393305,0.0200099420230289,0.0169126030542661,0.0237437060198075,0.00407066943798229,0.00841198136621001,0.015302622580585,0.00532423386530233,0.00788349529755062,0.0091372090881535,0.00700418574747637
743,2017-10-27,0.00303779839186811,0.00391246530416212,0.0097459624349577,0.0102769273409628,0.00544530654031271,0.0194606581024602,0.0186220977298947,0.00771334599259191,0.0250212324613476,0.0223564096648686,0.020022065636563,0.0169203427914972,0.0237112184530857,0.00409082070856649,0.00840523035159584,0.0153067566186234,0.00528927492124623,0.00803191933779517,0.00897818393898754,0.00705253216396119
744,2017-10-30,0.00299110489811386,0.0039142687789988,0.00973778599723104,0.0102710881423168,0.00548036630352283,0.0195580533930618,0.0188030600992704,0.00768008155872006,0.024939528521774,0.0224021471947553,0.0201987948820505,0.0171566816254433,0.023991364986053,0.00406491545929854,0.00840470458240421,0.0154382390084168,0.00512067385688563,0.00810399271730359,0.00925094970513864,0.00687706923899799
745,2017-10-31,0.00303602324334854,0.00384057024622389,0.00973803048483097,0.00975828777139671,0.00523679186749789,0.0192457332781774,0.0186806323378996,0.00765079070432813,0.0252175269980847,0.0221862909339884,0.0201623335730416,0.0171835226691606,0.0235729987893714,0.00392681478430425,0.00839308002125378,0.0153214606551989,0.00488609111363181,0.00798097715022424,0.00920604703567397,0.0071618084385579
746,2017-11-01,0.00305822890373657,0.00383541683323863,0.00977412248383259,0.0103082048077453,0.005022332298172,0.0192587491791449,0.0186435275045141,0.00756146961119355,0.0248307685587174,0.0221394795993805,0.0200626930433597,0.0169020983071432,0.0233137246273301,0.00392238390225925,0.00833040467437194,0.0152811728037499,0.00469643332857272,0.00800801666336281,0.00935703066503255,0.00732698043563291
